Kommune,Andel,Label
Porsgrunn,47,Porsgrunn
Skien,45,Skien
Notodden,43,Notodden
Siljan,39,Siljan
Bamble,45,Bamble
Kragerø,48,Kragerø
Drangedal,40,Drangedal
Nome,40,Nome
Midt-Telemark,44,Midt-Telemark
Seljord,39,Seljord
Hjartdal,29,Hjartdal
Tinn,34,Tinn
Kviteseid,37,Kviteseid
Nissedal,39,Nissedal
Fyresdal,35,Fyresdal
Tokke,35,Tokke
Vinje,34,Vinje
