Kommune,Andel,Label
Porsgrunn,0.1156,Porsgrunn
Skien,0.1041,Skien
Notodden,0.1456,Notodden
Siljan,0.0786,Siljan
Bamble,0.0958,Bamble
Kragerø,0.1011,Kragerø
Drangedal,0.1268,Drangedal
Nome,0.1052,Nome
Midt-Telemark,0.1262,Midt-Telemark
Seljord,0.0929,Seljord
Hjartdal,0.1805,Hjartdal
Tinn,0.1222,Tinn
Kviteseid,0.1295,Kviteseid
Nissedal,0.1312,Nissedal
Fyresdal,0.1563,Fyresdal
Tokke,0.1455,Tokke
Vinje,0.1645,Vinje
