Kommune,Andel,Label
Porsgrunn,69,Porsgrunn
Skien,68,Skien
Notodden,63,Notodden
Siljan,70,Siljan
Bamble,67,Bamble
Kragerø,66,Kragerø
Drangedal,63,Drangedal
Nome,65,Nome
Midt-Telemark,67,Midt-Telemark
Seljord,64,Seljord
Hjartdal,62,Hjartdal
Tinn,67,Tinn
Kviteseid,67,Kviteseid
Nissedal,66,Nissedal
Fyresdal,70,Fyresdal
Tokke,70,Tokke
Vinje,70,Vinje
