Kommune,Andel,Label
Porsgrunn,88,Porsgrunn
Skien,81,Skien
Notodden,73,Notodden
Siljan,47,Siljan
Bamble,76,Bamble
Kragerø,70,Kragerø
Drangedal,47,Drangedal
Nome,61,Nome
Midt-Telemark,83,Midt-Telemark
Seljord,70,Seljord
Hjartdal,35,Hjartdal
Tinn,57,Tinn
Kviteseid,44,Kviteseid
Nissedal,58,Nissedal
Fyresdal,48,Fyresdal
Tokke,49,Tokke
Vinje,53,Vinje
