Kommune,Andel,Label
Porsgrunn,32,Porsgrunn
Skien,32,Skien
Notodden,29,Notodden
Siljan,39,Siljan
Bamble,34,Bamble
Kragerø,36,Kragerø
Drangedal,36,Drangedal
Nome,33,Nome
Midt-Telemark,35,Midt-Telemark
Seljord,36,Seljord
Hjartdal,29,Hjartdal
Tinn,32,Tinn
Kviteseid,38,Kviteseid
Nissedal,36,Nissedal
Fyresdal,35,Fyresdal
Tokke,40,Tokke
Vinje,38,Vinje
