Kommune,Andel,Label
Porsgrunn,0.8465,Porsgrunn
Skien,0.8377,Skien
Notodden,0.813,Notodden
Siljan,0.8569,Siljan
Bamble,0.8493,Bamble
Kragerø,0.8405,Kragerø
Drangedal,0.8464,Drangedal
Nome,0.8544,Nome
Midt-Telemark,0.8387,Midt-Telemark
Seljord,0.8298,Seljord
Hjartdal,0.8132,Hjartdal
Tinn,0.8239,Tinn
Kviteseid,0.8429,Kviteseid
Nissedal,0.8528,Nissedal
Fyresdal,0.8489,Fyresdal
Tokke,0.851,Tokke
Vinje,0.8541,Vinje
