Kommune,Andel,Label
Porsgrunn,87,Porsgrunn
Skien,87,Skien
Notodden,86,Notodden
Siljan,90,Siljan
Bamble,87,Bamble
Kragerø,86,Kragerø
Drangedal,89,Drangedal
Nome,86,Nome
Midt-Telemark,88,Midt-Telemark
Seljord,87,Seljord
Hjartdal,84,Hjartdal
Tinn,86,Tinn
Kviteseid,89,Kviteseid
Nissedal,91,Nissedal
Fyresdal,91,Fyresdal
Tokke,88,Tokke
Vinje,88,Vinje
