Kommune,Andel,Label
Porsgrunn,67,Porsgrunn
Skien,66,Skien
Notodden,64,Notodden
Siljan,64,Siljan
Bamble,65,Bamble
Kragerø,65,Kragerø
Drangedal,63,Drangedal
Nome,64,Nome
Midt-Telemark,63,Midt-Telemark
Seljord,64,Seljord
Hjartdal,62,Hjartdal
Tinn,63,Tinn
Kviteseid,61,Kviteseid
Nissedal,66,Nissedal
Fyresdal,65,Fyresdal
Tokke,64,Tokke
Vinje,65,Vinje
