Kommune,Andel,Label
Porsgrunn,15,Porsgrunn
Skien,13,Skien
Notodden,13,Notodden
Siljan,11,Siljan
Bamble,14,Bamble
Kragerø,18,Kragerø
Drangedal,12,Drangedal
Nome,10,Nome
Midt-Telemark,11,Midt-Telemark
Seljord,12,Seljord
Hjartdal,9,Hjartdal
Tinn,10,Tinn
Kviteseid,13,Kviteseid
Nissedal,13,Nissedal
Fyresdal,12,Fyresdal
Tokke,14,Tokke
Vinje,10,Vinje
