Kommune,Andel,Label
Porsgrunn,44,Porsgrunn
Skien,45,Skien
Notodden,48,Notodden
Siljan,42,Siljan
Bamble,43,Bamble
Kragerø,46,Kragerø
Drangedal,48,Drangedal
Nome,44,Nome
Midt-Telemark,43,Midt-Telemark
Seljord,45,Seljord
Hjartdal,49,Hjartdal
Tinn,47,Tinn
Kviteseid,45,Kviteseid
Nissedal,40,Nissedal
Fyresdal,40,Fyresdal
Tokke,43,Tokke
Vinje,41,Vinje
