Kommune,Andel,Label
Porsgrunn,23,Porsgrunn
Skien,24,Skien
Notodden,24,Notodden
Siljan,24,Siljan
Bamble,25,Bamble
Kragerø,27,Kragerø
Drangedal,23,Drangedal
Nome,24,Nome
Midt-Telemark,24,Midt-Telemark
Seljord,25,Seljord
Hjartdal,21,Hjartdal
Tinn,22,Tinn
Kviteseid,22,Kviteseid
Nissedal,20,Nissedal
Fyresdal,21,Fyresdal
Tokke,22,Tokke
Vinje,20,Vinje
