Kommune,Andel,Label
Porsgrunn,11,Porsgrunn
Skien,13,Skien
Notodden,14,Notodden
Siljan,9,Siljan
Bamble,13,Bamble
Kragerø,11,Kragerø
Drangedal,13,Drangedal
Nome,13,Nome
Midt-Telemark,14,Midt-Telemark
Seljord,14,Seljord
Hjartdal,13,Hjartdal
Tinn,13,Tinn
Kviteseid,10,Kviteseid
Nissedal,11,Nissedal
Fyresdal,13,Fyresdal
Tokke,11,Tokke
Vinje,13,Vinje
