Kommune,Andel,Label
Porsgrunn,0.1162,Porsgrunn
Skien,0.1051,Skien
Notodden,0.0944,Notodden
Siljan,0.0697,Siljan
Bamble,0.0843,Bamble
Kragerø,0.0768,Kragerø
Drangedal,0.0702,Drangedal
Nome,0.0883,Nome
Midt-Telemark,0.0792,Midt-Telemark
Seljord,0.0382,Seljord
Hjartdal,0.0633,Hjartdal
Tinn,0.1305,Tinn
Kviteseid,0.0567,Kviteseid
Nissedal,0.0474,Nissedal
Fyresdal,0.0412,Fyresdal
Tokke,0.0616,Tokke
Vinje,0.0409,Vinje
