Kommune,Andel,Label
Porsgrunn,19,Porsgrunn
Skien,17,Skien
Notodden,13,Notodden
Siljan,13,Siljan
Bamble,19,Bamble
Kragerø,20,Kragerø
Drangedal,10,Drangedal
Nome,12,Nome
Midt-Telemark,13,Midt-Telemark
Seljord,14,Seljord
Hjartdal,7,Hjartdal
Tinn,16,Tinn
Kviteseid,13,Kviteseid
Nissedal,14,Nissedal
Fyresdal,12,Fyresdal
Tokke,11,Tokke
Vinje,16,Vinje
