Kommune,Andel,Label
Porsgrunn,0.2968,Porsgrunn
Skien,0.3168,Skien
Notodden,0.3025,Notodden
Siljan,0.2933,Siljan
Bamble,0.2879,Bamble
Kragerø,0.3552,Kragerø
Drangedal,0.3045,Drangedal
Nome,0.3286,Nome
Midt-Telemark,0.3433,Midt-Telemark
Seljord,0.275,Seljord
Hjartdal,0.3063,Hjartdal
Tinn,0.3173,Tinn
Kviteseid,0.3596,Kviteseid
Nissedal,0.3312,Nissedal
Fyresdal,0.3238,Fyresdal
Tokke,0.3145,Tokke
Vinje,0.3264,Vinje
