Kommune,Andel,Label
Porsgrunn,86,Porsgrunn
Skien,62,Skien
Notodden,70,Notodden
Siljan,72,Siljan
Bamble,95,Bamble
Kragerø,90,Kragerø
Drangedal,76,Drangedal
Nome,77,Nome
Midt-Telemark,47,Midt-Telemark
Seljord,68,Seljord
Hjartdal,31,Hjartdal
Tinn,54,Tinn
Kviteseid,76,Kviteseid
Nissedal,90,Nissedal
Fyresdal,88,Fyresdal
Tokke,71,Tokke
Vinje,55,Vinje
