Kommune,Andel,Label
Porsgrunn,0.2441,Porsgrunn
Skien,0.2681,Skien
Notodden,0.2995,Notodden
Siljan,0.2104,Siljan
Bamble,0.2305,Bamble
Kragerø,0.2194,Kragerø
Drangedal,0.2601,Drangedal
Nome,0.2704,Nome
Midt-Telemark,0.266,Midt-Telemark
Seljord,0.2584,Seljord
Hjartdal,0.2884,Hjartdal
Tinn,0.2125,Tinn
Kviteseid,0.231,Kviteseid
Nissedal,0.2423,Nissedal
Fyresdal,0.205,Fyresdal
Tokke,0.2153,Tokke
Vinje,0.2126,Vinje
