Kommune,Andel,Label
Porsgrunn,19,Porsgrunn
Skien,18,Skien
Notodden,16,Notodden
Siljan,19,Siljan
Bamble,16,Bamble
Kragerø,20,Kragerø
Drangedal,15,Drangedal
Nome,18,Nome
Midt-Telemark,16,Midt-Telemark
Seljord,16,Seljord
Hjartdal,17,Hjartdal
Tinn,19,Tinn
Kviteseid,18,Kviteseid
Nissedal,19,Nissedal
Fyresdal,22,Fyresdal
Tokke,20,Tokke
Vinje,21,Vinje
