Kommune,Andel,Label
Porsgrunn,52,Porsgrunn
Skien,53,Skien
Notodden,57,Notodden
Siljan,56,Siljan
Bamble,54,Bamble
Kragerø,58,Kragerø
Drangedal,51,Drangedal
Nome,54,Nome
Midt-Telemark,54,Midt-Telemark
Seljord,55,Seljord
Hjartdal,53,Hjartdal
Tinn,48,Tinn
Kviteseid,53,Kviteseid
Nissedal,52,Nissedal
Fyresdal,53,Fyresdal
Tokke,56,Tokke
Vinje,50,Vinje
