Kommune,Andel,Label
Porsgrunn,54,Porsgrunn
Skien,54,Skien
Notodden,51,Notodden
Siljan,54,Siljan
Bamble,49,Bamble
Kragerø,46,Kragerø
Drangedal,47,Drangedal
Nome,49,Nome
Midt-Telemark,50,Midt-Telemark
Seljord,46,Seljord
Hjartdal,43,Hjartdal
Tinn,51,Tinn
Kviteseid,47,Kviteseid
Nissedal,39,Nissedal
Fyresdal,41,Fyresdal
Tokke,44,Tokke
Vinje,45,Vinje
