Kommune,Andel,Label
Porsgrunn,13,Porsgrunn
Skien,13,Skien
Notodden,12,Notodden
Siljan,10,Siljan
Bamble,10,Bamble
Kragerø,10,Kragerø
Drangedal,11,Drangedal
Nome,13,Nome
Midt-Telemark,11,Midt-Telemark
Seljord,7,Seljord
Hjartdal,12,Hjartdal
Tinn,15,Tinn
Kviteseid,11,Kviteseid
Nissedal,7,Nissedal
Fyresdal,6,Fyresdal
Tokke,9,Tokke
Vinje,9,Vinje
