Kommune,Andel,Label
Porsgrunn,29,Porsgrunn
Skien,29,Skien
Notodden,36,Notodden
Siljan,33,Siljan
Bamble,31,Bamble
Kragerø,27,Kragerø
Drangedal,38,Drangedal
Nome,33,Nome
Midt-Telemark,31,Midt-Telemark
Seljord,33,Seljord
Hjartdal,41,Hjartdal
Tinn,32,Tinn
Kviteseid,30,Kviteseid
Nissedal,34,Nissedal
Fyresdal,30,Fyresdal
Tokke,35,Tokke
Vinje,33,Vinje
