Kommune,Andel,Label
Porsgrunn,74,Porsgrunn
Skien,70,Skien
Notodden,68,Notodden
Siljan,77,Siljan
Bamble,77,Bamble
Kragerø,70,Kragerø
Drangedal,66,Drangedal
Nome,68,Nome
Midt-Telemark,71,Midt-Telemark
Seljord,69,Seljord
Hjartdal,64,Hjartdal
Tinn,67,Tinn
Kviteseid,71,Kviteseid
Nissedal,73,Nissedal
Fyresdal,71,Fyresdal
Tokke,69,Tokke
Vinje,68,Vinje
