Kommune,Andel,Label
Porsgrunn,0.0809,Porsgrunn
Skien,0.08,Skien
Notodden,0.0983,Notodden
Siljan,0.1021,Siljan
Bamble,0.0679,Bamble
Kragerø,0.1028,Kragerø
Drangedal,0.1011,Drangedal
Nome,0.099,Nome
Midt-Telemark,0.0716,Midt-Telemark
Seljord,0.0982,Seljord
Hjartdal,0.0701,Hjartdal
Tinn,0.0971,Tinn
Kviteseid,0.1053,Kviteseid
Nissedal,0.1084,Nissedal
Fyresdal,0.1221,Fyresdal
Tokke,0.0952,Tokke
Vinje,0.076,Vinje
