Kommune,Andel,Label
Porsgrunn,0.8395,Porsgrunn
Skien,0.8209,Skien
Notodden,0.7954,Notodden
Siljan,0.798,Siljan
Bamble,0.8177,Bamble
Kragerø,0.6932,Kragerø
Drangedal,0.5522,Drangedal
Nome,0.6604,Nome
Midt-Telemark,0.8316,Midt-Telemark
Seljord,0.774,Seljord
Hjartdal,0.3779,Hjartdal
Tinn,0.8051,Tinn
Kviteseid,0.563,Kviteseid
Nissedal,0.6674,Nissedal
Fyresdal,0.8501,Fyresdal
Tokke,0.7705,Tokke
Vinje,0.8095,Vinje
