Kommune,Andel,Label
Porsgrunn,91,Porsgrunn
Skien,90,Skien
Notodden,93,Notodden
Siljan,97,Siljan
Bamble,94,Bamble
Kragerø,88,Kragerø
Drangedal,95,Drangedal
Nome,95,Nome
Midt-Telemark,95,Midt-Telemark
Seljord,93,Seljord
Hjartdal,93,Hjartdal
Tinn,93,Tinn
Kviteseid,94,Kviteseid
Nissedal,97,Nissedal
Fyresdal,98,Fyresdal
Tokke,97,Tokke
Vinje,95,Vinje
