Kommune,Andel,Label
Porsgrunn,0.8158,Porsgrunn
Skien,0.82,Skien
Notodden,0.7978,Notodden
Siljan,0.8668,Siljan
Bamble,0.8433,Bamble
Kragerø,0.84,Kragerø
Drangedal,0.7983,Drangedal
Nome,0.8037,Nome
Midt-Telemark,0.7427,Midt-Telemark
Seljord,0.8178,Seljord
Hjartdal,0.7851,Hjartdal
Tinn,0.8149,Tinn
Kviteseid,0.8004,Kviteseid
Nissedal,0.8294,Nissedal
Fyresdal,0.7814,Fyresdal
Tokke,0.813,Tokke
Vinje,0.7953,Vinje
