ssbid;geometry_b;geometry_1;geometry_2;geometry_3;SSB_sentrum2019_intersect;SSB_sentrum2019_centroid;SSB_sentrum2024_intersect;SSB_sentrum2024_centroid;Hovedsentrum2019_intersect;Hovedsentrum2019_centroid;Hovedsentrum2024_intersect;Hovedsentrum2024_centroid;Kommune;Shape_Length;Shape_Area
21715006572250;171500;6572250;171750,015625000000000;6572500;;;;;;;;;Skien;1000;62500
21715006572500;171500;6572500;171750,015625000000000;6572750;;;;;;;;;Skien;1000;62500
21715006572750;171500;6572750;171750,015625000000000;6573000;;;;;;;;;Skien;1000;62500
21715006573000;171500;6573000;171750,015625000000000;6573250;;;;;;;;;Skien;1000;62500
21717506565000;171750;6565000;172000,015625000000000;6565250;;;;;;;;;Skien;1000;62500
21717506565250;171750;6565250;172000,015625000000000;6565500;;;;;;;;;Skien;1000;62500
21717506565500;171750;6565500;172000,015625000000000;6565750;;;;;;;;;Skien;1000;62500
21717506565750;171750;6565750;172000,015625000000000;6566000;;;;;;;;;Skien;1000;62500
21717506566000;171750;6566000;172000,015625000000000;6566250;;;;;;;;;Skien;1000;62500
21717506566250;171750;6566250;172000,015625000000000;6566500;;;;;;;;;Skien;1000;62500
21717506566500;171750;6566500;172000,015625000000000;6566750;;;;;;;;;Skien;1000;62500
21717506566750;171750;6566750;172000,015625000000000;6567000;;;;;;;;;Skien;1000;62500
21717506567000;171750;6567000;172000,015625000000000;6567250;;;;;;;;;Skien;1000;62500
21717506567250;171750;6567250;172000,015625000000000;6567500;;;;;;;;;Skien;1000;62500
21717506567500;171750;6567500;172000,015625000000000;6567750;;;;;;;;;Skien;1000;62500
21717506567750;171750;6567750;172000,015625000000000;6568000;;;;;;;;;Skien;1000;62500
21717506568000;171750;6568000;172000,015625000000000;6568250;;;;;;;;;Skien;1000;62500
21717506568250;171750;6568250;172000,015625000000000;6568500;;;;;;;;;Skien;1000;62500
21717506568500;171750;6568500;172000,015625000000000;6568750;;;;;;;;;Skien;1000;62500
21717506568750;171750;6568750;172000,015625000000000;6569000;;;;;;;;;Skien;1000;62500
21717506569000;171750;6569000;172000,015625000000000;6569250;;;;;;;;;Skien;1000;62500
21717506569250;171750;6569250;172000,015625000000000;6569500;;;;;;;;;Skien;1000;62500
21717506569500;171750;6569500;172000,015625000000000;6569750;;;;;;;;;Skien;1000;62500
21717506569750;171750;6569750;172000,015625000000000;6570000;;;;;;;;;Skien;1000;62500
21717506570000;171750;6570000;172000,015625000000000;6570250;;;;;;;;;Skien;1000;62500
21717506570250;171750;6570250;172000,015625000000000;6570500;;;;;;;;;Skien;1000;62500
21717506570500;171750;6570500;172000,015625000000000;6570750;;;;;;;;;Skien;1000;62500
21717506570750;171750;6570750;172000,015625000000000;6571000;;;;;;;;;Skien;1000;62500
21717506571000;171750;6571000;172000,015625000000000;6571250;;;;;;;;;Skien;1000;62500
21717506572000;171750;6572000;172000,015625000000000;6572250;;;;;;;;;Skien;1000;62500
21717506572250;171750;6572250;172000,015625000000000;6572500;;;;;;;;;Skien;1000;62500
21717506572500;171750;6572500;172000,015625000000000;6572750;;;;;;;;;Skien;1000;62500
21717506572750;171750;6572750;172000,015625000000000;6573000;;;;;;;;;Skien;1000;62500
21717506573000;171750;6573000;172000,015625000000000;6573250;;;;;;;;;Skien;1000;62500
21717506573250;171750;6573250;172000,015625000000000;6573500;;;;;;;;;Skien;1000;62500
21717506573500;171750;6573500;172000,015625000000000;6573750;;;;;;;;;Skien;1000;62500
21717506573750;171750;6573750;172000,015625000000000;6574000;;;;;;;;;Skien;1000;62500
21720006564500;172000;6564500;172250,015625000000000;6564750;;;;;;;;;Skien;1000;62500
21720006564750;172000;6564750;172250,015625000000000;6565000;;;;;;;;;Skien;1000;62500
21720006565000;172000;6565000;172250,015625000000000;6565250;;;;;;;;;Skien;1000;62500
21720006565250;172000;6565250;172250,015625000000000;6565500;;;;;;;;;Skien;1000;62500
21720006565500;172000;6565500;172250,015625000000000;6565750;;;;;;;;;Skien;1000;62500
21720006565750;172000;6565750;172250,015625000000000;6566000;;;;;;;;;Skien;1000;62500
21720006566000;172000;6566000;172250,015625000000000;6566250;;;;;;;;;Skien;1000;62500
21720006566250;172000;6566250;172250,015625000000000;6566500;;;;;;;;;Skien;1000;62500
21720006566500;172000;6566500;172250,015625000000000;6566750;;;;;;;;;Skien;1000;62500
21720006566750;172000;6566750;172250,015625000000000;6567000;;;;;;;;;Skien;1000;62500
21720006567000;172000;6567000;172250,015625000000000;6567250;;;;;;;;;Skien;1000;62500
21720006567250;172000;6567250;172250,015625000000000;6567500;;;;;;;;;Skien;1000;62500
21720006567500;172000;6567500;172250,015625000000000;6567750;;;;;;;;;Skien;1000;62500
21720006567750;172000;6567750;172250,015625000000000;6568000;;;;;;;;;Skien;1000;62500
21720006568000;172000;6568000;172250,015625000000000;6568250;;;;;;;;;Skien;1000;62500
21720006568250;172000;6568250;172250,015625000000000;6568500;;;;;;;;;Skien;1000;62500
21720006568500;172000;6568500;172250,015625000000000;6568750;;;;;;;;;Skien;1000;62500
21720006568750;172000;6568750;172250,015625000000000;6569000;;;;;;;;;Skien;1000;62500
21720006569000;172000;6569000;172250,015625000000000;6569250;;;;;;;;;Skien;1000;62500
21720006569250;172000;6569250;172250,015625000000000;6569500;;;;;;;;;Skien;1000;62500
21720006569500;172000;6569500;172250,015625000000000;6569750;;;;;;;;;Skien;1000;62500
21720006569750;172000;6569750;172250,015625000000000;6570000;;;;;;;;;Skien;1000;62500
21720006570000;172000;6570000;172250,015625000000000;6570250;;;;;;;;;Skien;1000;62500
21720006570250;172000;6570250;172250,015625000000000;6570500;;;;;;;;;Skien;1000;62500
21720006570500;172000;6570500;172250,015625000000000;6570750;;;;;;;;;Skien;1000;62500
21720006570750;172000;6570750;172250,015625000000000;6571000;;;;;;;;;Skien;1000;62500
21720006571000;172000;6571000;172250,015625000000000;6571250;;;;;;;;;Skien;1000;62500
21720006572500;172000;6572500;172250,015625000000000;6572750;;;;;;;;;Skien;1000;62500
21720006572750;172000;6572750;172250,015625000000000;6573000;;;;;;;;;Skien;1000;62500
21720006573000;172000;6573000;172250,015625000000000;6573250;;;;;;;;;Skien;1000;62500
21720006573250;172000;6573250;172250,015625000000000;6573500;;;;;;;;;Skien;1000;62500
21720006573500;172000;6573500;172250,015625000000000;6573750;;;;;;;;;Skien;1000;62500
21720006573750;172000;6573750;172250,015625000000000;6574000;;;;;;;;;Skien;1000;62500
21722506564250;172250;6564250;172500,015625000000000;6564500;;;;;;;;;Skien;1000;62500
21722506564500;172250;6564500;172500,015625000000000;6564750;;;;;;;;;Skien;1000;62500
21722506564750;172250;6564750;172500,015625000000000;6565000;;;;;;;;;Skien;1000;62500
21722506565000;172250;6565000;172500,015625000000000;6565250;;;;;;;;;Skien;1000;62500
21722506565250;172250;6565250;172500,015625000000000;6565500;;;;;;;;;Skien;1000;62500
21722506565500;172250;6565500;172500,015625000000000;6565750;;;;;;;;;Skien;1000;62500
21722506565750;172250;6565750;172500,015625000000000;6566000;;;;;;;;;Skien;1000;62500
21722506566000;172250;6566000;172500,015625000000000;6566250;;;;;;;;;Skien;1000;62500
21722506566250;172250;6566250;172500,015625000000000;6566500;;;;;;;;;Skien;1000;62500
21722506566500;172250;6566500;172500,015625000000000;6566750;;;;;;;;;Skien;1000;62500
21722506566750;172250;6566750;172500,015625000000000;6567000;;;;;;;;;Skien;1000;62500
21722506567000;172250;6567000;172500,015625000000000;6567250;;;;;;;;;Skien;1000;62500
21722506567250;172250;6567250;172500,015625000000000;6567500;;;;;;;;;Skien;1000;62500
21722506567500;172250;6567500;172500,015625000000000;6567750;;;;;;;;;Skien;1000;62500
21722506567750;172250;6567750;172500,015625000000000;6568000;;;;;;;;;Skien;1000;62500
21722506568000;172250;6568000;172500,015625000000000;6568250;;;;;;;;;Skien;1000;62500
21722506568250;172250;6568250;172500,015625000000000;6568500;;;;;;;;;Skien;1000;62500
21722506568500;172250;6568500;172500,015625000000000;6568750;;;;;;;;;Skien;1000;62500
21722506568750;172250;6568750;172500,015625000000000;6569000;;;;;;;;;Skien;1000;62500
21722506569000;172250;6569000;172500,015625000000000;6569250;;;;;;;;;Skien;1000;62500
21722506569250;172250;6569250;172500,015625000000000;6569500;;;;;;;;;Skien;1000;62500
21722506569500;172250;6569500;172500,015625000000000;6569750;;;;;;;;;Skien;1000;62500
21722506569750;172250;6569750;172500,015625000000000;6570000;;;;;;;;;Skien;1000;62500
21722506570000;172250;6570000;172500,015625000000000;6570250;;;;;;;;;Skien;1000;62500
21722506570250;172250;6570250;172500,015625000000000;6570500;;;;;;;;;Skien;1000;62500
21722506570500;172250;6570500;172500,015625000000000;6570750;;;;;;;;;Skien;1000;62500
21722506570750;172250;6570750;172500,015625000000000;6571000;;;;;;;;;Skien;1000;62500
21722506572750;172250;6572750;172500,015625000000000;6573000;;;;;;;;;Skien;1000;62500
21722506573000;172250;6573000;172500,015625000000000;6573250;;;;;;;;;Skien;1000;62500
21722506573250;172250;6573250;172500,015625000000000;6573500;;;;;;;;;Skien;1000;62500
21722506573500;172250;6573500;172500,015625000000000;6573750;;;;;;;;;Skien;1000;62500
21722506573750;172250;6573750;172500,015625000000000;6574000;;;;;;;;;Skien;1000;62500
21722506574000;172250;6574000;172500,015625000000000;6574250;;;;;;;;;Skien;1000;62500
21725006564000;172500;6564000;172750,015625000000000;6564250;;;;;;;;;Skien;1000;62500
21725006564250;172500;6564250;172750,015625000000000;6564500;;;;;;;;;Skien;1000;62500
21725006564500;172500;6564500;172750,015625000000000;6564750;;;;;;;;;Skien;1000;62500
21725006564750;172500;6564750;172750,015625000000000;6565000;;;;;;;;;Skien;1000;62500
21725006565000;172500;6565000;172750,015625000000000;6565250;;;;;;;;;Skien;1000;62500
21725006565250;172500;6565250;172750,015625000000000;6565500;;;;;;;;;Skien;1000;62500
21725006565500;172500;6565500;172750,015625000000000;6565750;;;;;;;;;Skien;1000;62500
21725006565750;172500;6565750;172750,015625000000000;6566000;;;;;;;;;Skien;1000;62500
21725006566000;172500;6566000;172750,015625000000000;6566250;;;;;;;;;Skien;1000;62500
21725006566250;172500;6566250;172750,015625000000000;6566500;;;;;;;;;Skien;1000;62500
21725006566500;172500;6566500;172750,015625000000000;6566750;;;;;;;;;Skien;1000;62500
21725006566750;172500;6566750;172750,015625000000000;6567000;;;;;;;;;Skien;1000;62500
21725006567000;172500;6567000;172750,015625000000000;6567250;;;;;;;;;Skien;1000;62500
21725006567250;172500;6567250;172750,015625000000000;6567500;;;;;;;;;Skien;1000;62500
21725006567500;172500;6567500;172750,015625000000000;6567750;;;;;;;;;Skien;1000;62500
21725006567750;172500;6567750;172750,015625000000000;6568000;;;;;;;;;Skien;1000;62500
21725006568000;172500;6568000;172750,015625000000000;6568250;;;;;;;;;Skien;1000;62500
21725006568250;172500;6568250;172750,015625000000000;6568500;;;;;;;;;Skien;1000;62500
21725006568500;172500;6568500;172750,015625000000000;6568750;;;;;;;;;Skien;1000;62500
21725006568750;172500;6568750;172750,015625000000000;6569000;;;;;;;;;Skien;1000;62500
21725006569000;172500;6569000;172750,015625000000000;6569250;;;;;;;;;Skien;1000;62500
21725006569250;172500;6569250;172750,015625000000000;6569500;;;;;;;;;Skien;1000;62500
21725006569500;172500;6569500;172750,015625000000000;6569750;;;;;;;;;Skien;1000;62500
21725006569750;172500;6569750;172750,015625000000000;6570000;;;;;;;;;Skien;1000;62500
21725006570000;172500;6570000;172750,015625000000000;6570250;;;;;;;;;Skien;1000;62500
21725006570250;172500;6570250;172750,015625000000000;6570500;;;;;;;;;Skien;1000;62500
21725006570500;172500;6570500;172750,015625000000000;6570750;;;;;;;;;Skien;1000;62500
21725006570750;172500;6570750;172750,015625000000000;6571000;;;;;;;;;Skien;1000;62500
21725006573000;172500;6573000;172750,015625000000000;6573250;;;;;;;;;Skien;1000;62500
21725006573250;172500;6573250;172750,015625000000000;6573500;;;;;;;;;Skien;1000;62500
21725006573500;172500;6573500;172750,015625000000000;6573750;;;;;;;;;Skien;1000;62500
21725006573750;172500;6573750;172750,015625000000000;6574000;;;;;;;;;Skien;1000;62500
21725006574000;172500;6574000;172750,015625000000000;6574250;;;;;;;;;Skien;1000;62500
21725006574250;172500;6574250;172750,015625000000000;6574500;;;;;;;;;Skien;1000;62500
21727506564000;172750;6564000;173000,015625000000000;6564250;;;;;;;;;Skien;1000;62500
21727506564250;172750;6564250;173000,015625000000000;6564500;;;;;;;;;Skien;1000;62500
21727506564500;172750;6564500;173000,015625000000000;6564750;;;;;;;;;Skien;1000;62500
21727506564750;172750;6564750;173000,015625000000000;6565000;;;;;;;;;Skien;1000;62500
21727506565000;172750;6565000;173000,015625000000000;6565250;;;;;;;;;Skien;1000;62500
21727506565250;172750;6565250;173000,015625000000000;6565500;;;;;;;;;Skien;1000;62500
21727506565500;172750;6565500;173000,015625000000000;6565750;;;;;;;;;Skien;1000;62500
21727506565750;172750;6565750;173000,015625000000000;6566000;;;;;;;;;Skien;1000;62500
21727506566000;172750;6566000;173000,015625000000000;6566250;;;;;;;;;Skien;1000;62500
21727506566250;172750;6566250;173000,015625000000000;6566500;;;;;;;;;Skien;1000;62500
21727506566500;172750;6566500;173000,015625000000000;6566750;;;;;;;;;Skien;1000;62500
21727506566750;172750;6566750;173000,015625000000000;6567000;;;;;;;;;Skien;1000;62500
21727506567000;172750;6567000;173000,015625000000000;6567250;;;;;;;;;Skien;1000;62500
21727506567250;172750;6567250;173000,015625000000000;6567500;;;;;;;;;Skien;1000;62500
21727506567500;172750;6567500;173000,015625000000000;6567750;;;;;;;;;Skien;1000;62500
21727506567750;172750;6567750;173000,015625000000000;6568000;;;;;;;;;Skien;1000;62500
21727506568000;172750;6568000;173000,015625000000000;6568250;;;;;;;;;Skien;1000;62500
21727506568250;172750;6568250;173000,015625000000000;6568500;;;;;;;;;Skien;1000;62500
21727506568500;172750;6568500;173000,015625000000000;6568750;;;;;;;;;Skien;1000;62500
21727506568750;172750;6568750;173000,015625000000000;6569000;;;;;;;;;Skien;1000;62500
21727506569000;172750;6569000;173000,015625000000000;6569250;;;;;;;;;Skien;1000;62500
21727506569250;172750;6569250;173000,015625000000000;6569500;;;;;;;;;Skien;1000;62500
21727506569500;172750;6569500;173000,015625000000000;6569750;;;;;;;;;Skien;1000;62500
21727506569750;172750;6569750;173000,015625000000000;6570000;;;;;;;;;Skien;1000;62500
21727506570000;172750;6570000;173000,015625000000000;6570250;;;;;;;;;Skien;1000;62500
21727506570250;172750;6570250;173000,015625000000000;6570500;;;;;;;;;Skien;1000;62500
21727506570500;172750;6570500;173000,015625000000000;6570750;;;;;;;;;Skien;1000;62500
21727506570750;172750;6570750;173000,015625000000000;6571000;;;;;;;;;Skien;1000;62500
21727506573000;172750;6573000;173000,015625000000000;6573250;;;;;;;;;Skien;1000;62500
21727506573250;172750;6573250;173000,015625000000000;6573500;;;;;;;;;Skien;1000;62500
21727506573500;172750;6573500;173000,015625000000000;6573750;;;;;;;;;Skien;1000;62500
21727506573750;172750;6573750;173000,015625000000000;6574000;;;;;;;;;Skien;1000;62500
21727506574000;172750;6574000;173000,015625000000000;6574250;;;;;;;;;Skien;1000;62500
21727506574250;172750;6574250;173000,015625000000000;6574500;;;;;;;;;Skien;1000;62500
21730006564000;173000;6564000;173250,015625000000000;6564250;;;;;;;;;Skien;1000;62500
21730006564250;173000;6564250;173250,015625000000000;6564500;;;;;;;;;Skien;1000;62500
21730006564500;173000;6564500;173250,015625000000000;6564750;;;;;;;;;Skien;1000;62500
21730006564750;173000;6564750;173250,015625000000000;6565000;;;;;;;;;Skien;1000;62500
21730006565000;173000;6565000;173250,015625000000000;6565250;;;;;;;;;Skien;1000;62500
21730006565250;173000;6565250;173250,015625000000000;6565500;;;;;;;;;Skien;1000;62500
21730006565500;173000;6565500;173250,015625000000000;6565750;;;;;;;;;Skien;1000;62500
21730006565750;173000;6565750;173250,015625000000000;6566000;;;;;;;;;Skien;1000;62500
21730006566000;173000;6566000;173250,015625000000000;6566250;;;;;;;;;Skien;1000;62500
21730006566250;173000;6566250;173250,015625000000000;6566500;;;;;;;;;Skien;1000;62500
21730006566500;173000;6566500;173250,015625000000000;6566750;;;;;;;;;Skien;1000;62500
21730006566750;173000;6566750;173250,015625000000000;6567000;;;;;;;;;Skien;1000;62500
21730006567000;173000;6567000;173250,015625000000000;6567250;;;;;;;;;Skien;1000;62500
21730006567250;173000;6567250;173250,015625000000000;6567500;;;;;;;;;Skien;1000;62500
21730006567500;173000;6567500;173250,015625000000000;6567750;;;;;;;;;Skien;1000;62500
21730006567750;173000;6567750;173250,015625000000000;6568000;;;;;;;;;Skien;1000;62500
21730006568000;173000;6568000;173250,015625000000000;6568250;;;;;;;;;Skien;1000;62500
21730006568250;173000;6568250;173250,015625000000000;6568500;;;;;;;;;Skien;1000;62500
21730006568500;173000;6568500;173250,015625000000000;6568750;;;;;;;;;Skien;1000;62500
21730006568750;173000;6568750;173250,015625000000000;6569000;;;;;;;;;Skien;1000;62500
21730006569000;173000;6569000;173250,015625000000000;6569250;;;;;;;;;Skien;1000;62500
21730006569250;173000;6569250;173250,015625000000000;6569500;;;;;;;;;Skien;1000;62500
21730006569500;173000;6569500;173250,015625000000000;6569750;;;;;;;;;Skien;1000;62500
21730006569750;173000;6569750;173250,015625000000000;6570000;;;;;;;;;Skien;1000;62500
21730006570000;173000;6570000;173250,015625000000000;6570250;;;;;;;;;Skien;1000;62500
21730006570250;173000;6570250;173250,015625000000000;6570500;;;;;;;;;Skien;1000;62500
21730006570500;173000;6570500;173250,015625000000000;6570750;;;;;;;;;Skien;1000;62500
21730006570750;173000;6570750;173250,015625000000000;6571000;;;;;;;;;Skien;1000;62500
21730006573000;173000;6573000;173250,015625000000000;6573250;;;;;;;;;Skien;1000;62500
21730006573250;173000;6573250;173250,015625000000000;6573500;;;;;;;;;Skien;1000;62500
21730006573500;173000;6573500;173250,015625000000000;6573750;;;;;;;;;Skien;1000;62500
21730006573750;173000;6573750;173250,015625000000000;6574000;;;;;;;;;Skien;1000;62500
21730006574000;173000;6574000;173250,015625000000000;6574250;;;;;;;;;Skien;1000;62500
21730006574250;173000;6574250;173250,015625000000000;6574500;;;;;;;;;Skien;1000;62500
21730006574500;173000;6574500;173250,015625000000000;6574750;;;;;;;;;Skien;1000;62500
21730006578000;173000;6578000;173250,015625000000000;6578250;;;;;;;;;Skien;1000;62500
21730006578250;173000;6578250;173250,015625000000000;6578500;;;;;;;;;Skien;1000;62500
21732506564000;173250;6564000;173500,015625000000000;6564250;;;;;;;;;Skien;1000;62500
21732506564250;173250;6564250;173500,015625000000000;6564500;;;;;;;;;Skien;1000;62500
21732506564500;173250;6564500;173500,015625000000000;6564750;;;;;;;;;Skien;1000;62500
21732506564750;173250;6564750;173500,015625000000000;6565000;;;;;;;;;Skien;1000;62500
21732506565000;173250;6565000;173500,015625000000000;6565250;;;;;;;;;Skien;1000;62500
21732506565250;173250;6565250;173500,015625000000000;6565500;;;;;;;;;Skien;1000;62500
21732506565500;173250;6565500;173500,015625000000000;6565750;;;;;;;;;Skien;1000;62500
21732506565750;173250;6565750;173500,015625000000000;6566000;;;;;;;;;Skien;1000;62500
21732506566000;173250;6566000;173500,015625000000000;6566250;;;;;;;;;Skien;1000;62500
21732506566250;173250;6566250;173500,015625000000000;6566500;;;;;;;;;Skien;1000;62500
21732506566500;173250;6566500;173500,015625000000000;6566750;;;;;;;;;Skien;1000;62500
21732506566750;173250;6566750;173500,015625000000000;6567000;;;;;;;;;Skien;1000;62500
21732506567000;173250;6567000;173500,015625000000000;6567250;;;;;;;;;Skien;1000;62500
21732506567250;173250;6567250;173500,015625000000000;6567500;;;;;;;;;Skien;1000;62500
21732506567500;173250;6567500;173500,015625000000000;6567750;;;;;;;;;Skien;1000;62500
21732506567750;173250;6567750;173500,015625000000000;6568000;;;;;;;;;Skien;1000;62500
21732506568000;173250;6568000;173500,015625000000000;6568250;;;;;;;;;Skien;1000;62500
21732506568250;173250;6568250;173500,015625000000000;6568500;;;;;;;;;Skien;1000;62500
21732506568500;173250;6568500;173500,015625000000000;6568750;;;;;;;;;Skien;1000;62500
21732506568750;173250;6568750;173500,015625000000000;6569000;;;;;;;;;Skien;1000;62500
21732506569000;173250;6569000;173500,015625000000000;6569250;;;;;;;;;Skien;1000;62500
