ssbid;geometry_b;geometry_1;geometry_2;geometry_3;SSB_sentrum2019_intersect;SSB_sentrum2019_centroid;SSB_sentrum2024_intersect;SSB_sentrum2024_centroid;Hovedsentrum2019_intersect;Hovedsentrum2019_centroid;Hovedsentrum2024_intersect;Hovedsentrum2024_centroid;Kommune;Shape_Length;Shape_Area
21852506580250;185250;6580250;185500,015625000000000;6580500;;;;;;;;;Skien;1000;62500
21852506580500;185250;6580500;185500,015625000000000;6580750;;;;;;;;;Skien;1000;62500
21852506580750;185250;6580750;185500,015625000000000;6581000;;;;;;;;;Skien;1000;62500
21852506581000;185250;6581000;185500,015625000000000;6581250;;;;;;;;;Skien;1000;62500
21852506581250;185250;6581250;185500,015625000000000;6581500;;;;;;;;;Skien;1000;62500
21852506581500;185250;6581500;185500,015625000000000;6581750;;;;;;;;;Skien;1000;62500
21852506581750;185250;6581750;185500,015625000000000;6582000;;;;;;;;;Skien;1000;62500
21852506582000;185250;6582000;185500,015625000000000;6582250;;;;;;;;;Skien;1000;62500
21852506582250;185250;6582250;185500,015625000000000;6582500;;;;;;;;;Skien;1000;62500
21852506582500;185250;6582500;185500,015625000000000;6582750;;;;;;;;;Skien;1000;62500
21852506582750;185250;6582750;185500,015625000000000;6583000;;;;;;;;;Skien;1000;62500
21852506583000;185250;6583000;185500,015625000000000;6583250;;;;;;;;;Skien;1000;62500
21852506583250;185250;6583250;185500,015625000000000;6583500;;;;;;;;;Skien;1000;62500
21852506583500;185250;6583500;185500,015625000000000;6583750;;;;;;;;;Skien;1000;62500
21852506583750;185250;6583750;185500,015625000000000;6584000;;;;;;;;;Skien;1000;62500
21852506584000;185250;6584000;185500,015625000000000;6584250;;;;;;;;;Skien;1000;62500
21852506584250;185250;6584250;185500,015625000000000;6584500;;;;;;;;;Skien;1000;62500
21852506584500;185250;6584500;185500,015625000000000;6584750;;;;;;;;;Skien;1000;62500
21852506584750;185250;6584750;185500,015625000000000;6585000;;;;;;;;;Skien;1000;62500
21852506585000;185250;6585000;185500,015625000000000;6585250;;;;;;;;;Skien;1000;62500
21852506585250;185250;6585250;185500,015625000000000;6585500;;;;;;;;;Skien;1000;62500
21852506585500;185250;6585500;185500,015625000000000;6585750;;;;;;;;;Skien;1000;62500
21852506585750;185250;6585750;185500,015625000000000;6586000;;;;;;;;;Skien;1000;62500
21852506586000;185250;6586000;185500,015625000000000;6586250;;;;;;;;;Skien;1000;62500
21852506586250;185250;6586250;185500,015625000000000;6586500;;;;;;;;;Skien;1000;62500
21852506586500;185250;6586500;185500,015625000000000;6586750;;;;;;;;;Skien;1000;62500
21852506586750;185250;6586750;185500,015625000000000;6587000;;;;;;;;;Skien;1000;62500
21852506587000;185250;6587000;185500,015625000000000;6587250;;;;;;;;;Skien;1000;62500
21852506587250;185250;6587250;185500,015625000000000;6587500;;;;;;;;;Skien;1000;62500
21852506587500;185250;6587500;185500,015625000000000;6587750;;;;;;;;;Skien;1000;62500
21852506587750;185250;6587750;185500,015625000000000;6588000;;;;;;;;;Skien;1000;62500
21852506588000;185250;6588000;185500,015625000000000;6588250;;;;;;;;;Skien;1000;62500
21852506588250;185250;6588250;185500,015625000000000;6588500;;;;;;;;;Skien;1000;62500
21852506588500;185250;6588500;185500,015625000000000;6588750;;;;;;;;;Skien;1000;62500
21852506588750;185250;6588750;185500,015625000000000;6589000;;;;;;;;;Skien;1000;62500
21852506589000;185250;6589000;185500,015625000000000;6589250;;;;;;;;;Skien;1000;62500
21852506589250;185250;6589250;185500,015625000000000;6589500;;;;;;;;;Skien;1000;62500
21852506589500;185250;6589500;185500,015625000000000;6589750;;;;;;;;;Skien;1000;62500
21852506589750;185250;6589750;185500,015625000000000;6590000;;;;;;;;;Skien;1000;62500
21852506590000;185250;6590000;185500,015625000000000;6590250;;;;;;;;;Skien;1000;62500
21852506590250;185250;6590250;185500,015625000000000;6590500;;;;;;;;;Skien;1000;62500
21852506590500;185250;6590500;185500,015625000000000;6590750;;;;;;;;;Skien;1000;62500
21852506590750;185250;6590750;185500,015625000000000;6591000;;;;;;;;;Skien;1000;62500
21852506591000;185250;6591000;185500,015625000000000;6591250;;;;;;;;;Skien;1000;62500
21852506591250;185250;6591250;185500,015625000000000;6591500;;;;;;;;;Skien;1000;62500
21852506591500;185250;6591500;185500,015625000000000;6591750;;;;;;;;;Skien;1000;62500
21852506591750;185250;6591750;185500,015625000000000;6592000;;;;;;;;;Skien;1000;62500
21852506592000;185250;6592000;185500,015625000000000;6592250;;;;;;;;;Skien;1000;62500
21852506592250;185250;6592250;185500,015625000000000;6592500;;;;;;;;;Skien;1000;62500
21852506592500;185250;6592500;185500,015625000000000;6592750;;;;;;;;;Skien;1000;62500
21852506592750;185250;6592750;185500,015625000000000;6593000;;;;;;;;;Skien;1000;62500
21852506593000;185250;6593000;185500,015625000000000;6593250;;;;;;;;;Skien;1000;62500
21852506593250;185250;6593250;185500,015625000000000;6593500;;;;;;;;;Skien;1000;62500
21852506593500;185250;6593500;185500,015625000000000;6593750;;;;;;;;;Skien;1000;62500
21852506593750;185250;6593750;185500,015625000000000;6594000;;;;;;;;;Skien;1000;62500
21852506594000;185250;6594000;185500,015625000000000;6594250;;;;;;;;;Skien;1000;62500
21852506594250;185250;6594250;185500,015625000000000;6594500;;;;;;;;;Skien;1000;62500
21852506594500;185250;6594500;185500,015625000000000;6594750;;;;;;;;;Skien;1000;62500
21852506594750;185250;6594750;185500,015625000000000;6595000;;;;;;;;;Skien;1000;62500
21852506595000;185250;6595000;185500,015625000000000;6595250;;;;;;;;;Skien;1000;62500
21852506595250;185250;6595250;185500,015625000000000;6595500;;;;;;;;;Skien;1000;62500
21852506595500;185250;6595500;185500,015625000000000;6595750;;;;;;;;;Skien;1000;62500
21852506595750;185250;6595750;185500,015625000000000;6596000;;;;;;;;;Skien;1000;62500
21852506596000;185250;6596000;185500,015625000000000;6596250;;;;;;;;;Skien;1000;62500
21852506596250;185250;6596250;185500,015625000000000;6596500;;;;;;;;;Skien;1000;62500
21852506596500;185250;6596500;185500,015625000000000;6596750;;;;;;;;;Skien;1000;62500
21852506596750;185250;6596750;185500,015625000000000;6597000;;;;;;;;;Skien;1000;62500
21852506597000;185250;6597000;185500,015625000000000;6597250;;;;;;;;;Skien;1000;62500
21852506597250;185250;6597250;185500,015625000000000;6597500;;;;;;;;;Skien;1000;62500
21852506597500;185250;6597500;185500,015625000000000;6597750;;;;;;;;;Skien;1000;62500
21852506597750;185250;6597750;185500,015625000000000;6598000;;;;;;;;;Skien;1000;62500
21852506598000;185250;6598000;185500,015625000000000;6598250;;;;;;;;;Skien;1000;62500
21852506598250;185250;6598250;185500,015625000000000;6598500;;;;;;;;;Skien;1000;62500
21852506598500;185250;6598500;185500,015625000000000;6598750;;;;;;;;;Skien;1000;62500
21852506598750;185250;6598750;185500,015625000000000;6599000;;;;;;;;;Skien;1000;62500
21852506599000;185250;6599000;185500,015625000000000;6599250;;;;;;;;;Skien;1000;62500
21852506599250;185250;6599250;185500,015625000000000;6599500;;;;;;;;;Skien;1000;62500
21852506599500;185250;6599500;185500,015625000000000;6599750;;;;;;;;;Skien;1000;62500
21852506599750;185250;6599750;185500,015625000000000;6600000;;;;;;;;;Skien;1000;62500
21852506600000;185250;6600000;185500,015625000000000;6600250;;;;;;;;;Skien;1000;62500
21852506600250;185250;6600250;185500,015625000000000;6600500;;;;;;;;;Skien;1000;62500
21852506600500;185250;6600500;185500,015625000000000;6600750;;;;;;;;;Skien;1000;62500
21852506600750;185250;6600750;185500,015625000000000;6601000;;;;;;;;;Skien;1000;62500
21852506601000;185250;6601000;185500,015625000000000;6601250;;;;;;;;;Skien;1000;62500
21852506601250;185250;6601250;185500,015625000000000;6601500;;;;;;;;;Skien;1000;62500
21852506601500;185250;6601500;185500,015625000000000;6601750;;;;;;;;;Skien;1000;62500
21852506601750;185250;6601750;185500,015625000000000;6602000;;;;;;;;;Skien;1000;62500
21852506602000;185250;6602000;185500,015625000000000;6602250;;;;;;;;;Skien;1000;62500
21852506602250;185250;6602250;185500,015625000000000;6602500;;;;;;;;;Skien;1000;62500
21852506602500;185250;6602500;185500,015625000000000;6602750;;;;;;;;;Skien;1000;62500
21852506602750;185250;6602750;185500,015625000000000;6603000;;;;;;;;;Skien;1000;62500
21852506603000;185250;6603000;185500,015625000000000;6603250;;;;;;;;;Skien;1000;62500
21852506603250;185250;6603250;185500,015625000000000;6603500;;;;;;;;;Skien;1000;62500
21852506603500;185250;6603500;185500,015625000000000;6603750;;;;;;;;;Skien;1000;62500
21852506603750;185250;6603750;185500,015625000000000;6604000;;;;;;;;;Skien;1000;62500
21852506604000;185250;6604000;185500,015625000000000;6604250;;;;;;;;;Skien;1000;62500
21852506604250;185250;6604250;185500,015625000000000;6604500;;;;;;;;;Skien;1000;62500
21852506604500;185250;6604500;185500,015625000000000;6604750;;;;;;;;;Skien;1000;62500
21855006566000;185500;6566000;185750,015625000000000;6566250;;;;;;;;;Skien;1000;62500
21855006566250;185500;6566250;185750,015625000000000;6566500;;;;;;;;;Skien;1000;62500
21855006566500;185500;6566500;185750,015625000000000;6566750;;;;;;;;;Skien;1000;62500
21855006566750;185500;6566750;185750,015625000000000;6567000;;;;;;;;;Skien;1000;62500
21855006567000;185500;6567000;185750,015625000000000;6567250;;;;;;;;;Skien;1000;62500
21855006567250;185500;6567250;185750,015625000000000;6567500;;;;;;;;;Skien;1000;62500
21855006567500;185500;6567500;185750,015625000000000;6567750;;;;;;;;;Skien;1000;62500
21855006567750;185500;6567750;185750,015625000000000;6568000;;;;;;;;;Skien;1000;62500
21855006568000;185500;6568000;185750,015625000000000;6568250;;;;;;;;;Skien;1000;62500
21855006568250;185500;6568250;185750,015625000000000;6568500;;;;;;;;;Skien;1000;62500
21855006568500;185500;6568500;185750,015625000000000;6568750;;;;;;;;;Skien;1000;62500
21855006568750;185500;6568750;185750,015625000000000;6569000;;;;;;;;;Skien;1000;62500
21855006569000;185500;6569000;185750,015625000000000;6569250;;;;;;;;;Skien;1000;62500
21855006569250;185500;6569250;185750,015625000000000;6569500;;;;;;;;;Skien;1000;62500
21855006569500;185500;6569500;185750,015625000000000;6569750;;;;;;;;;Skien;1000;62500
21855006569750;185500;6569750;185750,015625000000000;6570000;;;;;;;;;Skien;1000;62500
21855006570000;185500;6570000;185750,015625000000000;6570250;;;;;;;;;Skien;1000;62500
21855006570250;185500;6570250;185750,015625000000000;6570500;;;;;;;;;Skien;1000;62500
21855006570500;185500;6570500;185750,015625000000000;6570750;;;;;;;;;Skien;1000;62500
21855006570750;185500;6570750;185750,015625000000000;6571000;;;;;;;;;Skien;1000;62500
21855006571000;185500;6571000;185750,015625000000000;6571250;;;;;;;;;Skien;1000;62500
21855006571250;185500;6571250;185750,015625000000000;6571500;;;;;;;;;Skien;1000;62500
21855006571500;185500;6571500;185750,015625000000000;6571750;;;;;;;;;Skien;1000;62500
21855006571750;185500;6571750;185750,015625000000000;6572000;;;;;;;;;Skien;1000;62500
21855006572000;185500;6572000;185750,015625000000000;6572250;;;;;;;;;Skien;1000;62500
21855006572250;185500;6572250;185750,015625000000000;6572500;;;;;;;;;Skien;1000;62500
21855006572500;185500;6572500;185750,015625000000000;6572750;;;;;;;;;Skien;1000;62500
21855006572750;185500;6572750;185750,015625000000000;6573000;;;;;;;;;Skien;1000;62500
21855006573000;185500;6573000;185750,015625000000000;6573250;;;;;;;;;Skien;1000;62500
21855006573250;185500;6573250;185750,015625000000000;6573500;;;;;;;;;Skien;1000;62500
21855006573500;185500;6573500;185750,015625000000000;6573750;;;;;;;;;Skien;1000;62500
21855006573750;185500;6573750;185750,015625000000000;6574000;;;;;;;;;Skien;1000;62500
21855006574000;185500;6574000;185750,015625000000000;6574250;;;;;;;;;Skien;1000;62500
21855006574250;185500;6574250;185750,015625000000000;6574500;;;;;;;;;Skien;1000;62500
21855006574500;185500;6574500;185750,015625000000000;6574750;;;;;;;;;Skien;1000;62500
21855006574750;185500;6574750;185750,015625000000000;6575000;;;;;;;;;Skien;1000;62500
21855006575000;185500;6575000;185750,015625000000000;6575250;;;;;;;;;Skien;1000;62500
21855006575250;185500;6575250;185750,015625000000000;6575500;;;;;;;;;Skien;1000;62500
21855006575500;185500;6575500;185750,015625000000000;6575750;;;;;;;;;Skien;1000;62500
21855006575750;185500;6575750;185750,015625000000000;6576000;;;;;;;;;Skien;1000;62500
21855006576000;185500;6576000;185750,015625000000000;6576250;;;;;;;;;Skien;1000;62500
21855006576250;185500;6576250;185750,015625000000000;6576500;;;;;;;;;Skien;1000;62500
21855006576500;185500;6576500;185750,015625000000000;6576750;;;;;;;;;Skien;1000;62500
21855006576750;185500;6576750;185750,015625000000000;6577000;;;;;;;;;Skien;1000;62500
21855006577000;185500;6577000;185750,015625000000000;6577250;;;;;;;;;Skien;1000;62500
21855006577250;185500;6577250;185750,015625000000000;6577500;;;;;;;;;Skien;1000;62500
21855006577500;185500;6577500;185750,015625000000000;6577750;;;;;;;;;Skien;1000;62500
21855006577750;185500;6577750;185750,015625000000000;6578000;;;;;;;;;Skien;1000;62500
21855006578000;185500;6578000;185750,015625000000000;6578250;;;;;;;;;Skien;1000;62500
21855006578250;185500;6578250;185750,015625000000000;6578500;;;;;;;;;Skien;1000;62500
21855006578500;185500;6578500;185750,015625000000000;6578750;;;;;;;;;Skien;1000;62500
21855006578750;185500;6578750;185750,015625000000000;6579000;;;;;;;;;Skien;1000;62500
21855006579000;185500;6579000;185750,015625000000000;6579250;;;;;;;;;Skien;1000;62500
21855006579250;185500;6579250;185750,015625000000000;6579500;;;;;;;;;Skien;1000;62500
21855006579500;185500;6579500;185750,015625000000000;6579750;;;;;;;;;Skien;1000;62500
21855006579750;185500;6579750;185750,015625000000000;6580000;;;;;;;;;Skien;1000;62500
21855006580000;185500;6580000;185750,015625000000000;6580250;;;;;;;;;Skien;1000;62500
21855006580250;185500;6580250;185750,015625000000000;6580500;;;;;;;;;Skien;1000;62500
21855006580500;185500;6580500;185750,015625000000000;6580750;;;;;;;;;Skien;1000;62500
21855006580750;185500;6580750;185750,015625000000000;6581000;;;;;;;;;Skien;1000;62500
21855006581000;185500;6581000;185750,015625000000000;6581250;;;;;;;;;Skien;1000;62500
21855006581250;185500;6581250;185750,015625000000000;6581500;;;;;;;;;Skien;1000;62500
21855006581500;185500;6581500;185750,015625000000000;6581750;;;;;;;;;Skien;1000;62500
21855006581750;185500;6581750;185750,015625000000000;6582000;;;;;;;;;Skien;1000;62500
21855006582000;185500;6582000;185750,015625000000000;6582250;;;;;;;;;Skien;1000;62500
21855006582250;185500;6582250;185750,015625000000000;6582500;;;;;;;;;Skien;1000;62500
21855006582500;185500;6582500;185750,015625000000000;6582750;;;;;;;;;Skien;1000;62500
21855006582750;185500;6582750;185750,015625000000000;6583000;;;;;;;;;Skien;1000;62500
21855006583000;185500;6583000;185750,015625000000000;6583250;;;;;;;;;Skien;1000;62500
21855006583250;185500;6583250;185750,015625000000000;6583500;;;;;;;;;Skien;1000;62500
21855006583500;185500;6583500;185750,015625000000000;6583750;;;;;;;;;Skien;1000;62500
21855006583750;185500;6583750;185750,015625000000000;6584000;;;;;;;;;Skien;1000;62500
21855006584000;185500;6584000;185750,015625000000000;6584250;;;;;;;;;Skien;1000;62500
21855006584250;185500;6584250;185750,015625000000000;6584500;;;;;;;;;Skien;1000;62500
21855006584500;185500;6584500;185750,015625000000000;6584750;;;;;;;;;Skien;1000;62500
21855006584750;185500;6584750;185750,015625000000000;6585000;;;;;;;;;Skien;1000;62500
21855006585000;185500;6585000;185750,015625000000000;6585250;;;;;;;;;Skien;1000;62500
21855006585250;185500;6585250;185750,015625000000000;6585500;;;;;;;;;Skien;1000;62500
21855006585500;185500;6585500;185750,015625000000000;6585750;;;;;;;;;Skien;1000;62500
21855006585750;185500;6585750;185750,015625000000000;6586000;;;;;;;;;Skien;1000;62500
21855006586000;185500;6586000;185750,015625000000000;6586250;;;;;;;;;Skien;1000;62500
21855006586250;185500;6586250;185750,015625000000000;6586500;;;;;;;;;Skien;1000;62500
21855006586500;185500;6586500;185750,015625000000000;6586750;;;;;;;;;Skien;1000;62500
21855006586750;185500;6586750;185750,015625000000000;6587000;;;;;;;;;Skien;1000;62500
21855006587000;185500;6587000;185750,015625000000000;6587250;;;;;;;;;Skien;1000;62500
21855006587250;185500;6587250;185750,015625000000000;6587500;;;;;;;;;Skien;1000;62500
21855006587500;185500;6587500;185750,015625000000000;6587750;;;;;;;;;Skien;1000;62500
21855006587750;185500;6587750;185750,015625000000000;6588000;;;;;;;;;Skien;1000;62500
21855006588000;185500;6588000;185750,015625000000000;6588250;;;;;;;;;Skien;1000;62500
21855006588250;185500;6588250;185750,015625000000000;6588500;;;;;;;;;Skien;1000;62500
21855006588500;185500;6588500;185750,015625000000000;6588750;;;;;;;;;Skien;1000;62500
21855006588750;185500;6588750;185750,015625000000000;6589000;;;;;;;;;Skien;1000;62500
21855006589000;185500;6589000;185750,015625000000000;6589250;;;;;;;;;Skien;1000;62500
21855006589250;185500;6589250;185750,015625000000000;6589500;;;;;;;;;Skien;1000;62500
21855006589500;185500;6589500;185750,015625000000000;6589750;;;;;;;;;Skien;1000;62500
21855006589750;185500;6589750;185750,015625000000000;6590000;;;;;;;;;Skien;1000;62500
21855006590000;185500;6590000;185750,015625000000000;6590250;;;;;;;;;Skien;1000;62500
21855006590250;185500;6590250;185750,015625000000000;6590500;;;;;;;;;Skien;1000;62500
21855006590500;185500;6590500;185750,015625000000000;6590750;;;;;;;;;Skien;1000;62500
21855006590750;185500;6590750;185750,015625000000000;6591000;;;;;;;;;Skien;1000;62500
21855006591000;185500;6591000;185750,015625000000000;6591250;;;;;;;;;Skien;1000;62500
21855006591250;185500;6591250;185750,015625000000000;6591500;;;;;;;;;Skien;1000;62500
21855006591500;185500;6591500;185750,015625000000000;6591750;;;;;;;;;Skien;1000;62500
21855006591750;185500;6591750;185750,015625000000000;6592000;;;;;;;;;Skien;1000;62500
21855006592000;185500;6592000;185750,015625000000000;6592250;;;;;;;;;Skien;1000;62500
21855006592250;185500;6592250;185750,015625000000000;6592500;;;;;;;;;Skien;1000;62500
21855006592500;185500;6592500;185750,015625000000000;6592750;;;;;;;;;Skien;1000;62500
21855006592750;185500;6592750;185750,015625000000000;6593000;;;;;;;;;Skien;1000;62500
21855006593000;185500;6593000;185750,015625000000000;6593250;;;;;;;;;Skien;1000;62500
21855006593250;185500;6593250;185750,015625000000000;6593500;;;;;;;;;Skien;1000;62500
21855006593500;185500;6593500;185750,015625000000000;6593750;;;;;;;;;Skien;1000;62500
21855006593750;185500;6593750;185750,015625000000000;6594000;;;;;;;;;Skien;1000;62500
21855006594000;185500;6594000;185750,015625000000000;6594250;;;;;;;;;Skien;1000;62500
21855006594250;185500;6594250;185750,015625000000000;6594500;;;;;;;;;Skien;1000;62500
21855006594500;185500;6594500;185750,015625000000000;6594750;;;;;;;;;Skien;1000;62500
21855006594750;185500;6594750;185750,015625000000000;6595000;;;;;;;;;Skien;1000;62500
21855006595000;185500;6595000;185750,015625000000000;6595250;;;;;;;;;Skien;1000;62500
21855006595250;185500;6595250;185750,015625000000000;6595500;;;;;;;;;Skien;1000;62500
21855006595500;185500;6595500;185750,015625000000000;6595750;;;;;;;;;Skien;1000;62500
21855006595750;185500;6595750;185750,015625000000000;6596000;;;;;;;;;Skien;1000;62500
21855006596000;185500;6596000;185750,015625000000000;6596250;;;;;;;;;Skien;1000;62500
21855006596250;185500;6596250;185750,015625000000000;6596500;;;;;;;;;Skien;1000;62500
21855006596500;185500;6596500;185750,015625000000000;6596750;;;;;;;;;Skien;1000;62500
21855006596750;185500;6596750;185750,015625000000000;6597000;;;;;;;;;Skien;1000;62500
21855006597000;185500;6597000;185750,015625000000000;6597250;;;;;;;;;Skien;1000;62500
21855006597250;185500;6597250;185750,015625000000000;6597500;;;;;;;;;Skien;1000;62500
21855006597500;185500;6597500;185750,015625000000000;6597750;;;;;;;;;Skien;1000;62500
21855006597750;185500;6597750;185750,015625000000000;6598000;;;;;;;;;Skien;1000;62500
21855006598000;185500;6598000;185750,015625000000000;6598250;;;;;;;;;Skien;1000;62500
21855006598250;185500;6598250;185750,015625000000000;6598500;;;;;;;;;Skien;1000;62500
21855006598500;185500;6598500;185750,015625000000000;6598750;;;;;;;;;Skien;1000;62500
21855006598750;185500;6598750;185750,015625000000000;6599000;;;;;;;;;Skien;1000;62500
21855006599000;185500;6599000;185750,015625000000000;6599250;;;;;;;;;Skien;1000;62500
21855006599250;185500;6599250;185750,015625000000000;6599500;;;;;;;;;Skien;1000;62500
21855006599500;185500;6599500;185750,015625000000000;6599750;;;;;;;;;Skien;1000;62500
21855006599750;185500;6599750;185750,015625000000000;6600000;;;;;;;;;Skien;1000;62500
21855006600000;185500;6600000;185750,015625000000000;6600250;;;;;;;;;Skien;1000;62500
21855006600250;185500;6600250;185750,015625000000000;6600500;;;;;;;;;Skien;1000;62500
21855006600500;185500;6600500;185750,015625000000000;6600750;;;;;;;;;Skien;1000;62500
21855006600750;185500;6600750;185750,015625000000000;6601000;;;;;;;;;Skien;1000;62500
21855006601000;185500;6601000;185750,015625000000000;6601250;;;;;;;;;Skien;1000;62500
21855006601250;185500;6601250;185750,015625000000000;6601500;;;;;;;;;Skien;1000;62500
21855006601500;185500;6601500;185750,015625000000000;6601750;;;;;;;;;Skien;1000;62500
21855006601750;185500;6601750;185750,015625000000000;6602000;;;;;;;;;Skien;1000;62500
21855006602000;185500;6602000;185750,015625000000000;6602250;;;;;;;;;Skien;1000;62500
21855006602250;185500;6602250;185750,015625000000000;6602500;;;;;;;;;Skien;1000;62500
21855006602500;185500;6602500;185750,015625000000000;6602750;;;;;;;;;Skien;1000;62500
21855006602750;185500;6602750;185750,015625000000000;6603000;;;;;;;;;Skien;1000;62500
21855006603000;185500;6603000;185750,015625000000000;6603250;;;;;;;;;Skien;1000;62500
21855006603250;185500;6603250;185750,015625000000000;6603500;;;;;;;;;Skien;1000;62500
21855006603500;185500;6603500;185750,015625000000000;6603750;;;;;;;;;Skien;1000;62500
21855006603750;185500;6603750;185750,015625000000000;6604000;;;;;;;;;Skien;1000;62500
21855006604000;185500;6604000;185750,015625000000000;6604250;;;;;;;;;Skien;1000;62500
21855006604250;185500;6604250;185750,015625000000000;6604500;;;;;;;;;Skien;1000;62500
21855006604500;185500;6604500;185750,015625000000000;6604750;;;;;;;;;Skien;1000;62500
21855006604750;185500;6604750;185750,015625000000000;6605000;;;;;;;;;Skien;1000;62500
21857506566250;185750;6566250;186000,015625000000000;6566500;;;;;;;;;Skien;1000;62500
21857506566500;185750;6566500;186000,015625000000000;6566750;;;;;;;;;Skien;1000;62500
21857506566750;185750;6566750;186000,015625000000000;6567000;;;;;;;;;Skien;1000;62500
21857506567000;185750;6567000;186000,015625000000000;6567250;;;;;;;;;Skien;1000;62500
21857506567250;185750;6567250;186000,015625000000000;6567500;;;;;;;;;Skien;1000;62500
21857506567500;185750;6567500;186000,015625000000000;6567750;;;;;;;;;Skien;1000;62500
21857506567750;185750;6567750;186000,015625000000000;6568000;;;;;;;;;Skien;1000;62500
21857506568000;185750;6568000;186000,015625000000000;6568250;;;;;;;;;Skien;1000;62500
21857506568250;185750;6568250;186000,015625000000000;6568500;;;;;;;;;Skien;1000;62500
21857506568500;185750;6568500;186000,015625000000000;6568750;;;;;;;;;Skien;1000;62500
21857506568750;185750;6568750;186000,015625000000000;6569000;;;;;;;;;Skien;1000;62500
21857506569000;185750;6569000;186000,015625000000000;6569250;;;;;;;;;Skien;1000;62500
21857506569250;185750;6569250;186000,015625000000000;6569500;;;;;;;;;Skien;1000;62500
21857506569500;185750;6569500;186000,015625000000000;6569750;;;;;;;;;Skien;1000;62500
21857506569750;185750;6569750;186000,015625000000000;6570000;;;;;;;;;Skien;1000;62500
21857506570000;185750;6570000;186000,015625000000000;6570250;;;;;;;;;Skien;1000;62500
21857506570250;185750;6570250;186000,015625000000000;6570500;;;;;;;;;Skien;1000;62500
21857506570500;185750;6570500;186000,015625000000000;6570750;;;;;;;;;Skien;1000;62500
21857506570750;185750;6570750;186000,015625000000000;6571000;;;;;;;;;Skien;1000;62500
21857506571000;185750;6571000;186000,015625000000000;6571250;;;;;;;;;Skien;1000;62500
21857506571250;185750;6571250;186000,015625000000000;6571500;;;;;;;;;Skien;1000;62500
21857506571500;185750;6571500;186000,015625000000000;6571750;;;;;;;;;Skien;1000;62500
21857506571750;185750;6571750;186000,015625000000000;6572000;;;;;;;;;Skien;1000;62500
21857506572000;185750;6572000;186000,015625000000000;6572250;;;;;;;;;Skien;1000;62500
21857506572250;185750;6572250;186000,015625000000000;6572500;;;;;;;;;Skien;1000;62500
21857506572500;185750;6572500;186000,015625000000000;6572750;;;;;;;;;Skien;1000;62500
21857506572750;185750;6572750;186000,015625000000000;6573000;;;;;;;;;Skien;1000;62500
21857506573000;185750;6573000;186000,015625000000000;6573250;;;;;;;;;Skien;1000;62500
21857506573250;185750;6573250;186000,015625000000000;6573500;;;;;;;;;Skien;1000;62500
21857506573500;185750;6573500;186000,015625000000000;6573750;;;;;;;;;Skien;1000;62500
21857506573750;185750;6573750;186000,015625000000000;6574000;;;;;;;;;Skien;1000;62500
21857506574000;185750;6574000;186000,015625000000000;6574250;;;;;;;;;Skien;1000;62500
21857506574250;185750;6574250;186000,015625000000000;6574500;;;;;;;;;Skien;1000;62500
21857506574500;185750;6574500;186000,015625000000000;6574750;;;;;;;;;Skien;1000;62500
21857506574750;185750;6574750;186000,015625000000000;6575000;;;;;;;;;Skien;1000;62500
21857506575000;185750;6575000;186000,015625000000000;6575250;;;;;;;;;Skien;1000;62500
21857506575250;185750;6575250;186000,015625000000000;6575500;;;;;;;;;Skien;1000;62500
21857506575500;185750;6575500;186000,015625000000000;6575750;;;;;;;;;Skien;1000;62500
21857506575750;185750;6575750;186000,015625000000000;6576000;;;;;;;;;Skien;1000;62500
21857506576000;185750;6576000;186000,015625000000000;6576250;;;;;;;;;Skien;1000;62500
21857506576250;185750;6576250;186000,015625000000000;6576500;;;;;;;;;Skien;1000;62500
21857506576500;185750;6576500;186000,015625000000000;6576750;;;;;;;;;Skien;1000;62500
21857506576750;185750;6576750;186000,015625000000000;6577000;;;;;;;;;Skien;1000;62500
21857506577000;185750;6577000;186000,015625000000000;6577250;;;;;;;;;Skien;1000;62500
21857506577250;185750;6577250;186000,015625000000000;6577500;;;;;;;;;Skien;1000;62500
21857506577500;185750;6577500;186000,015625000000000;6577750;;;;;;;;;Skien;1000;62500
21857506577750;185750;6577750;186000,015625000000000;6578000;;;;;;;;;Skien;1000;62500
21857506578000;185750;6578000;186000,015625000000000;6578250;;;;;;;;;Skien;1000;62500
21857506578250;185750;6578250;186000,015625000000000;6578500;;;;;;;;;Skien;1000;62500
21857506578500;185750;6578500;186000,015625000000000;6578750;;;;;;;;;Skien;1000;62500
21857506578750;185750;6578750;186000,015625000000000;6579000;;;;;;;;;Skien;1000;62500
21857506579000;185750;6579000;186000,015625000000000;6579250;;;;;;;;;Skien;1000;62500
21857506579250;185750;6579250;186000,015625000000000;6579500;;;;;;;;;Skien;1000;62500
21857506579500;185750;6579500;186000,015625000000000;6579750;;;;;;;;;Skien;1000;62500
21857506579750;185750;6579750;186000,015625000000000;6580000;;;;;;;;;Skien;1000;62500
21857506580000;185750;6580000;186000,015625000000000;6580250;;;;;;;;;Skien;1000;62500
21857506580250;185750;6580250;186000,015625000000000;6580500;;;;;;;;;Skien;1000;62500
21857506580500;185750;6580500;186000,015625000000000;6580750;;;;;;;;;Skien;1000;62500
21857506580750;185750;6580750;186000,015625000000000;6581000;;;;;;;;;Skien;1000;62500
21857506581000;185750;6581000;186000,015625000000000;6581250;;;;;;;;;Skien;1000;62500
