Kommune,Andel,Label
Porsgrunn,0.1446,Porsgrunn
Skien,0.1375,Skien
Notodden,0.145,Notodden
Siljan,0.1498,Siljan
Bamble,0.16,Bamble
Kragerø,0.136,Kragerø
Drangedal,0.1251,Drangedal
Nome,0.1045,Nome
Midt-Telemark,0.1294,Midt-Telemark
Tinn,0.1282,Tinn
Hjartdal,0.1193,Hjartdal
Seljord,0.1431,Seljord
Kviteseid,0.0975,Kviteseid
Nissedal,0.1733,Nissedal
Fyresdal,0.1211,Fyresdal
Tokke,0.1221,Tokke
Vinje,0.1276,Vinje
