Kommune,Andel,Label
Porsgrunn,73,Porsgrunn
Skien,59,Skien
Notodden,45,Notodden
Siljan,44,Siljan
Bamble,58,Bamble
Kragerø,42,Kragerø
Drangedal,22,Drangedal
Nome,20,Nome
Midt-Telemark,47,Midt-Telemark
Tinn,22,Tinn
Hjartdal,23,Hjartdal
Seljord,30,Seljord
Kviteseid,16,Kviteseid
Nissedal,46,Nissedal
Fyresdal,51,Fyresdal
Tokke,37,Tokke
Vinje,37,Vinje
