Kommune,Andel,Label
Porsgrunn,87,Porsgrunn
Skien,86,Skien
Notodden,85,Notodden
Siljan,85,Siljan
Bamble,86,Bamble
Kragerø,87,Kragerø
Drangedal,86,Drangedal
Nome,85,Nome
Midt-Telemark,86,Midt-Telemark
Tinn,84,Tinn
Hjartdal,83,Hjartdal
Seljord,86,Seljord
Kviteseid,87,Kviteseid
Nissedal,88,Nissedal
Fyresdal,90,Fyresdal
Tokke,88,Tokke
Vinje,87,Vinje
