Kommune,Andel,Label
Porsgrunn,41,Porsgrunn
Skien,41,Skien
Notodden,45,Notodden
Siljan,41,Siljan
Bamble,40,Bamble
Kragerø,40,Kragerø
Drangedal,42,Drangedal
Nome,40,Nome
Midt-Telemark,40,Midt-Telemark
Tinn,46,Tinn
Hjartdal,40,Hjartdal
Seljord,39,Seljord
Kviteseid,38,Kviteseid
Nissedal,41,Nissedal
Fyresdal,34,Fyresdal
Tokke,37,Tokke
Vinje,41,Vinje
