Kommune,Andel,Label
Porsgrunn,27,Porsgrunn
Skien,24,Skien
Notodden,26,Notodden
Siljan,23,Siljan
Bamble,24,Bamble
Kragerø,25,Kragerø
Drangedal,22,Drangedal
Nome,23,Nome
Midt-Telemark,21,Midt-Telemark
Tinn,27,Tinn
Hjartdal,19,Hjartdal
Seljord,22,Seljord
Kviteseid,22,Kviteseid
Nissedal,23,Nissedal
Fyresdal,23,Fyresdal
Tokke,25,Tokke
Vinje,26,Vinje
