Kommune,Andel,Label
Porsgrunn,9,Porsgrunn
Skien,10,Skien
Notodden,10,Notodden
Siljan,10,Siljan
Bamble,9,Bamble
Kragerø,9,Kragerø
Drangedal,12,Drangedal
Nome,15,Nome
Midt-Telemark,10,Midt-Telemark
Tinn,9,Tinn
Hjartdal,11,Hjartdal
Seljord,10,Seljord
Kviteseid,12,Kviteseid
Nissedal,14,Nissedal
Fyresdal,11,Fyresdal
Tokke,10,Tokke
Vinje,9,Vinje
