Kommune,Andel,Label
Porsgrunn,0.2448,Porsgrunn
Skien,0.2209,Skien
Notodden,0.1895,Notodden
Siljan,0.1693,Siljan
Bamble,0.2034,Bamble
Kragerø,0.2473,Kragerø
Drangedal,0.1538,Drangedal
Nome,0.1493,Nome
Midt-Telemark,0.1839,Midt-Telemark
Tinn,0.188,Tinn
Hjartdal,0.1368,Hjartdal
Seljord,0.2146,Seljord
Kviteseid,0.1606,Kviteseid
Nissedal,0.1467,Nissedal
Fyresdal,0.1549,Fyresdal
Tokke,0.1546,Tokke
Vinje,0.208,Vinje
