Kommune,Andel,Label
Porsgrunn,0.9661,Porsgrunn
Skien,0.958,Skien
Notodden,0.9696,Notodden
Siljan,0.9728,Siljan
Bamble,0.9726,Bamble
Kragerø,0.9845,Kragerø
Drangedal,0.9666,Drangedal
Nome,0.9826,Nome
Midt-Telemark,0.985,Midt-Telemark
Tinn,0.9872,Tinn
Hjartdal,0.9719,Hjartdal
Seljord,0.9736,Seljord
Kviteseid,0.9765,Kviteseid
Nissedal,0.9833,Nissedal
Fyresdal,0.9859,Fyresdal
Tokke,0.9828,Tokke
Vinje,0.9839,Vinje
