Kommune,Andel,Label
Porsgrunn,13,Porsgrunn
Skien,13,Skien
Notodden,13,Notodden
Siljan,12,Siljan
Bamble,12,Bamble
Kragerø,11,Kragerø
Drangedal,13,Drangedal
Nome,11,Nome
Midt-Telemark,12,Midt-Telemark
Tinn,12,Tinn
Hjartdal,9,Hjartdal
Seljord,10,Seljord
Kviteseid,10,Kviteseid
Nissedal,13,Nissedal
Fyresdal,12,Fyresdal
Tokke,13,Tokke
Vinje,12,Vinje
