Kommune,Andel,Label
Porsgrunn,49,Porsgrunn
Skien,48,Skien
Notodden,45,Notodden
Siljan,35,Siljan
Bamble,42,Bamble
Kragerø,53,Kragerø
Drangedal,37,Drangedal
Nome,42,Nome
Midt-Telemark,47,Midt-Telemark
Tinn,42,Tinn
Hjartdal,34,Hjartdal
Seljord,41,Seljord
Kviteseid,39,Kviteseid
Nissedal,41,Nissedal
Fyresdal,41,Fyresdal
Tokke,39,Tokke
Vinje,37,Vinje
