Kommune,Andel,Label
Porsgrunn,0.8047,Porsgrunn
Skien,0.8001,Skien
Notodden,0.7778,Notodden
Siljan,0.8268,Siljan
Bamble,0.7691,Bamble
Kragerø,0.8037,Kragerø
Drangedal,0.77,Drangedal
Nome,0.796,Nome
Midt-Telemark,0.8093,Midt-Telemark
Tinn,0.8098,Tinn
Hjartdal,0.7825,Hjartdal
Seljord,0.7776,Seljord
Kviteseid,0.8051,Kviteseid
Nissedal,0.8167,Nissedal
Fyresdal,0.8254,Fyresdal
Tokke,0.792,Tokke
Vinje,0.804,Vinje
