Kommune,Andel,Label
Porsgrunn,54,Porsgrunn
Skien,53,Skien
Notodden,57,Notodden
Siljan,49,Siljan
Bamble,50,Bamble
Kragerø,59,Kragerø
Drangedal,51,Drangedal
Nome,54,Nome
Midt-Telemark,56,Midt-Telemark
Tinn,52,Tinn
Hjartdal,55,Hjartdal
Seljord,55,Seljord
Kviteseid,56,Kviteseid
Nissedal,56,Nissedal
Fyresdal,52,Fyresdal
Tokke,54,Tokke
Vinje,52,Vinje
