Kommune,Andel,Label
Porsgrunn,28,Porsgrunn
Skien,27,Skien
Notodden,30,Notodden
Siljan,27,Siljan
Bamble,29,Bamble
Kragerø,24,Kragerø
Drangedal,36,Drangedal
Nome,29,Nome
Midt-Telemark,29,Midt-Telemark
Tinn,30,Tinn
Hjartdal,37,Hjartdal
Seljord,33,Seljord
Kviteseid,33,Kviteseid
Nissedal,31,Nissedal
Fyresdal,34,Fyresdal
Tokke,33,Tokke
Vinje,32,Vinje
