Kommune,Andel,Label
Porsgrunn,79,Porsgrunn
Skien,79,Skien
Notodden,76,Notodden
Siljan,78,Siljan
Bamble,77,Bamble
Kragerø,78,Kragerø
Drangedal,75,Drangedal
Nome,76,Nome
Midt-Telemark,80,Midt-Telemark
Tinn,75,Tinn
Hjartdal,74,Hjartdal
Seljord,76,Seljord
Kviteseid,81,Kviteseid
Nissedal,77,Nissedal
Fyresdal,76,Fyresdal
Tokke,77,Tokke
Vinje,78,Vinje
