Kommune,Andel,Label
Porsgrunn,89,Porsgrunn
Skien,89,Skien
Notodden,76,Notodden
Siljan,69,Siljan
Bamble,77,Bamble
Kragerø,81,Kragerø
Drangedal,54,Drangedal
Nome,74,Nome
Midt-Telemark,89,Midt-Telemark
Tinn,69,Tinn
Hjartdal,53,Hjartdal
Seljord,74,Seljord
Kviteseid,50,Kviteseid
Nissedal,52,Nissedal
Fyresdal,73,Fyresdal
Tokke,66,Tokke
Vinje,71,Vinje
