Kommune,Andel,Label
Porsgrunn,11,Porsgrunn
Skien,9,Skien
Notodden,10,Notodden
Siljan,5,Siljan
Bamble,10,Bamble
Kragerø,6,Kragerø
Drangedal,7,Drangedal
Nome,8,Nome
Midt-Telemark,7,Midt-Telemark
Tinn,7,Tinn
Hjartdal,5,Hjartdal
Seljord,5,Seljord
Kviteseid,4,Kviteseid
Nissedal,4,Nissedal
Fyresdal,5,Fyresdal
Tokke,5,Tokke
Vinje,3,Vinje
