Kommune,Andel,Label
Porsgrunn,64,Porsgrunn
Skien,57,Skien
Notodden,27,Notodden
Siljan,46,Siljan
Bamble,54,Bamble
Kragerø,25,Kragerø
Drangedal,13,Drangedal
Nome,22,Nome
Midt-Telemark,37,Midt-Telemark
Tinn,19,Tinn
Hjartdal,12,Hjartdal
Seljord,24,Seljord
Kviteseid,10,Kviteseid
Nissedal,4,Nissedal
Fyresdal,10,Fyresdal
Tokke,9,Tokke
Vinje,8,Vinje
