Kommune,Andel,Label
Porsgrunn,87,Porsgrunn
Skien,62,Skien
Notodden,47,Notodden
Siljan,47,Siljan
Bamble,95,Bamble
Kragerø,94,Kragerø
Drangedal,60,Drangedal
Nome,60,Nome
Midt-Telemark,29,Midt-Telemark
Tinn,41,Tinn
Hjartdal,15,Hjartdal
Seljord,45,Seljord
Kviteseid,62,Kviteseid
Nissedal,79,Nissedal
Fyresdal,77,Fyresdal
Tokke,42,Tokke
Vinje,37,Vinje
