Kommune,Andel,Label
Porsgrunn,7,Porsgrunn
Skien,6,Skien
Notodden,9,Notodden
Siljan,6,Siljan
Bamble,10,Bamble
Kragerø,6,Kragerø
Drangedal,7,Drangedal
Nome,7,Nome
Midt-Telemark,6,Midt-Telemark
Tinn,6,Tinn
Hjartdal,6,Hjartdal
Seljord,8,Seljord
Kviteseid,5,Kviteseid
Nissedal,7,Nissedal
Fyresdal,7,Fyresdal
Tokke,5,Tokke
Vinje,5,Vinje
