Kommune,Andel,Label
Porsgrunn,46,Porsgrunn
Skien,44,Skien
Notodden,42,Notodden
Siljan,45,Siljan
Bamble,42,Bamble
Kragerø,51,Kragerø
Drangedal,36,Drangedal
Nome,44,Nome
Midt-Telemark,53,Midt-Telemark
Tinn,42,Tinn
Hjartdal,40,Hjartdal
Seljord,48,Seljord
Kviteseid,46,Kviteseid
Nissedal,44,Nissedal
Fyresdal,42,Fyresdal
Tokke,42,Tokke
Vinje,45,Vinje
