Kommune,Andel,Label
Porsgrunn,44,Porsgrunn
Skien,43,Skien
Notodden,46,Notodden
Siljan,47,Siljan
Bamble,48,Bamble
Kragerø,47,Kragerø
Drangedal,42,Drangedal
Nome,41,Nome
Midt-Telemark,46,Midt-Telemark
Tinn,44,Tinn
Hjartdal,45,Hjartdal
Seljord,43,Seljord
Kviteseid,40,Kviteseid
Nissedal,45,Nissedal
Fyresdal,37,Fyresdal
Tokke,43,Tokke
Vinje,42,Vinje
