Kommune,Andel,Label
Porsgrunn,11,Porsgrunn
Skien,11,Skien
Notodden,12,Notodden
Siljan,11,Siljan
Bamble,10,Bamble
Kragerø,9,Kragerø
Drangedal,11,Drangedal
Nome,10,Nome
Midt-Telemark,12,Midt-Telemark
Tinn,11,Tinn
Hjartdal,11,Hjartdal
Seljord,10,Seljord
Kviteseid,13,Kviteseid
Nissedal,14,Nissedal
Fyresdal,18,Fyresdal
Tokke,13,Tokke
Vinje,13,Vinje
