ogc_fid;SSBID0250M;pop_tot
1;19247506617500;5
2;19247506618000;1
3;19250006618000;4
4;19250006618250;4
5;19252506617000;12
6;19252506617250;8
7;19252506617500;11
8;19252506617750;1
9;19252506618000;4
10;19252506618250;5
11;19252506618500;4
12;19255006616750;9
13;19255006617000;50
14;19255006617250;21
15;19255006617500;8
16;19255006618000;2
17;19255006618250;1
18;19255006618500;4
19;19257506617000;12
20;19257506617250;15
21;19257506617500;2
22;19260006617000;14
23;19262506617000;6
24;19262506617250;4
25;19350006812250;1
26;19382506806250;4
27;19385006806250;5
28;19385006806500;3
29;19387506630750;7
30;19390006630500;16
31;19390006630750;22
32;19392506630250;4
33;19392506630500;14
34;19392506630750;21
35;19392506631000;7
36;19395006630750;8
37;19395006631000;3
38;19395006808000;2
39;19395006808250;1
40;19397506808000;1
41;19400006601250;2
42;19400006603750;30
43;19400006604000;2
44;19402506601000;1
45;19402506601250;28
46;19402506601500;11
47;19402506602250;10
48;19402506602500;16
49;19402506602750;10
50;19402506603750;12
51;19402506604750;6
52;19402506606500;8
53;19402506782000;12
54;19402506782500;5
55;19405006600500;3
56;19405006600750;19
57;19405006601000;86
58;19405006601250;12
59;19405006601500;8
60;19405006601750;20
61;19405006602000;23
62;19405006602500;8
63;19405006602750;23
64;19405006603500;1
65;19405006603750;13
66;19405006604000;6
67;19405006604250;2
68;19405006604750;17
69;19405006605000;12
70;19405006606500;9
71;19405006606750;7
72;19405006782000;3
73;19405006782250;14
74;19405006782500;1
75;19405006782750;1
76;19407506598500;3
77;19407506598750;4
78;19407506599750;4
79;19407506600500;29
80;19407506600750;33
81;19407506601000;9
82;19407506601250;8
83;19407506601500;7
84;19407506601750;6
85;19407506602000;7
86;19407506602250;2
87;19407506602750;9
88;19407506603000;8
89;19407506603250;18
90;19407506603500;8
91;19407506603750;6
92;19407506604000;2
93;19407506604250;15
94;19407506604500;8
95;19407506604750;37
96;19407506605000;6
97;19407506605250;12
98;19407506605750;8
99;19407506606000;5
100;19407506606250;9
101;19407506606500;24
102;19407506606750;55
103;19407506607000;8
104;19407506781750;4
105;19407506782000;14
106;19407506782250;9
107;19407506782500;12
108;19407506782750;9
109;19410006598000;5
110;19410006599000;1
111;19410006600000;8
112;19410006600250;5
113;19410006600500;57
114;19410006600750;7
115;19410006602750;9
116;19410006603000;9
117;19410006603250;2
118;19410006603500;6
119;19410006604250;3
120;19410006604500;13
121;19410006604750;10
122;19410006605000;20
123;19410006605250;23
124;19410006605500;19
125;19410006605750;32
126;19410006606000;9
127;19410006606250;15
128;19410006606500;13
129;19410006606750;15
130;19410006771750;3
131;19410006782000;20
132;19410006782250;6
133;19410006782500;2
134;19410006782750;7
135;19412506597750;15
136;19412506598000;5
137;19412506599750;3
138;19412506600000;5
139;19412506600250;2
140;19412506600500;7
141;19412506603000;8
142;19412506603750;20
143;19412506604000;2
144;19412506604750;22
145;19412506605000;30
146;19412506605250;15
147;19412506605500;22
148;19412506605750;11
149;19412506606000;29
150;19412506606250;17
151;19412506606500;17
152;19412506609500;6
153;19412506609750;46
154;19412506610000;28
155;19412506610250;39
156;19412506610500;29
157;19412506771750;15
158;19412506772000;3
159;19412506782000;51
160;19412506782250;27
161;19412506782500;1
162;19412506782750;2
163;19412506783000;1
164;19412506811250;1
165;19415006597750;21
166;19415006598000;16
167;19415006598250;13
168;19415006599750;3
169;19415006600250;11
170;19415006603000;2
171;19415006603500;4
172;19415006603750;1
173;19415006604500;11
174;19415006605000;23
175;19415006605250;16
176;19415006605500;16
177;19415006605750;20
178;19415006606000;19
179;19415006606250;18
180;19415006606500;37
181;19415006606750;17
182;19415006607000;33
183;19415006607250;9
184;19415006607500;8
185;19415006607750;10
186;19415006608000;29
187;19415006609250;14
188;19415006609500;77
189;19415006609750;131
190;19415006610000;75
191;19415006610250;106
192;19415006610500;45
193;19415006623250;1
194;19415006623500;2
195;19415006623750;1
196;19415006670250;3
197;19415006771500;4
198;19415006771750;3
199;19415006781250;4
200;19415006782000;37
201;19415006782250;43
202;19415006782500;9
203;19415006782750;17
204;19417506597500;3
205;19417506597750;23
206;19417506598000;35
207;19417506598250;24
208;19417506598500;1
209;19417506599750;11
210;19417506600000;9
211;19417506600250;2
212;19417506605000;4
213;19417506605250;14
214;19417506605500;12
215;19417506605750;31
216;19417506606000;7
217;19417506606250;36
218;19417506606500;24
219;19417506606750;23
220;19417506607000;5
221;19417506607250;3
222;19417506607500;4
223;19417506607750;15
224;19417506608000;20
225;19417506608250;12
226;19417506609250;49
227;19417506609500;69
228;19417506609750;52
229;19417506610000;23
230;19417506610250;50
231;19417506610500;79
232;19417506610750;82
233;19417506611000;5
234;19417506623000;1
235;19417506623250;14
236;19417506623500;3
237;19417506779000;7
238;19417506779250;17
239;19417506781000;4
240;19417506781250;7
241;19417506781750;23
242;19417506782000;22
243;19417506782250;14
244;19417506782500;11
245;19420006597750;1
246;19420006598000;97
247;19420006598250;12
248;19420006598500;7
249;19420006599750;2
250;19420006606000;27
251;19420006606250;76
252;19420006606750;4
253;19420006607000;2
254;19420006607250;25
255;19420006607500;24
256;19420006607750;9
257;19420006608000;11
258;19420006608250;70
259;19420006608500;65
260;19420006608750;29
261;19420006609000;50
262;19420006609250;81
263;19420006609500;103
264;19420006609750;14
265;19420006610000;80
266;19420006610250;86
267;19420006610500;127
268;19420006610750;157
269;19420006611000;7
270;19420006611250;1
271;19420006612000;1
272;19420006612250;2
273;19420006623500;15
274;19420006779000;3
275;19420006779250;22
276;19420006779500;14
277;19420006781000;4
278;19420006781250;5
279;19420006781500;2
280;19420006781750;12
281;19420006782000;6
282;19420006782250;4
283;19422506597500;4
284;19422506597750;2
285;19422506598000;99
286;19422506598250;20
287;19422506598500;2
288;19422506605750;1
289;19422506607000;2
290;19422506607250;16
291;19422506607500;4
292;19422506607750;17
293;19422506608000;20
294;19422506608250;53
295;19422506608500;39
296;19422506608750;76
297;19422506609000;153
298;19422506609250;154
299;19422506609500;91
300;19422506609750;39
301;19422506610000;125
302;19422506610250;30
303;19422506610500;44
304;19422506610750;49
305;19422506611000;66
306;19422506611250;35
307;19422506611500;68
308;19422506611750;28
309;19422506612000;82
310;19422506612250;57
311;19422506612500;9
312;19422506623750;4
313;19422506624000;5
314;19422506779250;11
315;19422506779500;17
316;19422506781000;8
317;19422506781250;6
318;19422506781500;13
319;19422506781750;99
320;19422506782000;24
321;19422506782250;3
322;19425006597750;2
323;19425006598000;15
324;19425006598250;3
325;19425006598500;5
326;19425006599000;6
327;19425006599250;8
328;19425006607250;2
329;19425006607500;4
330;19425006607750;7
331;19425006608000;10
332;19425006608250;12
333;19425006608500;8
334;19425006608750;77
335;19425006609000;152
336;19425006609250;243
337;19425006609500;135
338;19425006609750;71
339;19425006610000;107
340;19425006610250;46
341;19425006610500;23
342;19425006610750;5
343;19425006611000;38
344;19425006611250;101
345;19425006611500;120
346;19425006611750;79
347;19425006612000;13
348;19425006811750;1
349;19427506596750;10
350;19427506597000;1
351;19427506597250;8
352;19427506597500;17
353;19427506597750;10
354;19427506598000;14
355;19427506598250;11
356;19427506598750;4
357;19427506599250;5
358;19427506607250;2
359;19427506607750;2
360;19427506608000;7
361;19427506608250;9
362;19427506608500;12
363;19427506608750;12
364;19427506609000;64
365;19427506609250;117
366;19427506609500;62
367;19427506609750;120
368;19427506610000;40
369;19427506610250;110
370;19427506610500;238
371;19427506610750;56
372;19427506611000;61
373;19427506611250;85
374;19427506611500;92
375;19427506611750;201
376;19427506614000;5
377;19427506614250;25
378;19427506757750;3
379;19427506761000;3
380;19427506761500;11
381;19427506807250;2
382;19427506807500;7
383;19427506807750;5
384;19427506811000;6
385;19427506811250;4
386;19430006597000;6
387;19430006597250;38
388;19430006597500;24
389;19430006597750;16
390;19430006598000;5
391;19430006598250;12
392;19430006598500;2
393;19430006607750;11
394;19430006608000;1
395;19430006608500;2
396;19430006609000;1
397;19430006609500;110
398;19430006609750;141
399;19430006610000;82
400;19430006610500;170
401;19430006610750;13
402;19430006611000;57
403;19430006611250;67
404;19430006611500;17
405;19430006611750;29
406;19430006614000;35
407;19430006614250;80
408;19430006614500;15
409;19430006757750;8
410;19430006758000;1
411;19430006758250;1
412;19430006759750;2
413;19430006760000;4
414;19430006761500;5
415;19430006761750;13
416;19430006762000;4
417;19430006765250;6
418;19430006765750;1
419;19430006766250;7
420;19430006767750;1
421;19430006768250;6
422;19430006807500;8
423;19430006808000;1
424;19430006811000;10
425;19430006811500;12
426;19430006811750;9
427;19430006812000;3
428;19432506596750;27
429;19432506597000;42
430;19432506597250;68
431;19432506597500;100
432;19432506597750;83
433;19432506598000;26
434;19432506598250;8
435;19432506609500;6
436;19432506609750;4
437;19432506610500;4
438;19432506611000;39
439;19432506611250;21
440;19432506611500;14
441;19432506611750;37
442;19432506612000;24
443;19432506612250;3
444;19432506614000;4
445;19432506614250;55
446;19432506614500;11
447;19432506757750;8
448;19432506758000;2
449;19432506759750;2
450;19432506760000;4
451;19432506760250;4
452;19432506761500;18
453;19432506761750;17
454;19432506764250;17
455;19432506764500;12
456;19432506765500;8
457;19432506765750;8
458;19432506766000;13
459;19432506766250;7
460;19432506767750;4
461;19432506768000;4
462;19432506768250;10
