ogc_fid;SSBID0250M;pop_tot
1;19247506618000;2
2;19250006618000;6
3;19250006618250;2
4;19252506617000;13
5;19252506617250;8
6;19252506617500;9
7;19252506618000;4
8;19252506618250;3
9;19252506618500;2
10;19255006616750;11
11;19255006617000;41
12;19255006617250;18
13;19255006617500;17
14;19255006618000;2
15;19255006618250;1
16;19255006618500;4
17;19257506617000;8
18;19257506617250;27
19;19257506617500;2
20;19260006617000;16
21;19262506617000;5
22;19262506617250;4
23;19350006812250;1
24;19382506806500;2
25;19385006806250;3
26;19385006806500;3
27;19387506630750;6
28;19390006630500;16
29;19390006630750;25
30;19392506630250;3
31;19392506630500;13
32;19392506630750;20
33;19392506631000;9
34;19395006630750;7
35;19395006631000;3
36;19395006808000;1
37;19395006808250;1
38;19400006601250;1
39;19400006603750;27
40;19400006604000;2
41;19402506601000;1
42;19402506601250;28
43;19402506601500;10
44;19402506602250;7
45;19402506602500;18
46;19402506602750;15
47;19402506603750;9
48;19402506604000;2
49;19402506604250;1
50;19402506604750;7
51;19402506606500;8
52;19402506782000;12
53;19402506782500;5
54;19405006600500;2
55;19405006600750;20
56;19405006601000;73
57;19405006601250;12
58;19405006601500;5
59;19405006601750;21
60;19405006602000;14
61;19405006602500;10
62;19405006602750;22
63;19405006603750;10
64;19405006604000;6
65;19405006604250;2
66;19405006604750;29
67;19405006605000;7
68;19405006606500;9
69;19405006606750;7
70;19405006782000;2
71;19405006782250;16
72;19405006782500;1
73;19405006782750;1
74;19407506598500;3
75;19407506598750;5
76;19407506599750;2
77;19407506600500;35
78;19407506600750;37
79;19407506601000;11
80;19407506601250;6
81;19407506601500;9
82;19407506602000;6
83;19407506602750;7
84;19407506603000;11
85;19407506603250;18
86;19407506603750;2
87;19407506604000;7
88;19407506604250;12
89;19407506604500;7
90;19407506604750;46
91;19407506605000;5
92;19407506605250;9
93;19407506605750;13
94;19407506606000;3
95;19407506606250;11
96;19407506606500;26
97;19407506606750;50
98;19407506607000;10
99;19407506781750;4
100;19407506782000;11
101;19407506782250;11
102;19407506782500;8
103;19407506782750;9
104;19410006598000;5
105;19410006599000;1
106;19410006599750;1
107;19410006600000;9
108;19410006600250;7
109;19410006600500;46
110;19410006600750;5
111;19410006602750;9
112;19410006603000;9
113;19410006603250;2
114;19410006603500;6
115;19410006604250;4
116;19410006604500;10
117;19410006604750;11
118;19410006605000;16
119;19410006605250;21
120;19410006605500;19
121;19410006605750;39
122;19410006606000;8
123;19410006606250;15
124;19410006606500;19
125;19410006606750;12
126;19410006610500;1
127;19410006771750;3
128;19410006782000;24
129;19410006782250;6
130;19410006782500;2
131;19410006782750;5
132;19412506597750;9
133;19412506598000;5
134;19412506599750;3
135;19412506600000;3
136;19412506600250;4
137;19412506600500;2
138;19412506603000;7
139;19412506603750;22
140;19412506604000;2
141;19412506604750;16
142;19412506605000;32
143;19412506605250;16
144;19412506605500;17
145;19412506605750;14
146;19412506606000;22
147;19412506606250;15
148;19412506606500;16
149;19412506607000;3
150;19412506609500;27
151;19412506609750;50
152;19412506610000;38
153;19412506610250;52
154;19412506610500;39
155;19412506771750;10
156;19412506782000;49
157;19412506782250;21
158;19412506782500;1
159;19412506782750;2
160;19412506783000;3
161;19415006597750;17
162;19415006598000;17
163;19415006598250;13
164;19415006599750;7
165;19415006600250;13
166;19415006603000;2
167;19415006603500;3
168;19415006603750;2
169;19415006604500;7
170;19415006605000;24
171;19415006605250;14
172;19415006605500;14
173;19415006605750;25
174;19415006606000;18
175;19415006606250;18
176;19415006606500;33
177;19415006606750;25
178;19415006607000;35
179;19415006607250;13
180;19415006607500;5
181;19415006607750;15
182;19415006608000;24
183;19415006609250;16
184;19415006609500;111
185;19415006609750;124
186;19415006610000;146
187;19415006610250;131
188;19415006610500;45
189;19415006623250;9
190;19415006623500;3
191;19415006771500;3
192;19415006771750;3
193;19415006781250;4
194;19415006782000;35
195;19415006782250;39
196;19415006782500;7
197;19415006782750;20
198;19417506597500;2
199;19417506597750;20
200;19417506598000;30
201;19417506598250;21
202;19417506598500;1
203;19417506599750;7
204;19417506600000;11
205;19417506600250;4
206;19417506605000;2
207;19417506605250;16
208;19417506605500;14
209;19417506605750;34
210;19417506606000;4
211;19417506606250;35
212;19417506606500;20
213;19417506606750;22
214;19417506607000;7
215;19417506607250;9
216;19417506607500;7
217;19417506607750;10
218;19417506608000;30
219;19417506608250;11
220;19417506609250;45
221;19417506609500;64
222;19417506609750;45
223;19417506610000;98
224;19417506610250;97
225;19417506610500;112
226;19417506610750;85
227;19417506611000;4
228;19417506623250;10
229;19417506623500;6
230;19417506779000;4
231;19417506779250;10
232;19417506781000;3
233;19417506781250;13
234;19417506781750;8
235;19417506782000;29
236;19417506782250;9
237;19417506782500;8
238;19420006597750;2
239;19420006598000;76
240;19420006598250;11
241;19420006598500;6
242;19420006599750;2
243;19420006606000;33
244;19420006606250;72
245;19420006607250;19
246;19420006607500;23
247;19420006607750;1
248;19420006608000;9
249;19420006608250;62
250;19420006608500;65
251;19420006608750;22
252;19420006609000;60
253;19420006609250;75
254;19420006609500;92
255;19420006609750;31
256;19420006610000;95
257;19420006610250;150
258;19420006610500;117
259;19420006610750;168
260;19420006611000;8
261;19420006611250;1
262;19420006612000;3
263;19420006623500;20
264;19420006779000;3
265;19420006779250;15
266;19420006779500;10
267;19420006781000;9
268;19420006781250;4
269;19420006781500;1
270;19420006781750;11
271;19420006782000;4
272;19420006782250;6
273;19422506597750;2
274;19422506598000;73
275;19422506598250;17
276;19422506598500;1
277;19422506605750;1
278;19422506607000;4
279;19422506607250;17
280;19422506607500;3
281;19422506607750;3
282;19422506608000;19
283;19422506608250;48
284;19422506608500;37
285;19422506608750;96
286;19422506609000;159
287;19422506609250;150
288;19422506609500;100
289;19422506609750;49
290;19422506610000;127
291;19422506610250;35
292;19422506610500;58
293;19422506610750;51
294;19422506611000;67
295;19422506611250;23
296;19422506611500;69
297;19422506611750;36
298;19422506612000;73
299;19422506612250;59
300;19422506612500;7
301;19422506623750;3
302;19422506624000;5
303;19422506779250;7
304;19422506779500;9
305;19422506781000;5
306;19422506781250;5
307;19422506781500;13
308;19422506781750;54
309;19422506782000;3
310;19422506782250;3
311;19425006597750;3
312;19425006598000;12
313;19425006598250;3
314;19425006598500;3
315;19425006599000;6
316;19425006599250;6
317;19425006607250;2
318;19425006607500;4
319;19425006607750;3
320;19425006608000;6
321;19425006608250;12
322;19425006608500;18
323;19425006608750;89
324;19425006609000;129
325;19425006609250;224
326;19425006609500;136
327;19425006609750;72
328;19425006610000;94
329;19425006610250;46
330;19425006610500;19
331;19425006610750;6
332;19425006611000;45
333;19425006611250;117
334;19425006611500;125
335;19425006611750;72
336;19425006612000;14
337;19425006612250;4
338;19425006760250;2
339;19425006781750;1
340;19425006782000;1
341;19427506596750;10
342;19427506597250;11
343;19427506597500;17
344;19427506597750;12
345;19427506598000;16
346;19427506598250;10
347;19427506598750;7
348;19427506599250;4
349;19427506607250;2
350;19427506607750;2
351;19427506608000;9
352;19427506608250;9
353;19427506608500;17
354;19427506608750;13
355;19427506609000;61
356;19427506609250;144
357;19427506609500;61
358;19427506609750;129
359;19427506610000;42
360;19427506610250;100
361;19427506610500;225
362;19427506610750;50
363;19427506611000;59
364;19427506611250;104
365;19427506611500;99
366;19427506611750;163
367;19427506614000;3
368;19427506614250;21
369;19427506757750;2
370;19427506761000;3
371;19427506761500;2
372;19427506761750;1
373;19427506807250;2
374;19427506807500;6
375;19427506807750;4
376;19427506811000;5
377;19427506811250;2
378;19430006597000;3
379;19430006597250;28
380;19430006597500;25
381;19430006597750;12
382;19430006598000;11
383;19430006598250;15
384;19430006598500;2
385;19430006607750;11
386;19430006608000;1
387;19430006609000;1
388;19430006609250;6
389;19430006609500;108
390;19430006609750;159
391;19430006610000;91
392;19430006610250;3
393;19430006610500;183
394;19430006610750;18
395;19430006611000;56
396;19430006611250;63
397;19430006611500;19
398;19430006611750;31
399;19430006614000;40
400;19430006614250;82
401;19430006614500;25
402;19430006757750;6
403;19430006758000;2
404;19430006759750;2
405;19430006760000;2
406;19430006761500;11
407;19430006761750;13
408;19430006762000;4
409;19430006764250;2
410;19430006765250;2
411;19430006765750;1
412;19430006766250;7
413;19430006767750;2
414;19430006768250;5
415;19430006807500;8
416;19430006811000;11
417;19430006811500;11
418;19430006811750;11
419;19430006812000;3
420;19432506596750;30
421;19432506597000;48
422;19432506597250;86
423;19432506597500;93
424;19432506597750;85
425;19432506598000;34
426;19432506598250;9
427;19432506609500;5
428;19432506609750;4
429;19432506610250;5
430;19432506610500;93
431;19432506610750;1
432;19432506611000;38
433;19432506611250;28
434;19432506611500;9
435;19432506611750;30
436;19432506612000;24
437;19432506612250;4
438;19432506614000;7
439;19432506614250;60
440;19432506614500;13
441;19432506757750;9
442;19432506758000;2
443;19432506760000;5
444;19432506760250;9
445;19432506761500;16
446;19432506761750;17
447;19432506764250;19
448;19432506764500;12
449;19432506765500;9
450;19432506765750;5
451;19432506766000;10
452;19432506766250;3
453;19432506767750;5
454;19432506768000;2
455;19432506768250;13
456;19432506768500;13
457;19432506808250;2
458;19432506811500;9
459;19432506811750;5
