ogc_fid;SSBID0250M;pop_tot
1;19247506617500;5
2;19247506618000;1
3;19250006618000;4
4;19250006618250;4
5;19252506617000;11
6;19252506617250;9
7;19252506617500;11
8;19252506617750;1
9;19252506618000;4
10;19252506618250;5
11;19252506618500;4
12;19255006616750;14
13;19255006617000;52
14;19255006617250;21
15;19255006617500;7
16;19255006618000;2
17;19255006618250;1
18;19255006618500;4
19;19257506617000;9
20;19257506617250;18
21;19257506617500;2
22;19260006617000;14
23;19262506617000;6
24;19262506617250;5
25;19382506806250;1
26;19382506806500;3
27;19385006806250;5
28;19385006806500;2
29;19387506630750;7
30;19390006630500;15
31;19390006630750;22
32;19392506603750;1
33;19392506630250;4
34;19392506630500;14
35;19392506630750;21
36;19392506631000;7
37;19395006630750;9
38;19395006631000;3
39;19395006808000;2
40;19395006808250;1
41;19397506808000;1
42;19400006601250;3
43;19400006603750;31
44;19400006604000;4
45;19402506601000;1
46;19402506601250;23
47;19402506601500;13
48;19402506602250;10
49;19402506602500;15
50;19402506602750;10
51;19402506603750;15
52;19402506604750;6
53;19402506606500;8
54;19402506782000;12
55;19402506782500;5
56;19405006600500;3
57;19405006600750;20
58;19405006601000;87
59;19405006601250;17
60;19405006601500;6
61;19405006601750;23
62;19405006602000;15
63;19405006602250;7
64;19405006602500;8
65;19405006602750;23
66;19405006603500;1
67;19405006603750;10
68;19405006604000;1
69;19405006604250;7
70;19405006604750;14
71;19405006605000;12
72;19405006606500;9
73;19405006606750;7
74;19405006782000;3
75;19405006782250;15
76;19405006782500;1
77;19405006782750;2
78;19407506598500;3
79;19407506598750;3
80;19407506599750;2
81;19407506600500;27
82;19407506600750;38
83;19407506601000;8
84;19407506601250;8
85;19407506601500;10
86;19407506601750;10
87;19407506602000;8
88;19407506602250;2
89;19407506602750;9
90;19407506603000;8
91;19407506603250;18
92;19407506603500;3
93;19407506603750;6
94;19407506604000;2
95;19407506604250;17
96;19407506604500;7
97;19407506604750;39
98;19407506605000;5
99;19407506605250;11
100;19407506605750;8
101;19407506606000;5
102;19407506606250;8
103;19407506606500;28
104;19407506606750;56
105;19407506607000;10
106;19407506781750;4
107;19407506782000;15
108;19407506782250;10
109;19407506782500;14
110;19407506782750;7
111;19410006598000;5
112;19410006599000;3
113;19410006600000;8
114;19410006600250;4
115;19410006600500;55
116;19410006600750;7
117;19410006602750;9
118;19410006603000;9
119;19410006603250;2
120;19410006603500;6
121;19410006604500;15
122;19410006604750;12
123;19410006605000;21
124;19410006605250;24
125;19410006605500;18
126;19410006605750;29
127;19410006606000;9
128;19410006606250;15
129;19410006606500;17
130;19410006606750;16
131;19410006771750;4
132;19410006782000;18
133;19410006782250;6
134;19410006782500;2
135;19410006782750;7
136;19412506597750;15
137;19412506598000;5
138;19412506599750;3
139;19412506600000;5
140;19412506600250;1
141;19412506600500;6
142;19412506603000;8
143;19412506603750;21
144;19412506604000;2
145;19412506604750;23
146;19412506605000;30
147;19412506605250;11
148;19412506605500;22
149;19412506605750;11
150;19412506606000;26
151;19412506606250;18
152;19412506606500;17
153;19412506609500;3
154;19412506609750;49
155;19412506610000;29
156;19412506610250;41
157;19412506610500;30
158;19412506623750;1
159;19412506771750;14
160;19412506772000;3
161;19412506782000;52
162;19412506782250;20
163;19412506782500;1
164;19412506782750;2
165;19412506783000;1
166;19412506811250;1
167;19415006597750;24
168;19415006598000;13
169;19415006598250;13
170;19415006599750;3
171;19415006600250;7
172;19415006603000;2
173;19415006603500;5
174;19415006603750;1
175;19415006604500;10
176;19415006605000;22
177;19415006605250;16
178;19415006605500;19
179;19415006605750;20
180;19415006606000;22
181;19415006606250;17
182;19415006606500;38
183;19415006606750;20
184;19415006607000;37
185;19415006607250;10
186;19415006607500;8
187;19415006607750;11
188;19415006608000;26
189;19415006609250;14
190;19415006609500;67
191;19415006609750;143
192;19415006610000;73
193;19415006610250;108
194;19415006610500;52
195;19415006623250;5
196;19415006623500;3
197;19415006771500;4
198;19415006771750;3
199;19415006781250;4
200;19415006782000;38
201;19415006782250;45
202;19415006782500;9
203;19415006782750;18
204;19417506597500;3
205;19417506597750;24
206;19417506598000;36
207;19417506598250;23
208;19417506598500;1
209;19417506599750;10
210;19417506600000;12
211;19417506600250;2
212;19417506605000;4
213;19417506605250;17
214;19417506605500;12
215;19417506605750;28
216;19417506606000;4
217;19417506606250;37
218;19417506606500;24
219;19417506606750;23
220;19417506607000;4
221;19417506607250;3
222;19417506607500;3
223;19417506607750;15
224;19417506608000;19
225;19417506608250;13
226;19417506609250;40
227;19417506609500;65
228;19417506609750;53
229;19417506610000;28
230;19417506610250;35
231;19417506610500;82
232;19417506610750;82
233;19417506611000;6
234;19417506623000;1
235;19417506623250;14
236;19417506623500;4
237;19417506779000;7
238;19417506779250;17
239;19417506781000;3
240;19417506781250;7
241;19417506781750;14
242;19417506782000;33
243;19417506782250;12
244;19417506782500;12
245;19420006597750;1
246;19420006598000;106
247;19420006598250;11
248;19420006598500;7
249;19420006599750;2
250;19420006606000;27
251;19420006606250;72
252;19420006606750;5
253;19420006607250;27
254;19420006607500;25
255;19420006607750;9
256;19420006608000;12
257;19420006608250;70
258;19420006608500;63
259;19420006608750;29
260;19420006609000;47
261;19420006609250;77
262;19420006609500;93
263;19420006609750;11
264;19420006610000;74
265;19420006610250;64
266;19420006610500;130
267;19420006610750;158
268;19420006611000;8
269;19420006611250;1
270;19420006612000;1
271;19420006612250;2
272;19420006623500;14
273;19420006779000;3
274;19420006779250;23
275;19420006779500;14
276;19420006781000;4
277;19420006781250;5
278;19420006781500;2
279;19420006781750;19
280;19420006782000;6
281;19420006782250;3
282;19422506597500;4
283;19422506597750;2
284;19422506598000;105
285;19422506598250;18
286;19422506598500;2
287;19422506605750;1
288;19422506607000;4
289;19422506607250;16
290;19422506607500;4
291;19422506607750;18
292;19422506608000;21
293;19422506608250;61
294;19422506608500;42
295;19422506608750;69
296;19422506609000;156
297;19422506609250;157
298;19422506609500;89
299;19422506609750;35
300;19422506610000;125
301;19422506610250;28
302;19422506610500;41
303;19422506610750;46
304;19422506611000;62
305;19422506611250;28
306;19422506611500;78
307;19422506611750;29
308;19422506612000;84
309;19422506612250;58
310;19422506612500;9
311;19422506623750;6
312;19422506624000;5
313;19422506779250;11
314;19422506779500;18
315;19422506781000;8
316;19422506781250;6
317;19422506781500;13
318;19422506781750;100
319;19422506782000;27
320;19422506782250;3
321;19425006597750;2
322;19425006598000;17
323;19425006598250;1
324;19425006598500;5
325;19425006599000;6
326;19425006599250;8
327;19425006607250;2
328;19425006607500;4
329;19425006607750;7
330;19425006608000;6
331;19425006608250;10
332;19425006608500;9
333;19425006608750;77
334;19425006609000;146
335;19425006609250;239
336;19425006609500;140
337;19425006609750;68
338;19425006610000;108
339;19425006610250;47
340;19425006610500;23
341;19425006610750;5
342;19425006611000;44
343;19425006611250;105
344;19425006611500;117
345;19425006611750;85
346;19425006612000;13
347;19425006782000;1
348;19425006811750;1
349;19427506596750;10
350;19427506597000;1
351;19427506597250;17
352;19427506597500;17
353;19427506597750;10
354;19427506598000;15
355;19427506598250;11
356;19427506598750;3
357;19427506599250;5
358;19427506605500;4
359;19427506607250;2
360;19427506607750;3
361;19427506608000;7
362;19427506608250;9
363;19427506608500;11
364;19427506608750;12
365;19427506609000;69
366;19427506609250;107
367;19427506609500;64
368;19427506609750;123
369;19427506610000;42
370;19427506610250;112
371;19427506610500;228
372;19427506610750;55
373;19427506611000;61
374;19427506611250;77
375;19427506611500;89
376;19427506611750;207
377;19427506614000;12
378;19427506614250;26
379;19427506757750;3
380;19427506761000;3
381;19427506761500;4
382;19427506761750;1
383;19427506807250;2
384;19427506807500;8
385;19427506807750;5
386;19427506811000;6
387;19427506811250;4
388;19430006597000;7
389;19430006597250;29
390;19430006597500;23
391;19430006597750;18
392;19430006598000;7
393;19430006598250;11
394;19430006598500;2
395;19430006607750;11
396;19430006608000;1
397;19430006608500;2
398;19430006609000;1
399;19430006609500;108
400;19430006609750;128
401;19430006610000;80
402;19430006610500;162
403;19430006610750;14
404;19430006611000;54
405;19430006611250;68
406;19430006611500;17
407;19430006611750;29
408;19430006614000;24
409;19430006614250;85
410;19430006614500;12
411;19430006757750;7
412;19430006758000;1
413;19430006758250;1
414;19430006759750;2
415;19430006760000;3
416;19430006761500;4
417;19430006761750;14
418;19430006762000;4
419;19430006765250;7
420;19430006765750;1
421;19430006766250;10
422;19430006767750;1
423;19430006768250;6
424;19430006807500;8
425;19430006811000;10
426;19430006811500;12
427;19430006811750;7
428;19430006812000;3
429;19432506596750;28
430;19432506597000;39
431;19432506597250;71
432;19432506597500;96
433;19432506597750;88
434;19432506598000;27
435;19432506598250;7
436;19432506609500;6
437;19432506609750;4
438;19432506610500;4
439;19432506611000;36
440;19432506611250;18
441;19432506611500;14
442;19432506611750;40
443;19432506612000;24
444;19432506612250;3
445;19432506614000;4
446;19432506614250;55
447;19432506614500;9
448;19432506757750;8
449;19432506758000;4
450;19432506759750;2
451;19432506760000;4
452;19432506760250;4
453;19432506761500;18
454;19432506761750;14
455;19432506764250;17
456;19432506764500;12
457;19432506765500;7
458;19432506765750;7
459;19432506766000;14
460;19432506766250;7
461;19432506767750;4
462;19432506768000;4
