Kommuner 2023;Kommunenr 2023;Kommunenavn 2023;Kommuner 2024;Kommunenr 2024;Kommunenavn 2024;Fylke 2023;Fylkesnr 2023;Fylkesnavn 2023;Fylke 2024;Fylkesnr 2024;Fylkesnavn 2024;Fylkesnr 2019;Alle kommuner;Alle kommunenr;Alle kommunenavn;Alle kommunenavn uten parentes
1535 - Vestnes;1535;Vestnes;1535 - Vestnes;1535;Vestnes;15 - Møre og Romsdal;15;Møre og Romsdal;15 - Møre og Romsdal;15;Møre og Romsdal;;;;;
1539 - Rauma;1539;Rauma;1539 - Rauma;1539;Rauma;15 - Møre og Romsdal;15;Møre og Romsdal;15 - Møre og Romsdal;15;Møre og Romsdal;;;;;
1547 - Aukra;1547;Aukra;1547 - Aukra;1547;Aukra;15 - Møre og Romsdal;15;Møre og Romsdal;15 - Møre og Romsdal;15;Møre og Romsdal;;;;;
1554 - Averøy;1554;Averøy;1554 - Averøy;1554;Averøy;15 - Møre og Romsdal;15;Møre og Romsdal;15 - Møre og Romsdal;15;Møre og Romsdal;;;;;
1557 - Gjemnes;1557;Gjemnes;1557 - Gjemnes;1557;Gjemnes;15 - Møre og Romsdal;15;Møre og Romsdal;15 - Møre og Romsdal;15;Møre og Romsdal;;;;;
1560 - Tingvoll;1560;Tingvoll;1560 - Tingvoll;1560;Tingvoll;15 - Møre og Romsdal;15;Møre og Romsdal;15 - Møre og Romsdal;15;Møre og Romsdal;;;;;
1563 - Sunndal;1563;Sunndal;1563 - Sunndal;1563;Sunndal;15 - Møre og Romsdal;15;Møre og Romsdal;15 - Møre og Romsdal;15;Møre og Romsdal;;;;;
1566 - Surnadal;1566;Surnadal;1566 - Surnadal;1566;Surnadal;15 - Møre og Romsdal;15;Møre og Romsdal;15 - Møre og Romsdal;15;Møre og Romsdal;;;;;
1573 - Smøla;1573;Smøla;1573 - Smøla;1573;Smøla;15 - Møre og Romsdal;15;Møre og Romsdal;15 - Møre og Romsdal;15;Møre og Romsdal;;;;;
1576 - Aure;1576;Aure;1576 - Aure;1576;Aure;15 - Møre og Romsdal;15;Møre og Romsdal;15 - Møre og Romsdal;15;Møre og Romsdal;;;;;
1577 - Volda;1577;Volda;1577 - Volda;1577;Volda;15 - Møre og Romsdal;15;Møre og Romsdal;15 - Møre og Romsdal;15;Møre og Romsdal;;;;;
1578 - Fjord;1578;Fjord;1578 - Fjord;1578;Fjord;15 - Møre og Romsdal;15;Møre og Romsdal;15 - Møre og Romsdal;15;Møre og Romsdal;;;;;
1579 - Hustadvika;1579;Hustadvika;1579 - Hustadvika;1579;Hustadvika;15 - Møre og Romsdal;15;Møre og Romsdal;15 - Møre og Romsdal;15;Møre og Romsdal;;;;;
1804 - Bodø;1804;Bodø;1804 - Bodø;1804;Bodø;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1806 - Narvik;1806;Narvik;1806 - Narvik;1806;Narvik;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1811 - Bindal;1811;Bindal;1811 - Bindal;1811;Bindal;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1812 - Sømna;1812;Sømna;1812 - Sømna;1812;Sømna;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1813 - Brønnøy;1813;Brønnøy;1813 - Brønnøy;1813;Brønnøy;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1815 - Vega;1815;Vega;1815 - Vega;1815;Vega;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1816 - Vevelstad;1816;Vevelstad;1816 - Vevelstad;1816;Vevelstad;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1818 - Herøy (Nordland);1818;Herøy (Nordland);1818 - Herøy (Nordland);1818;Herøy (Nordland);18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1820 - Alstahaug;1820;Alstahaug;1820 - Alstahaug;1820;Alstahaug;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1822 - Leirfjord;1822;Leirfjord;1822 - Leirfjord;1822;Leirfjord;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1824 - Vefsn;1824;Vefsn;1824 - Vefsn;1824;Vefsn;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1825 - Grane;1825;Grane;1825 - Grane;1825;Grane;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1826 - Aarborte - Hattfjelldal;1826;Aarborte - Hattfjelldal;1826 - Aarborte - Hattfjelldal;1826;Aarborte - Hattfjelldal;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1827 - Dønna;1827;Dønna;1827 - Dønna;1827;Dønna;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1828 - Nesna;1828;Nesna;1828 - Nesna;1828;Nesna;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1832 - Hemnes;1832;Hemnes;1832 - Hemnes;1832;Hemnes;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1833 - Rana;1833;Rana;1833 - Rana;1833;Rana;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1834 - Lurøy;1834;Lurøy;1834 - Lurøy;1834;Lurøy;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1835 - Træna;1835;Træna;1835 - Træna;1835;Træna;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1836 - Rødøy;1836;Rødøy;1836 - Rødøy;1836;Rødøy;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1837 - Meløy;1837;Meløy;1837 - Meløy;1837;Meløy;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1838 - Gildeskål;1838;Gildeskål;1838 - Gildeskål;1838;Gildeskål;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1839 - Beiarn;1839;Beiarn;1839 - Beiarn;1839;Beiarn;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1840 - Saltdal;1840;Saltdal;1840 - Saltdal;1840;Saltdal;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1841 - Fauske - Fuossko;1841;Fauske - Fuossko;1841 - Fauske - Fuossko;1841;Fauske - Fuossko;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1845 - Sørfold;1845;Sørfold;1845 - Sørfold;1845;Sørfold;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1848 - Steigen;1848;Steigen;1848 - Steigen;1848;Steigen;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1851 - Lødingen;1851;Lødingen;1851 - Lødingen;1851;Lødingen;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1853 - Evenes - Evenássi;1853;Evenes - Evenássi;1853 - Evenes - Evenássi;1853;Evenes - Evenássi;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1856 - Røst;1856;Røst;1856 - Røst;1856;Røst;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1857 - Værøy;1857;Værøy;1857 - Værøy;1857;Værøy;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1859 - Flakstad;1859;Flakstad;1859 - Flakstad;1859;Flakstad;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1860 - Vestvågøy;1860;Vestvågøy;1860 - Vestvågøy;1860;Vestvågøy;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1865 - Vågan;1865;Vågan;1865 - Vågan;1865;Vågan;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1866 - Hadsel;1866;Hadsel;1866 - Hadsel;1866;Hadsel;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1867 - Bø;1867;Bø;1867 - Bø;1867;Bø;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1868 - Øksnes;1868;Øksnes;1868 - Øksnes;1868;Øksnes;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1870 - Sortland - Suortá;1870;Sortland - Suortá;1870 - Sortland - Suortá;1870;Sortland - Suortá;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1871 - Andøy;1871;Andøy;1871 - Andøy;1871;Andøy;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1874 - Moskenes;1874;Moskenes;1874 - Moskenes;1874;Moskenes;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
1875 - Hábmer - Hamarøy;1875;Hábmer - Hamarøy;1875 - Hábmer - Hamarøy;1875;Hábmer - Hamarøy;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;18 - Nordland - Nordlánnda;18;Nordland - Nordlánnda;;;;;
3001 - Halden;3001;Halden;3101 - Halden;3101;Halden;30 - Viken;30;Viken;31 - Østfold;31;Østfold;;;;;
3002 - Moss;3002;Moss;3103 - Moss;3103;Moss;30 - Viken;30;Viken;31 - Østfold;31;Østfold;;;;;
3003 - Sarpsborg;3003;Sarpsborg;3105 - Sarpsborg;3105;Sarpsborg;30 - Viken;30;Viken;31 - Østfold;31;Østfold;;;;;
3004 - Fredrikstad;3004;Fredrikstad;3107 - Fredrikstad;3107;Fredrikstad;30 - Viken;30;Viken;31 - Østfold;31;Østfold;;;;;
3005 - Drammen;3005;Drammen;3301 - Drammen;3301;Drammen;30 - Viken;30;Viken;33 - Buskerud;33;Buskerud;;;;;
3006 - Kongsberg;3006;Kongsberg;3303 - Kongsberg;3303;Kongsberg;30 - Viken;30;Viken;33 - Buskerud;33;Buskerud;;;;;
3007 - Ringerike;3007;Ringerike;3305 - Ringerike;3305;Ringerike;30 - Viken;30;Viken;33 - Buskerud;33;Buskerud;;;;;
3011 - Hvaler;3011;Hvaler;3110 - Hvaler;3110;Hvaler;30 - Viken;30;Viken;31 - Østfold;31;Østfold;;;;;
3012 - Aremark;3012;Aremark;3124 - Aremark;3124;Aremark;30 - Viken;30;Viken;31 - Østfold;31;Østfold;;;;;
3013 - Marker;3013;Marker;3122 - Marker;3122;Marker;30 - Viken;30;Viken;31 - Østfold;31;Østfold;;;;;
3014 - Indre Østfold;3014;Indre Østfold;3118 - Indre Østfold;3118;Indre Østfold;30 - Viken;30;Viken;31 - Østfold;31;Østfold;;;;;
3015 - Skiptvet;3015;Skiptvet;3116 - Skiptvet;3116;Skiptvet;30 - Viken;30;Viken;31 - Østfold;31;Østfold;;;;;
3016 - Rakkestad;3016;Rakkestad;3120 - Rakkestad;3120;Rakkestad;30 - Viken;30;Viken;31 - Østfold;31;Østfold;;;;;
3017 - Råde;3017;Råde;3112 - Råde;3112;Råde;30 - Viken;30;Viken;31 - Østfold;31;Østfold;;;;;
3018 - Våler (Viken);3018;Våler (Viken);3114 - Våler (Viken);3114;Våler (Viken);30 - Viken;30;Viken;31 - Østfold;31;Østfold;;;;;
3019 - Vestby;3019;Vestby;3216 - Vestby;3216;Vestby;30 - Viken;30;Viken;32 - Akershus;32;Akershus;;;;;
3020 - Nordre Follo;3020;Nordre Follo;3207 - Nordre Follo;3207;Nordre Follo;30 - Viken;30;Viken;32 - Akershus;32;Akershus;;;;;
3021 - Ås;3021;Ås;3218 - Ås;3218;Ås;30 - Viken;30;Viken;32 - Akershus;32;Akershus;;;;;
3022 - Frogn;3022;Frogn;3214 - Frogn;3214;Frogn;30 - Viken;30;Viken;32 - Akershus;32;Akershus;;;;;
3023 - Nesodden;3023;Nesodden;3212 - Nesodden;3212;Nesodden;30 - Viken;30;Viken;32 - Akershus;32;Akershus;;;;;
3024 - Bærum;3024;Bærum;3201 - Bærum;3201;Bærum;30 - Viken;30;Viken;32 - Akershus;32;Akershus;;;;;
3025 - Asker;3025;Asker;3203 - Asker;3203;Asker;30 - Viken;30;Viken;32 - Akershus;32;Akershus;;;;;
3026 - Aurskog-Høland;3026;Aurskog-Høland;3226 - Aurskog-Høland;3226;Aurskog-Høland;30 - Viken;30;Viken;32 - Akershus;32;Akershus;;;;;
3027 - Rælingen;3027;Rælingen;3224 - Rælingen;3224;Rælingen;30 - Viken;30;Viken;32 - Akershus;32;Akershus;;;;;
3028 - Enebakk;3028;Enebakk;3220 - Enebakk;3220;Enebakk;30 - Viken;30;Viken;32 - Akershus;32;Akershus;;;;;
3029 - Lørenskog;3029;Lørenskog;3222 - Lørenskog;3222;Lørenskog;30 - Viken;30;Viken;32 - Akershus;32;Akershus;;;;;
3030 - Lillestrøm;3030;Lillestrøm;3205 - Lillestrøm;3205;Lillestrøm;30 - Viken;30;Viken;32 - Akershus;32;Akershus;;;;;
3031 - Nittedal;3031;Nittedal;3232 - Nittedal;3232;Nittedal;30 - Viken;30;Viken;32 - Akershus;32;Akershus;;;;;
3032 - Gjerdrum;3032;Gjerdrum;3230 - Gjerdrum;3230;Gjerdrum;30 - Viken;30;Viken;32 - Akershus;32;Akershus;;;;;
3033 - Ullensaker;3033;Ullensaker;3209 - Ullensaker;3209;Ullensaker;30 - Viken;30;Viken;32 - Akershus;32;Akershus;;;;;
3034 - Nes;3034;Nes;3228 - Nes;3228;Nes;30 - Viken;30;Viken;32 - Akershus;32;Akershus;;;;;
3035 - Eidsvoll;3035;Eidsvoll;3240 - Eidsvoll;3240;Eidsvoll;30 - Viken;30;Viken;32 - Akershus;32;Akershus;;;;;
3036 - Nannestad;3036;Nannestad;3238 - Nannestad;3238;Nannestad;30 - Viken;30;Viken;32 - Akershus;32;Akershus;;;;;
3037 - Hurdal;3037;Hurdal;3242 - Hurdal;3242;Hurdal;30 - Viken;30;Viken;32 - Akershus;32;Akershus;;;;;
3038 - Hole;3038;Hole;3310 - Hole;3310;Hole;30 - Viken;30;Viken;33 - Buskerud;33;Buskerud;;;;;
3039 - Flå;3039;Flå;3320 - Flå;3320;Flå;30 - Viken;30;Viken;33 - Buskerud;33;Buskerud;;;;;
3040 - Nesbyen;3040;Nesbyen;3322 - Nesbyen;3322;Nesbyen;30 - Viken;30;Viken;33 - Buskerud;33;Buskerud;;;;;
3041 - Gol;3041;Gol;3324 - Gol;3324;Gol;30 - Viken;30;Viken;33 - Buskerud;33;Buskerud;;;;;
3042 - Hemsedal;3042;Hemsedal;3326 - Hemsedal;3326;Hemsedal;30 - Viken;30;Viken;33 - Buskerud;33;Buskerud;;;;;
3043 - Ål;3043;Ål;3328 - Ål;3328;Ål;30 - Viken;30;Viken;33 - Buskerud;33;Buskerud;;;;;
3044 - Hol;3044;Hol;3330 - Hol;3330;Hol;30 - Viken;30;Viken;33 - Buskerud;33;Buskerud;;;;;
3045 - Sigdal;3045;Sigdal;3332 - Sigdal;3332;Sigdal;30 - Viken;30;Viken;33 - Buskerud;33;Buskerud;;;;;
3046 - Krødsherad;3046;Krødsherad;3318 - Krødsherad;3318;Krødsherad;30 - Viken;30;Viken;33 - Buskerud;33;Buskerud;;;;;
3047 - Modum;3047;Modum;3316 - Modum;3316;Modum;30 - Viken;30;Viken;33 - Buskerud;33;Buskerud;;;;;
3048 - Øvre Eiker;3048;Øvre Eiker;3314 - Øvre Eiker;3314;Øvre Eiker;30 - Viken;30;Viken;33 - Buskerud;33;Buskerud;;;;;
3049 - Lier;3049;Lier;3312 - Lier;3312;Lier;30 - Viken;30;Viken;33 - Buskerud;33;Buskerud;;;;;
3050 - Flesberg;3050;Flesberg;3334 - Flesberg;3334;Flesberg;30 - Viken;30;Viken;33 - Buskerud;33;Buskerud;;;;;
3051 - Rollag;3051;Rollag;3336 - Rollag;3336;Rollag;30 - Viken;30;Viken;33 - Buskerud;33;Buskerud;;;;;
3052 - Nore og Uvdal;3052;Nore og Uvdal;3338 - Nore og Uvdal;3338;Nore og Uvdal;30 - Viken;30;Viken;33 - Buskerud;33;Buskerud;;;;;
3053 - Jevnaker;3053;Jevnaker;3236 - Jevnaker;3236;Jevnaker;30 - Viken;30;Viken;32 - Akershus;32;Akershus;;;;;
3054 - Lunner;3054;Lunner;3234 - Lunner;3234;Lunner;30 - Viken;30;Viken;32 - Akershus;32;Akershus;;;;;
3401 - Kongsvinger;3401;Kongsvinger;3401 - Kongsvinger;3401;Kongsvinger;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3403 - Hamar;3403;Hamar;3403 - Hamar;3403;Hamar;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3405 - Lillehammer;3405;Lillehammer;3405 - Lillehammer;3405;Lillehammer;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3407 - Gjøvik;3407;Gjøvik;3407 - Gjøvik;3407;Gjøvik;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3411 - Ringsaker;3411;Ringsaker;3411 - Ringsaker;3411;Ringsaker;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3412 - Løten;3412;Løten;3412 - Løten;3412;Løten;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3413 - Stange;3413;Stange;3413 - Stange;3413;Stange;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3414 - Nord-Odal;3414;Nord-Odal;3414 - Nord-Odal;3414;Nord-Odal;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3415 - Sør-Odal;3415;Sør-Odal;3415 - Sør-Odal;3415;Sør-Odal;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3416 - Eidskog;3416;Eidskog;3416 - Eidskog;3416;Eidskog;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3417 - Grue;3417;Grue;3417 - Grue;3417;Grue;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3418 - Åsnes;3418;Åsnes;3418 - Åsnes;3418;Åsnes;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3419 - Våler (Innlandet);3419;Våler (Innlandet);3419 - Våler (Innlandet);3419;Våler (Innlandet);34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3420 - Elverum;3420;Elverum;3420 - Elverum;3420;Elverum;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3421 - Trysil;3421;Trysil;3421 - Trysil;3421;Trysil;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3422 - Åmot;3422;Åmot;3422 - Åmot;3422;Åmot;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3423 - Stor-Elvdal;3423;Stor-Elvdal;3423 - Stor-Elvdal;3423;Stor-Elvdal;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3424 - Rendalen;3424;Rendalen;3424 - Rendalen;3424;Rendalen;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3425 - Engerdal;3425;Engerdal;3425 - Engerdal;3425;Engerdal;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3426 - Tolga;3426;Tolga;3426 - Tolga;3426;Tolga;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3427 - Tynset;3427;Tynset;3427 - Tynset;3427;Tynset;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3428 - Alvdal;3428;Alvdal;3428 - Alvdal;3428;Alvdal;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3429 - Folldal;3429;Folldal;3429 - Folldal;3429;Folldal;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3430 - Os;3430;Os;3430 - Os;3430;Os;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3431 - Dovre;3431;Dovre;3431 - Dovre;3431;Dovre;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3432 - Lesja;3432;Lesja;3432 - Lesja;3432;Lesja;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3433 - Skjåk;3433;Skjåk;3433 - Skjåk;3433;Skjåk;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3434 - Lom;3434;Lom;3434 - Lom;3434;Lom;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3435 - Vågå;3435;Vågå;3435 - Vågå;3435;Vågå;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3436 - Nord-Fron;3436;Nord-Fron;3436 - Nord-Fron;3436;Nord-Fron;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3437 - Sel;3437;Sel;3437 - Sel;3437;Sel;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3438 - Sør-Fron;3438;Sør-Fron;3438 - Sør-Fron;3438;Sør-Fron;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3439 - Ringebu;3439;Ringebu;3439 - Ringebu;3439;Ringebu;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3440 - Øyer;3440;Øyer;3440 - Øyer;3440;Øyer;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3441 - Gausdal;3441;Gausdal;3441 - Gausdal;3441;Gausdal;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3442 - Østre Toten;3442;Østre Toten;3442 - Østre Toten;3442;Østre Toten;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3443 - Vestre Toten;3443;Vestre Toten;3443 - Vestre Toten;3443;Vestre Toten;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3446 - Gran;3446;Gran;3446 - Gran;3446;Gran;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3447 - Søndre Land;3447;Søndre Land;3447 - Søndre Land;3447;Søndre Land;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3448 - Nordre Land;3448;Nordre Land;3448 - Nordre Land;3448;Nordre Land;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3449 - Sør-Aurdal;3449;Sør-Aurdal;3449 - Sør-Aurdal;3449;Sør-Aurdal;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3450 - Etnedal;3450;Etnedal;3450 - Etnedal;3450;Etnedal;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3451 - Nord-Aurdal;3451;Nord-Aurdal;3451 - Nord-Aurdal;3451;Nord-Aurdal;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3452 - Vestre Slidre;3452;Vestre Slidre;3452 - Vestre Slidre;3452;Vestre Slidre;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3453 - Øystre Slidre;3453;Øystre Slidre;3453 - Øystre Slidre;3453;Øystre Slidre;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
3454 - Vang;3454;Vang;3454 - Vang;3454;Vang;34 - Innlandet;34;Innlandet;34 - Innlandet;34;Innlandet;;;;;
4201 - Risør;4201;Risør;4201 - Risør;4201;Risør;42 - Agder;42;Agder;42 - Agder;42;Agder;;;;;
4202 - Grimstad;4202;Grimstad;4202 - Grimstad;4202;Grimstad;42 - Agder;42;Agder;42 - Agder;42;Agder;;;;;
4203 - Arendal;4203;Arendal;4203 - Arendal;4203;Arendal;42 - Agder;42;Agder;42 - Agder;42;Agder;;;;;
4204 - Kristiansand;4204;Kristiansand;4204 - Kristiansand;4204;Kristiansand;42 - Agder;42;Agder;42 - Agder;42;Agder;;;;;
4205 - Lindesnes;4205;Lindesnes;4205 - Lindesnes;4205;Lindesnes;42 - Agder;42;Agder;42 - Agder;42;Agder;;;;;
4206 - Farsund;4206;Farsund;4206 - Farsund;4206;Farsund;42 - Agder;42;Agder;42 - Agder;42;Agder;;;;;
4207 - Flekkefjord;4207;Flekkefjord;4207 - Flekkefjord;4207;Flekkefjord;42 - Agder;42;Agder;42 - Agder;42;Agder;;;;;
4211 - Gjerstad;4211;Gjerstad;4211 - Gjerstad;4211;Gjerstad;42 - Agder;42;Agder;42 - Agder;42;Agder;;;;;
4212 - Vegårshei;4212;Vegårshei;4212 - Vegårshei;4212;Vegårshei;42 - Agder;42;Agder;42 - Agder;42;Agder;;;;;
4213 - Tvedestrand;4213;Tvedestrand;4213 - Tvedestrand;4213;Tvedestrand;42 - Agder;42;Agder;42 - Agder;42;Agder;;;;;
4214 - Froland;4214;Froland;4214 - Froland;4214;Froland;42 - Agder;42;Agder;42 - Agder;42;Agder;;;;;
4215 - Lillesand;4215;Lillesand;4215 - Lillesand;4215;Lillesand;42 - Agder;42;Agder;42 - Agder;42;Agder;;;;;
4216 - Birkenes;4216;Birkenes;4216 - Birkenes;4216;Birkenes;42 - Agder;42;Agder;42 - Agder;42;Agder;;;;;
4217 - Åmli;4217;Åmli;4217 - Åmli;4217;Åmli;42 - Agder;42;Agder;42 - Agder;42;Agder;;;;;
