Gruppe / kommune,Arrangement for skoler og barnehager,Samtale og debatt-arrangement,Kultur-arrangement,Opplæring/ kurs/ verksted,Bibliotekinformasjon/ omvisning
Vestfold og Telemark,612,139,648,539,34
