Dato,Nivå,Geografisk enhet,Yrke,Antall søkere,Antall utlyste stillinger
2025-08-01,Telemark kommuner,Notodden,"Jordbruk, skogbruk og fiske",2.0,
2025-08-01,Telemark kommuner,Notodden,Kontorarbeid,11.0,1.0
2025-08-01,Telemark kommuner,Notodden,Ledere,6.0,
2025-08-01,Telemark kommuner,Notodden,Meglere og konsulenter,1.0,
2025-08-01,Telemark kommuner,Notodden,Reiseliv og transport,17.0,2.0
2025-08-01,Telemark kommuner,Notodden,Serviceyrker og annet arbeid,21.0,18.0
2025-08-01,Telemark kommuner,Notodden,Undervisning,8.0,2.0
2025-08-01,Telemark kommuner,Porsgrunn,Akademiske yrker,12.0,9.0
2025-08-01,Telemark kommuner,Porsgrunn,Barne- og ungdomsarbeid,42.0,5.0
2025-08-01,Telemark kommuner,Porsgrunn,Butikk- og salgsarbeid,99.0,30.0
2025-08-01,Telemark kommuner,Porsgrunn,Bygg og anlegg,68.0,36.0
2025-08-01,Telemark kommuner,Porsgrunn,"Helse, pleie og omsorg",79.0,33.0
2025-08-01,Telemark kommuner,Porsgrunn,Industriarbeid,86.0,24.0
2025-08-01,Telemark kommuner,Porsgrunn,Ingen yrkesbakgrunn eller uoppgitt,114.0,
2025-08-01,Telemark kommuner,Porsgrunn,Ingeniør- og ikt-fag,43.0,8.0
2025-08-01,Telemark kommuner,Porsgrunn,"Jordbruk, skogbruk og fiske",10.0,
2025-08-01,Telemark kommuner,Porsgrunn,Kontorarbeid,40.0,10.0
2025-08-01,Telemark kommuner,Porsgrunn,Ledere,35.0,6.0
2025-08-01,Telemark kommuner,Porsgrunn,Meglere og konsulenter,16.0,6.0
2025-08-01,Telemark kommuner,Porsgrunn,Reiseliv og transport,66.0,16.0
2025-08-01,Telemark kommuner,Porsgrunn,Serviceyrker og annet arbeid,82.0,2.0
2025-08-01,Telemark kommuner,Porsgrunn,Undervisning,38.0,17.0
2025-08-01,Telemark kommuner,Seljord,Akademiske yrker,1.0,
2025-08-01,Telemark kommuner,Seljord,Barne- og ungdomsarbeid,2.0,1.0
2025-08-01,Telemark kommuner,Seljord,Butikk- og salgsarbeid,3.0,6.0
2025-08-01,Telemark kommuner,Seljord,Bygg og anlegg,3.0,
2025-08-01,Telemark kommuner,Seljord,"Helse, pleie og omsorg",3.0,3.0
2025-08-01,Telemark kommuner,Seljord,Industriarbeid,3.0,4.0
2025-08-01,Telemark kommuner,Seljord,Ingen yrkesbakgrunn eller uoppgitt,13.0,
2025-08-01,Telemark kommuner,Seljord,Ingeniør- og ikt-fag,1.0,1.0
2025-08-01,Telemark kommuner,Seljord,Kontorarbeid,1.0,
2025-08-01,Telemark kommuner,Seljord,Ledere,1.0,
2025-08-01,Telemark kommuner,Seljord,Meglere og konsulenter,1.0,
2025-08-01,Telemark kommuner,Seljord,Reiseliv og transport,4.0,3.0
2025-08-01,Telemark kommuner,Seljord,Serviceyrker og annet arbeid,2.0,3.0
2025-08-01,Telemark kommuner,Seljord,Undervisning,2.0,
2025-08-01,Telemark kommuner,Siljan,Barne- og ungdomsarbeid,5.0,
2025-08-01,Telemark kommuner,Siljan,Butikk- og salgsarbeid,8.0,
2025-08-01,Telemark kommuner,Siljan,Bygg og anlegg,3.0,1.0
2025-08-01,Telemark kommuner,Siljan,"Helse, pleie og omsorg",1.0,1.0
2025-08-01,Telemark kommuner,Siljan,Industriarbeid,6.0,
2025-08-01,Telemark kommuner,Siljan,Ingen yrkesbakgrunn eller uoppgitt,6.0,
2025-08-01,Telemark kommuner,Siljan,"Jordbruk, skogbruk og fiske",2.0,
2025-08-01,Telemark kommuner,Siljan,Kontorarbeid,1.0,3.0
2025-08-01,Telemark kommuner,Siljan,Ledere,1.0,
2025-08-01,Telemark kommuner,Siljan,Reiseliv og transport,4.0,
2025-08-01,Telemark kommuner,Siljan,Serviceyrker og annet arbeid,2.0,
2025-08-01,Telemark kommuner,Siljan,Undervisning,1.0,1.0
2025-08-01,Telemark kommuner,Skien,Akademiske yrker,14.0,7.0
2025-08-01,Telemark kommuner,Skien,Barne- og ungdomsarbeid,76.0,
2025-08-01,Telemark kommuner,Skien,Butikk- og salgsarbeid,122.0,73.0
2025-08-01,Telemark kommuner,Skien,Bygg og anlegg,125.0,32.0
2025-08-01,Telemark kommuner,Skien,"Helse, pleie og omsorg",91.0,89.0
2025-08-01,Telemark kommuner,Skien,Industriarbeid,107.0,25.0
2025-08-01,Telemark kommuner,Skien,Ingen yrkesbakgrunn eller uoppgitt,123.0,
2025-08-01,Telemark kommuner,Skien,Ingeniør- og ikt-fag,50.0,25.0
2025-08-01,Telemark kommuner,Skien,"Jordbruk, skogbruk og fiske",11.0,3.0
2025-08-01,Telemark kommuner,Skien,Kontorarbeid,69.0,12.0
2025-08-01,Telemark kommuner,Skien,Ledere,31.0,8.0
2025-08-01,Telemark kommuner,Skien,Meglere og konsulenter,24.0,12.0
2025-08-01,Telemark kommuner,Skien,Reiseliv og transport,101.0,24.0
2025-08-01,Telemark kommuner,Skien,Serviceyrker og annet arbeid,112.0,73.0
2025-08-01,Telemark kommuner,Skien,Undervisning,35.0,3.0
2025-08-01,Telemark kommuner,Tinn,Barne- og ungdomsarbeid,3.0,
2025-08-01,Telemark kommuner,Tinn,Butikk- og salgsarbeid,16.0,1.0
2025-08-01,Telemark kommuner,Tinn,Bygg og anlegg,11.0,
2025-08-01,Telemark kommuner,Tinn,"Helse, pleie og omsorg",9.0,3.0
2025-08-01,Telemark kommuner,Tinn,Industriarbeid,5.0,2.0
2025-08-01,Telemark kommuner,Tinn,Ingen yrkesbakgrunn eller uoppgitt,6.0,
2025-08-01,Telemark kommuner,Tinn,Ingeniør- og ikt-fag,1.0,
2025-08-01,Telemark kommuner,Tinn,Kontorarbeid,4.0,1.0
2025-08-01,Telemark kommuner,Tinn,Ledere,1.0,
2025-08-01,Telemark kommuner,Tinn,Meglere og konsulenter,1.0,
2025-08-01,Telemark kommuner,Tinn,Reiseliv og transport,8.0,1.0
2025-08-01,Telemark kommuner,Tinn,Serviceyrker og annet arbeid,5.0,1.0
2025-08-01,Telemark kommuner,Tinn,Undervisning,3.0,
2025-08-01,Telemark kommuner,Tokke,Barne- og ungdomsarbeid,2.0,
2025-08-01,Telemark kommuner,Tokke,Butikk- og salgsarbeid,2.0,1.0
2025-08-01,Telemark kommuner,Tokke,Bygg og anlegg,4.0,4.0
2025-08-01,Telemark kommuner,Tokke,"Helse, pleie og omsorg",2.0,1.0
2025-08-01,Telemark kommuner,Tokke,Industriarbeid,3.0,
2025-08-01,Telemark kommuner,Tokke,Ingeniør- og ikt-fag,3.0,
2025-08-01,Telemark kommuner,Tokke,Kontorarbeid,4.0,3.0
2025-08-01,Telemark kommuner,Tokke,Ledere,1.0,
2025-08-01,Telemark kommuner,Tokke,Meglere og konsulenter,1.0,
2025-08-01,Telemark kommuner,Tokke,Reiseliv og transport,2.0,4.0
2025-08-01,Telemark kommuner,Tokke,Serviceyrker og annet arbeid,3.0,1.0
2025-08-01,Telemark kommuner,Tokke,Undervisning,1.0,
2025-08-01,Telemark kommuner,Vinje,Akademiske yrker,2.0,
2025-08-01,Telemark kommuner,Vinje,Barne- og ungdomsarbeid,1.0,
2025-08-01,Telemark kommuner,Vinje,Butikk- og salgsarbeid,5.0,18.0
2025-08-01,Telemark kommuner,Vinje,Bygg og anlegg,4.0,9.0
2025-08-01,Telemark kommuner,Vinje,"Helse, pleie og omsorg",1.0,3.0
2025-08-01,Telemark kommuner,Vinje,Industriarbeid,1.0,
2025-08-01,Telemark kommuner,Vinje,Ingen yrkesbakgrunn eller uoppgitt,22.0,
2025-08-01,Telemark kommuner,Vinje,Ingeniør- og ikt-fag,2.0,
2025-08-01,Telemark kommuner,Vinje,"Jordbruk, skogbruk og fiske",1.0,2.0
2025-08-01,Telemark kommuner,Vinje,Kontorarbeid,,1.0
2025-08-01,Telemark kommuner,Vinje,Ledere,2.0,
2025-08-01,Telemark kommuner,Vinje,Reiseliv og transport,4.0,2.0
2025-08-01,Telemark kommuner,Vinje,Serviceyrker og annet arbeid,3.0,7.0
2025-08-01,Telemark kommuner,Vinje,Undervisning,,1.0
2025-09-01,Fylker,Agder,Akademiske yrker,83.0,56.0
2025-09-01,Fylker,Agder,Barne- og ungdomsarbeid,332.0,179.0
2025-09-01,Fylker,Agder,Butikk- og salgsarbeid,581.0,272.0
2025-09-01,Fylker,Agder,Bygg og anlegg,458.0,59.0
2025-09-01,Fylker,Agder,"Helse, pleie og omsorg",422.0,540.0
2025-09-01,Fylker,Agder,Industriarbeid,540.0,153.0
2025-09-01,Fylker,Agder,Ingen yrkesbakgrunn eller uoppgitt,800.0,1.0
2025-09-01,Fylker,Agder,Ingeniør- og ikt-fag,299.0,63.0
2025-09-01,Fylker,Agder,"Jordbruk, skogbruk og fiske",65.0,3.0
2025-09-01,Fylker,Agder,Kontorarbeid,303.0,138.0
2025-09-01,Fylker,Agder,Ledere,155.0,55.0
2025-09-01,Fylker,Agder,Meglere og konsulenter,145.0,48.0
2025-09-01,Fylker,Agder,Reiseliv og transport,465.0,119.0
2025-09-01,Fylker,Agder,Serviceyrker og annet arbeid,555.0,202.0
2025-09-01,Fylker,Agder,Undervisning,221.0,117.0
2025-09-01,Fylker,Akershus,Akademiske yrker,344.0,85.0
2025-09-01,Fylker,Akershus,Barne- og ungdomsarbeid,764.0,342.0
2025-09-01,Fylker,Akershus,Butikk- og salgsarbeid,1360.0,882.0
2025-09-01,Fylker,Akershus,Bygg og anlegg,1419.0,272.0
2025-09-01,Fylker,Akershus,"Helse, pleie og omsorg",896.0,954.0
2025-09-01,Fylker,Akershus,Industriarbeid,715.0,261.0
2025-09-01,Fylker,Akershus,Ingen yrkesbakgrunn eller uoppgitt,1534.0,1.0
2025-09-01,Fylker,Akershus,Ingeniør- og ikt-fag,906.0,376.0
2025-09-01,Fylker,Akershus,"Jordbruk, skogbruk og fiske",81.0,21.0
2025-09-01,Fylker,Akershus,Kontorarbeid,1404.0,302.0
2025-09-01,Fylker,Akershus,Ledere,792.0,150.0
2025-09-01,Fylker,Akershus,Meglere og konsulenter,539.0,118.0
2025-09-01,Fylker,Akershus,Reiseliv og transport,1210.0,354.0
2025-09-01,Fylker,Akershus,Serviceyrker og annet arbeid,1436.0,331.0
2025-09-01,Fylker,Akershus,Undervisning,430.0,317.0
2025-09-01,Fylker,Buskerud,Akademiske yrker,84.0,53.0
2025-09-01,Fylker,Buskerud,Barne- og ungdomsarbeid,294.0,62.0
2025-09-01,Fylker,Buskerud,Butikk- og salgsarbeid,540.0,268.0
2025-09-01,Fylker,Buskerud,Bygg og anlegg,617.0,108.0
2025-09-01,Fylker,Buskerud,"Helse, pleie og omsorg",379.0,379.0
2025-09-01,Fylker,Buskerud,Industriarbeid,425.0,190.0
2025-09-01,Fylker,Buskerud,Ingen yrkesbakgrunn eller uoppgitt,561.0,
2025-09-01,Fylker,Buskerud,Ingeniør- og ikt-fag,243.0,134.0
2025-09-01,Fylker,Buskerud,"Jordbruk, skogbruk og fiske",65.0,14.0
2025-09-01,Fylker,Buskerud,Kontorarbeid,402.0,127.0
2025-09-01,Fylker,Buskerud,Ledere,202.0,45.0
2025-09-01,Fylker,Buskerud,Meglere og konsulenter,121.0,34.0
2025-09-01,Fylker,Buskerud,Reiseliv og transport,420.0,146.0
2025-09-01,Fylker,Buskerud,Serviceyrker og annet arbeid,485.0,213.0
2025-09-01,Fylker,Buskerud,Undervisning,144.0,103.0
2025-09-01,Fylker,Finnmark,Akademiske yrker,12.0,26.0
2025-09-01,Fylker,Finnmark,Barne- og ungdomsarbeid,75.0,25.0
2025-09-01,Fylker,Finnmark,Butikk- og salgsarbeid,88.0,95.0
2025-09-01,Fylker,Finnmark,Bygg og anlegg,100.0,43.0
2025-09-01,Fylker,Finnmark,"Helse, pleie og omsorg",90.0,201.0
2025-09-01,Fylker,Finnmark,Industriarbeid,402.0,27.0
2025-09-01,Fylker,Finnmark,Ingen yrkesbakgrunn eller uoppgitt,190.0,5.0
2025-09-01,Fylker,Finnmark,Ingeniør- og ikt-fag,34.0,26.0
2025-09-01,Fylker,Finnmark,"Jordbruk, skogbruk og fiske",53.0,3.0
2025-09-01,Fylker,Finnmark,Kontorarbeid,57.0,30.0
2025-09-01,Fylker,Finnmark,Ledere,35.0,15.0
2025-09-01,Fylker,Finnmark,Meglere og konsulenter,16.0,7.0
2025-09-01,Fylker,Finnmark,Reiseliv og transport,107.0,52.0
2025-09-01,Fylker,Finnmark,Serviceyrker og annet arbeid,140.0,48.0
2025-09-01,Fylker,Finnmark,Undervisning,34.0,19.0
2025-09-01,Fylker,Innlandet,Akademiske yrker,79.0,72.0
2025-09-01,Fylker,Innlandet,Barne- og ungdomsarbeid,318.0,68.0
2025-09-01,Fylker,Innlandet,Butikk- og salgsarbeid,564.0,483.0
2025-09-01,Fylker,Innlandet,Bygg og anlegg,548.0,63.0
2025-09-01,Fylker,Innlandet,"Helse, pleie og omsorg",451.0,689.0
2025-09-01,Fylker,Innlandet,Industriarbeid,516.0,154.0
2025-09-01,Fylker,Innlandet,Ingen yrkesbakgrunn eller uoppgitt,939.0,4.0
2025-09-01,Fylker,Innlandet,Ingeniør- og ikt-fag,216.0,88.0
2025-09-01,Fylker,Innlandet,"Jordbruk, skogbruk og fiske",100.0,18.0
2025-09-01,Fylker,Innlandet,Kontorarbeid,345.0,88.0
2025-09-01,Fylker,Innlandet,Ledere,167.0,57.0
2025-09-01,Fylker,Innlandet,Meglere og konsulenter,103.0,44.0
2025-09-01,Fylker,Innlandet,Reiseliv og transport,494.0,204.0
2025-09-01,Fylker,Innlandet,Serviceyrker og annet arbeid,611.0,265.0
2025-09-01,Fylker,Innlandet,Undervisning,164.0,86.0
2025-09-01,Fylker,Møre og Romsdal,Akademiske yrker,46.0,40.0
2025-09-01,Fylker,Møre og Romsdal,Barne- og ungdomsarbeid,233.0,168.0
2025-09-01,Fylker,Møre og Romsdal,Butikk- og salgsarbeid,379.0,157.0
2025-09-01,Fylker,Møre og Romsdal,Bygg og anlegg,308.0,179.0
2025-09-01,Fylker,Møre og Romsdal,"Helse, pleie og omsorg",290.0,395.0
2025-09-01,Fylker,Møre og Romsdal,Industriarbeid,432.0,181.0
2025-09-01,Fylker,Møre og Romsdal,Ingen yrkesbakgrunn eller uoppgitt,641.0,
2025-09-01,Fylker,Møre og Romsdal,Ingeniør- og ikt-fag,168.0,86.0
2025-09-01,Fylker,Møre og Romsdal,"Jordbruk, skogbruk og fiske",86.0,9.0
2025-09-01,Fylker,Møre og Romsdal,Kontorarbeid,207.0,101.0
2025-09-01,Fylker,Møre og Romsdal,Ledere,117.0,49.0
2025-09-01,Fylker,Møre og Romsdal,Meglere og konsulenter,79.0,69.0
2025-09-01,Fylker,Møre og Romsdal,Reiseliv og transport,342.0,152.0
2025-09-01,Fylker,Møre og Romsdal,Serviceyrker og annet arbeid,345.0,176.0
2025-09-01,Fylker,Møre og Romsdal,Undervisning,127.0,101.0
2025-09-01,Fylker,Nordland,Akademiske yrker,48.0,51.0
2025-09-01,Fylker,Nordland,Barne- og ungdomsarbeid,165.0,113.0
2025-09-01,Fylker,Nordland,Butikk- og salgsarbeid,275.0,373.0
2025-09-01,Fylker,Nordland,Bygg og anlegg,208.0,140.0
2025-09-01,Fylker,Nordland,"Helse, pleie og omsorg",238.0,592.0
2025-09-01,Fylker,Nordland,Industriarbeid,428.0,103.0
2025-09-01,Fylker,Nordland,Ingen yrkesbakgrunn eller uoppgitt,576.0,3.0
2025-09-01,Fylker,Nordland,Ingeniør- og ikt-fag,115.0,79.0
2025-09-01,Fylker,Nordland,"Jordbruk, skogbruk og fiske",94.0,13.0
2025-09-01,Fylker,Nordland,Kontorarbeid,136.0,93.0
2025-09-01,Fylker,Nordland,Ledere,90.0,47.0
2025-09-01,Fylker,Nordland,Meglere og konsulenter,44.0,18.0
2025-09-01,Fylker,Nordland,Reiseliv og transport,268.0,160.0
2025-09-01,Fylker,Nordland,Serviceyrker og annet arbeid,307.0,186.0
2025-09-01,Fylker,Nordland,Undervisning,93.0,55.0
2025-09-01,Fylker,Oslo,Akademiske yrker,645.0,422.0
2025-09-01,Fylker,Oslo,Barne- og ungdomsarbeid,764.0,170.0
2025-09-01,Fylker,Oslo,Butikk- og salgsarbeid,1448.0,925.0
2025-09-01,Fylker,Oslo,Bygg og anlegg,1069.0,821.0
2025-09-01,Fylker,Oslo,"Helse, pleie og omsorg",1125.0,1098.0
2025-09-01,Fylker,Oslo,Industriarbeid,513.0,449.0
2025-09-01,Fylker,Oslo,Ingen yrkesbakgrunn eller uoppgitt,1968.0,
2025-09-01,Fylker,Oslo,Ingeniør- og ikt-fag,1457.0,992.0
2025-09-01,Fylker,Oslo,"Jordbruk, skogbruk og fiske",50.0,9.0
2025-09-01,Fylker,Oslo,Kontorarbeid,1321.0,598.0
2025-09-01,Fylker,Oslo,Ledere,1121.0,344.0
2025-09-01,Fylker,Oslo,Meglere og konsulenter,750.0,409.0
2025-09-01,Fylker,Oslo,Reiseliv og transport,1536.0,881.0
2025-09-01,Fylker,Oslo,Serviceyrker og annet arbeid,2062.0,636.0
2025-09-01,Fylker,Oslo,Undervisning,742.0,347.0
2025-09-01,Fylker,Rogaland,Akademiske yrker,138.0,56.0
2025-09-01,Fylker,Rogaland,Barne- og ungdomsarbeid,383.0,279.0
2025-09-01,Fylker,Rogaland,Butikk- og salgsarbeid,659.0,653.0
2025-09-01,Fylker,Rogaland,Bygg og anlegg,510.0,499.0
2025-09-01,Fylker,Rogaland,"Helse, pleie og omsorg",548.0,804.0
2025-09-01,Fylker,Rogaland,Industriarbeid,685.0,316.0
2025-09-01,Fylker,Rogaland,Ingen yrkesbakgrunn eller uoppgitt,1230.0,4.0
2025-09-01,Fylker,Rogaland,Ingeniør- og ikt-fag,557.0,427.0
2025-09-01,Fylker,Rogaland,"Jordbruk, skogbruk og fiske",112.0,9.0
2025-09-01,Fylker,Rogaland,Kontorarbeid,474.0,277.0
2025-09-01,Fylker,Rogaland,Ledere,317.0,96.0
2025-09-01,Fylker,Rogaland,Meglere og konsulenter,220.0,67.0
2025-09-01,Fylker,Rogaland,Reiseliv og transport,680.0,328.0
2025-09-01,Fylker,Rogaland,Serviceyrker og annet arbeid,734.0,276.0
2025-09-01,Fylker,Rogaland,Undervisning,246.0,232.0
2025-09-01,Fylker,Sogn og Fjordane,Bygg og anlegg,,8.0
2025-09-01,Fylker,Sogn og Fjordane,Industriarbeid,,30.0
2025-09-01,Fylker,Svalbard og øvrige områder,Akademiske yrker,1.0,
2025-09-01,Fylker,Svalbard og øvrige områder,Butikk- og salgsarbeid,2.0,
2025-09-01,Fylker,Svalbard og øvrige områder,Bygg og anlegg,2.0,
2025-09-01,Fylker,Svalbard og øvrige områder,Industriarbeid,1.0,
2025-09-01,Fylker,Svalbard og øvrige områder,Ingeniør- og ikt-fag,2.0,
2025-09-01,Fylker,Svalbard og øvrige områder,Kontorarbeid,5.0,
2025-09-01,Fylker,Svalbard og øvrige områder,Ledere,1.0,
2025-09-01,Fylker,Svalbard og øvrige områder,Reiseliv og transport,3.0,
2025-09-01,Fylker,Svalbard og øvrige områder,Serviceyrker og annet arbeid,2.0,
2025-09-01,Fylker,Svalbard og øvrige områder,Undervisning,2.0,
2025-09-01,Fylker,Telemark,Akademiske yrker,46.0,20.0
2025-09-01,Fylker,Telemark,Barne- og ungdomsarbeid,162.0,67.0
2025-09-01,Fylker,Telemark,Butikk- og salgsarbeid,372.0,133.0
2025-09-01,Fylker,Telemark,Bygg og anlegg,300.0,108.0
2025-09-01,Fylker,Telemark,"Helse, pleie og omsorg",258.0,241.0
2025-09-01,Fylker,Telemark,Industriarbeid,320.0,105.0
2025-09-01,Fylker,Telemark,Ingen yrkesbakgrunn eller uoppgitt,514.0,
2025-09-01,Fylker,Telemark,Ingeniør- og ikt-fag,145.0,42.0
2025-09-01,Fylker,Telemark,"Jordbruk, skogbruk og fiske",46.0,1.0
2025-09-01,Fylker,Telemark,Kontorarbeid,203.0,51.0
2025-09-01,Fylker,Telemark,Ledere,107.0,28.0
2025-09-01,Fylker,Telemark,Meglere og konsulenter,55.0,21.0
2025-09-01,Fylker,Telemark,Reiseliv og transport,286.0,85.0
2025-09-01,Fylker,Telemark,Serviceyrker og annet arbeid,338.0,77.0
2025-09-01,Fylker,Telemark,Undervisning,121.0,30.0
2025-09-01,Fylker,Troms,Akademiske yrker,39.0,58.0
2025-09-01,Fylker,Troms,Barne- og ungdomsarbeid,86.0,97.0
2025-09-01,Fylker,Troms,Butikk- og salgsarbeid,155.0,226.0
2025-09-01,Fylker,Troms,Bygg og anlegg,138.0,79.0
2025-09-01,Fylker,Troms,"Helse, pleie og omsorg",140.0,747.0
2025-09-01,Fylker,Troms,Industriarbeid,206.0,85.0
2025-09-01,Fylker,Troms,Ingen yrkesbakgrunn eller uoppgitt,248.0,1.0
2025-09-01,Fylker,Troms,Ingeniør- og ikt-fag,80.0,47.0
2025-09-01,Fylker,Troms,"Jordbruk, skogbruk og fiske",51.0,10.0
2025-09-01,Fylker,Troms,Kontorarbeid,104.0,90.0
2025-09-01,Fylker,Troms,Ledere,48.0,39.0
2025-09-01,Fylker,Troms,Meglere og konsulenter,37.0,38.0
2025-09-01,Fylker,Troms,Reiseliv og transport,195.0,190.0
2025-09-01,Fylker,Troms,Serviceyrker og annet arbeid,190.0,316.0
2025-09-01,Fylker,Troms,Undervisning,90.0,114.0
2025-09-01,Fylker,Trøndelag,Akademiske yrker,125.0,93.0
2025-09-01,Fylker,Trøndelag,Barne- og ungdomsarbeid,348.0,110.0
2025-09-01,Fylker,Trøndelag,Butikk- og salgsarbeid,700.0,499.0
2025-09-01,Fylker,Trøndelag,Bygg og anlegg,658.0,255.0
2025-09-01,Fylker,Trøndelag,"Helse, pleie og omsorg",564.0,667.0
2025-09-01,Fylker,Trøndelag,Industriarbeid,682.0,262.0
2025-09-01,Fylker,Trøndelag,Ingen yrkesbakgrunn eller uoppgitt,974.0,
2025-09-01,Fylker,Trøndelag,Ingeniør- og ikt-fag,407.0,217.0
2025-09-01,Fylker,Trøndelag,"Jordbruk, skogbruk og fiske",118.0,24.0
2025-09-01,Fylker,Trøndelag,Kontorarbeid,439.0,158.0
2025-09-01,Fylker,Trøndelag,Ledere,267.0,81.0
2025-09-01,Fylker,Trøndelag,Meglere og konsulenter,157.0,82.0
2025-09-01,Fylker,Trøndelag,Reiseliv og transport,652.0,328.0
2025-09-01,Fylker,Trøndelag,Serviceyrker og annet arbeid,721.0,295.0
2025-09-01,Fylker,Trøndelag,Undervisning,398.0,127.0
2025-09-01,Fylker,UKJENT,Akademiske yrker,,1.0
2025-09-01,Fylker,UKJENT,"Helse, pleie og omsorg",,1.0
2025-09-01,Fylker,UKJENT,Kontorarbeid,,4.0
2025-09-01,Fylker,UTLAND,Akademiske yrker,,1.0
2025-09-01,Fylker,UTLAND,Bygg og anlegg,,2.0
2025-09-01,Fylker,UTLAND,"Helse, pleie og omsorg",,3.0
2025-09-01,Fylker,UTLAND,Industriarbeid,,2.0
2025-09-01,Fylker,UTLAND,Ingeniør- og ikt-fag,,6.0
2025-09-01,Fylker,UTLAND,Kontorarbeid,,20.0
2025-09-01,Fylker,UTLAND,Ledere,,3.0
2025-09-01,Fylker,UTLAND,Reiseliv og transport,,10.0
2025-09-01,Fylker,UTLAND,Serviceyrker og annet arbeid,,11.0
2025-09-01,Fylker,Ukjent,Akademiske yrker,2.0,
2025-09-01,Fylker,Ukjent,Barne- og ungdomsarbeid,3.0,
2025-09-01,Fylker,Ukjent,Butikk- og salgsarbeid,6.0,
2025-09-01,Fylker,Ukjent,Bygg og anlegg,61.0,
2025-09-01,Fylker,Ukjent,"Helse, pleie og omsorg",10.0,
2025-09-01,Fylker,Ukjent,Industriarbeid,40.0,
2025-09-01,Fylker,Ukjent,Ingen yrkesbakgrunn eller uoppgitt,22.0,
2025-09-01,Fylker,Ukjent,Ingeniør- og ikt-fag,6.0,
2025-09-01,Fylker,Ukjent,"Jordbruk, skogbruk og fiske",2.0,
2025-09-01,Fylker,Ukjent,Kontorarbeid,9.0,
2025-09-01,Fylker,Ukjent,Ledere,5.0,
2025-09-01,Fylker,Ukjent,Meglere og konsulenter,1.0,
2025-09-01,Fylker,Ukjent,Reiseliv og transport,8.0,
2025-09-01,Fylker,Ukjent,Serviceyrker og annet arbeid,15.0,
2025-09-01,Fylker,Ukjent,Undervisning,2.0,
2025-09-01,Fylker,Vestfold,Akademiske yrker,85.0,35.0
2025-09-01,Fylker,Vestfold,Barne- og ungdomsarbeid,253.0,87.0
2025-09-01,Fylker,Vestfold,Butikk- og salgsarbeid,513.0,173.0
2025-09-01,Fylker,Vestfold,Bygg og anlegg,429.0,154.0
2025-09-01,Fylker,Vestfold,"Helse, pleie og omsorg",372.0,300.0
2025-09-01,Fylker,Vestfold,Industriarbeid,376.0,175.0
2025-09-01,Fylker,Vestfold,Ingen yrkesbakgrunn eller uoppgitt,524.0,
2025-09-01,Fylker,Vestfold,Ingeniør- og ikt-fag,236.0,95.0
2025-09-01,Fylker,Vestfold,"Jordbruk, skogbruk og fiske",62.0,7.0
2025-09-01,Fylker,Vestfold,Kontorarbeid,413.0,82.0
2025-09-01,Fylker,Vestfold,Ledere,239.0,30.0
2025-09-01,Fylker,Vestfold,Meglere og konsulenter,148.0,25.0
2025-09-01,Fylker,Vestfold,Reiseliv og transport,421.0,151.0
2025-09-01,Fylker,Vestfold,Serviceyrker og annet arbeid,455.0,134.0
2025-09-01,Fylker,Vestfold,Undervisning,161.0,88.0
2025-09-01,Fylker,Vestland,Akademiske yrker,220.0,124.0
2025-09-01,Fylker,Vestland,Barne- og ungdomsarbeid,496.0,287.0
2025-09-01,Fylker,Vestland,Butikk- og salgsarbeid,802.0,761.0
2025-09-01,Fylker,Vestland,Bygg og anlegg,700.0,707.0
2025-09-01,Fylker,Vestland,"Helse, pleie og omsorg",650.0,1282.0
2025-09-01,Fylker,Vestland,Industriarbeid,965.0,444.0
2025-09-01,Fylker,Vestland,Ingen yrkesbakgrunn eller uoppgitt,1387.0,
2025-09-01,Fylker,Vestland,Ingeniør- og ikt-fag,488.0,471.0
2025-09-01,Fylker,Vestland,"Jordbruk, skogbruk og fiske",114.0,38.0
2025-09-01,Fylker,Vestland,Kontorarbeid,604.0,224.0
2025-09-01,Fylker,Vestland,Ledere,319.0,132.0
2025-09-01,Fylker,Vestland,Meglere og konsulenter,232.0,92.0
2025-09-01,Fylker,Vestland,Reiseliv og transport,896.0,441.0
2025-09-01,Fylker,Vestland,Serviceyrker og annet arbeid,973.0,459.0
2025-09-01,Fylker,Vestland,Undervisning,436.0,287.0
2025-09-01,Fylker,Østfold,Akademiske yrker,72.0,53.0
2025-09-01,Fylker,Østfold,Barne- og ungdomsarbeid,390.0,93.0
2025-09-01,Fylker,Østfold,Butikk- og salgsarbeid,688.0,196.0
2025-09-01,Fylker,Østfold,Bygg og anlegg,617.0,63.0
2025-09-01,Fylker,Østfold,"Helse, pleie og omsorg",561.0,526.0
2025-09-01,Fylker,Østfold,Industriarbeid,552.0,110.0
2025-09-01,Fylker,Østfold,Ingen yrkesbakgrunn eller uoppgitt,815.0,
2025-09-01,Fylker,Østfold,Ingeniør- og ikt-fag,279.0,69.0
2025-09-01,Fylker,Østfold,"Jordbruk, skogbruk og fiske",66.0,75.0
2025-09-01,Fylker,Østfold,Kontorarbeid,557.0,113.0
2025-09-01,Fylker,Østfold,Ledere,229.0,28.0
2025-09-01,Fylker,Østfold,Meglere og konsulenter,114.0,27.0
2025-09-01,Fylker,Østfold,Reiseliv og transport,532.0,89.0
2025-09-01,Fylker,Østfold,Serviceyrker og annet arbeid,695.0,140.0
