region,næring (SN2007),antall ansatte,statistikkvariabel,år,value
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",20-49 ansatte,Bedrifter,2018,2
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",20-49 ansatte,Bedrifter,2019,2
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",20-49 ansatte,Bedrifter,2020,2
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",20-49 ansatte,Bedrifter,2021,2
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",20-49 ansatte,Bedrifter,2022,2
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",20-49 ansatte,Bedrifter,2023,2
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",20-49 ansatte,Bedrifter,2024,3
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",20-49 ansatte,Bedrifter,2025,2
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",20-49 ansatte,Bedrifter,2026,2
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",50-99 ansatte,Bedrifter,2009,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",50-99 ansatte,Bedrifter,2010,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",50-99 ansatte,Bedrifter,2011,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",50-99 ansatte,Bedrifter,2012,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",50-99 ansatte,Bedrifter,2013,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",50-99 ansatte,Bedrifter,2014,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",50-99 ansatte,Bedrifter,2015,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",50-99 ansatte,Bedrifter,2016,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",50-99 ansatte,Bedrifter,2017,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",50-99 ansatte,Bedrifter,2018,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",50-99 ansatte,Bedrifter,2019,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",50-99 ansatte,Bedrifter,2020,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",50-99 ansatte,Bedrifter,2021,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",50-99 ansatte,Bedrifter,2022,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",50-99 ansatte,Bedrifter,2023,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",50-99 ansatte,Bedrifter,2024,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",50-99 ansatte,Bedrifter,2025,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",50-99 ansatte,Bedrifter,2026,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",100 - 249 ansatte,Bedrifter,2009,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",100 - 249 ansatte,Bedrifter,2010,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",100 - 249 ansatte,Bedrifter,2011,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",100 - 249 ansatte,Bedrifter,2012,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",100 - 249 ansatte,Bedrifter,2013,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",100 - 249 ansatte,Bedrifter,2014,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",100 - 249 ansatte,Bedrifter,2015,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",100 - 249 ansatte,Bedrifter,2016,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",100 - 249 ansatte,Bedrifter,2017,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",100 - 249 ansatte,Bedrifter,2018,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",100 - 249 ansatte,Bedrifter,2019,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",100 - 249 ansatte,Bedrifter,2020,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",100 - 249 ansatte,Bedrifter,2021,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",100 - 249 ansatte,Bedrifter,2022,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",100 - 249 ansatte,Bedrifter,2023,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",100 - 249 ansatte,Bedrifter,2024,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",100 - 249 ansatte,Bedrifter,2025,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",100 - 249 ansatte,Bedrifter,2026,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",250 ansatte og over,Bedrifter,2009,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",250 ansatte og over,Bedrifter,2010,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",250 ansatte og over,Bedrifter,2011,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",250 ansatte og over,Bedrifter,2012,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",250 ansatte og over,Bedrifter,2013,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",250 ansatte og over,Bedrifter,2014,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",250 ansatte og over,Bedrifter,2015,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",250 ansatte og over,Bedrifter,2016,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",250 ansatte og over,Bedrifter,2017,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",250 ansatte og over,Bedrifter,2018,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",250 ansatte og over,Bedrifter,2019,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",250 ansatte og over,Bedrifter,2020,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",250 ansatte og over,Bedrifter,2021,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",250 ansatte og over,Bedrifter,2022,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",250 ansatte og over,Bedrifter,2023,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",250 ansatte og over,Bedrifter,2024,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",250 ansatte og over,Bedrifter,2025,0
Tinn,"Offentlig administrasjon og forsvar, trygdeordninger underlagt offentlig forvaltning",250 ansatte og over,Bedrifter,2026,0
Tinn,Undervisning,Ingen ansatte,Bedrifter,2009,8
Tinn,Undervisning,Ingen ansatte,Bedrifter,2010,9
Tinn,Undervisning,Ingen ansatte,Bedrifter,2011,9
Tinn,Undervisning,Ingen ansatte,Bedrifter,2012,10
Tinn,Undervisning,Ingen ansatte,Bedrifter,2013,9
Tinn,Undervisning,Ingen ansatte,Bedrifter,2014,8
Tinn,Undervisning,Ingen ansatte,Bedrifter,2015,7
Tinn,Undervisning,Ingen ansatte,Bedrifter,2016,7
Tinn,Undervisning,Ingen ansatte,Bedrifter,2017,7
Tinn,Undervisning,Ingen ansatte,Bedrifter,2018,7
Tinn,Undervisning,Ingen ansatte,Bedrifter,2019,8
Tinn,Undervisning,Ingen ansatte,Bedrifter,2020,11
Tinn,Undervisning,Ingen ansatte,Bedrifter,2021,10
Tinn,Undervisning,Ingen ansatte,Bedrifter,2022,12
Tinn,Undervisning,Ingen ansatte,Bedrifter,2023,15
Tinn,Undervisning,Ingen ansatte,Bedrifter,2024,12
Tinn,Undervisning,Ingen ansatte,Bedrifter,2025,9
Tinn,Undervisning,Ingen ansatte,Bedrifter,2026,11
Tinn,Undervisning,1-4 ansatte,Bedrifter,2009,1
Tinn,Undervisning,1-4 ansatte,Bedrifter,2010,0
Tinn,Undervisning,1-4 ansatte,Bedrifter,2011,0
Tinn,Undervisning,1-4 ansatte,Bedrifter,2012,0
Tinn,Undervisning,1-4 ansatte,Bedrifter,2013,1
Tinn,Undervisning,1-4 ansatte,Bedrifter,2014,0
Tinn,Undervisning,1-4 ansatte,Bedrifter,2015,0
Tinn,Undervisning,1-4 ansatte,Bedrifter,2016,0
Tinn,Undervisning,1-4 ansatte,Bedrifter,2017,1
Tinn,Undervisning,1-4 ansatte,Bedrifter,2018,2
Tinn,Undervisning,1-4 ansatte,Bedrifter,2019,1
Tinn,Undervisning,1-4 ansatte,Bedrifter,2020,3
Tinn,Undervisning,1-4 ansatte,Bedrifter,2021,2
Tinn,Undervisning,1-4 ansatte,Bedrifter,2022,2
Tinn,Undervisning,1-4 ansatte,Bedrifter,2023,2
Tinn,Undervisning,1-4 ansatte,Bedrifter,2024,3
Tinn,Undervisning,1-4 ansatte,Bedrifter,2025,3
Tinn,Undervisning,1-4 ansatte,Bedrifter,2026,3
Tinn,Undervisning,5-9 ansatte,Bedrifter,2009,3
Tinn,Undervisning,5-9 ansatte,Bedrifter,2010,3
Tinn,Undervisning,5-9 ansatte,Bedrifter,2011,2
Tinn,Undervisning,5-9 ansatte,Bedrifter,2012,1
Tinn,Undervisning,5-9 ansatte,Bedrifter,2013,2
Tinn,Undervisning,5-9 ansatte,Bedrifter,2014,5
Tinn,Undervisning,5-9 ansatte,Bedrifter,2015,3
Tinn,Undervisning,5-9 ansatte,Bedrifter,2016,3
Tinn,Undervisning,5-9 ansatte,Bedrifter,2017,2
Tinn,Undervisning,5-9 ansatte,Bedrifter,2018,1
Tinn,Undervisning,5-9 ansatte,Bedrifter,2019,3
Tinn,Undervisning,5-9 ansatte,Bedrifter,2020,2
Tinn,Undervisning,5-9 ansatte,Bedrifter,2021,3
Tinn,Undervisning,5-9 ansatte,Bedrifter,2022,2
Tinn,Undervisning,5-9 ansatte,Bedrifter,2023,3
Tinn,Undervisning,5-9 ansatte,Bedrifter,2024,2
Tinn,Undervisning,5-9 ansatte,Bedrifter,2025,2
Tinn,Undervisning,5-9 ansatte,Bedrifter,2026,3
Tinn,Undervisning,10-19 ansatte,Bedrifter,2009,3
Tinn,Undervisning,10-19 ansatte,Bedrifter,2010,3
Tinn,Undervisning,10-19 ansatte,Bedrifter,2011,2
Tinn,Undervisning,10-19 ansatte,Bedrifter,2012,3
Tinn,Undervisning,10-19 ansatte,Bedrifter,2013,2
Tinn,Undervisning,10-19 ansatte,Bedrifter,2014,1
Tinn,Undervisning,10-19 ansatte,Bedrifter,2015,3
Tinn,Undervisning,10-19 ansatte,Bedrifter,2016,3
Tinn,Undervisning,10-19 ansatte,Bedrifter,2017,3
Tinn,Undervisning,10-19 ansatte,Bedrifter,2018,3
Tinn,Undervisning,10-19 ansatte,Bedrifter,2019,3
Tinn,Undervisning,10-19 ansatte,Bedrifter,2020,2
Tinn,Undervisning,10-19 ansatte,Bedrifter,2021,2
Tinn,Undervisning,10-19 ansatte,Bedrifter,2022,2
Tinn,Undervisning,10-19 ansatte,Bedrifter,2023,1
Tinn,Undervisning,10-19 ansatte,Bedrifter,2024,0
Tinn,Undervisning,10-19 ansatte,Bedrifter,2025,2
Tinn,Undervisning,10-19 ansatte,Bedrifter,2026,1
Tinn,Undervisning,20-49 ansatte,Bedrifter,2009,4
Tinn,Undervisning,20-49 ansatte,Bedrifter,2010,4
Tinn,Undervisning,20-49 ansatte,Bedrifter,2011,4
Tinn,Undervisning,20-49 ansatte,Bedrifter,2012,3
Tinn,Undervisning,20-49 ansatte,Bedrifter,2013,3
Tinn,Undervisning,20-49 ansatte,Bedrifter,2014,4
Tinn,Undervisning,20-49 ansatte,Bedrifter,2015,1
Tinn,Undervisning,20-49 ansatte,Bedrifter,2016,3
Tinn,Undervisning,20-49 ansatte,Bedrifter,2017,4
Tinn,Undervisning,20-49 ansatte,Bedrifter,2018,2
Tinn,Undervisning,20-49 ansatte,Bedrifter,2019,2
Tinn,Undervisning,20-49 ansatte,Bedrifter,2020,3
Tinn,Undervisning,20-49 ansatte,Bedrifter,2021,3
Tinn,Undervisning,20-49 ansatte,Bedrifter,2022,3
Tinn,Undervisning,20-49 ansatte,Bedrifter,2023,4
Tinn,Undervisning,20-49 ansatte,Bedrifter,2024,5
Tinn,Undervisning,20-49 ansatte,Bedrifter,2025,4
Tinn,Undervisning,20-49 ansatte,Bedrifter,2026,4
Tinn,Undervisning,50-99 ansatte,Bedrifter,2009,0
Tinn,Undervisning,50-99 ansatte,Bedrifter,2010,0
Tinn,Undervisning,50-99 ansatte,Bedrifter,2011,0
Tinn,Undervisning,50-99 ansatte,Bedrifter,2012,1
Tinn,Undervisning,50-99 ansatte,Bedrifter,2013,1
Tinn,Undervisning,50-99 ansatte,Bedrifter,2014,0
Tinn,Undervisning,50-99 ansatte,Bedrifter,2015,3
Tinn,Undervisning,50-99 ansatte,Bedrifter,2016,1
Tinn,Undervisning,50-99 ansatte,Bedrifter,2017,0
Tinn,Undervisning,50-99 ansatte,Bedrifter,2018,2
Tinn,Undervisning,50-99 ansatte,Bedrifter,2019,2
Tinn,Undervisning,50-99 ansatte,Bedrifter,2020,1
Tinn,Undervisning,50-99 ansatte,Bedrifter,2021,1
Tinn,Undervisning,50-99 ansatte,Bedrifter,2022,1
Tinn,Undervisning,50-99 ansatte,Bedrifter,2023,0
Tinn,Undervisning,50-99 ansatte,Bedrifter,2024,0
Tinn,Undervisning,50-99 ansatte,Bedrifter,2025,0
Tinn,Undervisning,50-99 ansatte,Bedrifter,2026,0
Tinn,Undervisning,100 - 249 ansatte,Bedrifter,2009,0
Tinn,Undervisning,100 - 249 ansatte,Bedrifter,2010,0
Tinn,Undervisning,100 - 249 ansatte,Bedrifter,2011,0
Tinn,Undervisning,100 - 249 ansatte,Bedrifter,2012,0
Tinn,Undervisning,100 - 249 ansatte,Bedrifter,2013,0
Tinn,Undervisning,100 - 249 ansatte,Bedrifter,2014,0
Tinn,Undervisning,100 - 249 ansatte,Bedrifter,2015,0
Tinn,Undervisning,100 - 249 ansatte,Bedrifter,2016,0
Tinn,Undervisning,100 - 249 ansatte,Bedrifter,2017,0
Tinn,Undervisning,100 - 249 ansatte,Bedrifter,2018,0
Tinn,Undervisning,100 - 249 ansatte,Bedrifter,2019,0
Tinn,Undervisning,100 - 249 ansatte,Bedrifter,2020,0
Tinn,Undervisning,100 - 249 ansatte,Bedrifter,2021,0
Tinn,Undervisning,100 - 249 ansatte,Bedrifter,2022,0
Tinn,Undervisning,100 - 249 ansatte,Bedrifter,2023,0
Tinn,Undervisning,100 - 249 ansatte,Bedrifter,2024,0
Tinn,Undervisning,100 - 249 ansatte,Bedrifter,2025,0
Tinn,Undervisning,100 - 249 ansatte,Bedrifter,2026,0
Tinn,Undervisning,250 ansatte og over,Bedrifter,2009,0
Tinn,Undervisning,250 ansatte og over,Bedrifter,2010,0
Tinn,Undervisning,250 ansatte og over,Bedrifter,2011,0
Tinn,Undervisning,250 ansatte og over,Bedrifter,2012,0
Tinn,Undervisning,250 ansatte og over,Bedrifter,2013,0
Tinn,Undervisning,250 ansatte og over,Bedrifter,2014,0
Tinn,Undervisning,250 ansatte og over,Bedrifter,2015,0
Tinn,Undervisning,250 ansatte og over,Bedrifter,2016,0
Tinn,Undervisning,250 ansatte og over,Bedrifter,2017,0
Tinn,Undervisning,250 ansatte og over,Bedrifter,2018,0
Tinn,Undervisning,250 ansatte og over,Bedrifter,2019,0
Tinn,Undervisning,250 ansatte og over,Bedrifter,2020,0
Tinn,Undervisning,250 ansatte og over,Bedrifter,2021,0
Tinn,Undervisning,250 ansatte og over,Bedrifter,2022,0
Tinn,Undervisning,250 ansatte og over,Bedrifter,2023,0
Tinn,Undervisning,250 ansatte og over,Bedrifter,2024,0
Tinn,Undervisning,250 ansatte og over,Bedrifter,2025,0
Tinn,Undervisning,250 ansatte og over,Bedrifter,2026,0
Tinn,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2009,13
Tinn,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2010,15
Tinn,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2011,17
Tinn,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2012,17
Tinn,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2013,20
Tinn,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2014,18
Tinn,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2015,17
Tinn,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2016,21
Tinn,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2017,22
Tinn,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2018,26
Tinn,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2019,26
Tinn,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2020,26
Tinn,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2021,23
Tinn,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2022,19
Tinn,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2023,23
Tinn,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2024,27
Tinn,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2025,26
Tinn,Helse- og sosialtjenester,Ingen ansatte,Bedrifter,2026,20
Tinn,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2009,9
Tinn,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2010,10
Tinn,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2011,6
Tinn,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2012,7
Tinn,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2013,8
Tinn,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2014,9
Tinn,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2015,14
Tinn,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2016,8
Tinn,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2017,10
Tinn,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2018,9
Tinn,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2019,6
Tinn,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2020,7
Tinn,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2021,9
Tinn,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2022,11
Tinn,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2023,9
Tinn,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2024,11
Tinn,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2025,8
Tinn,Helse- og sosialtjenester,1-4 ansatte,Bedrifter,2026,11
Tinn,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2009,9
Tinn,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2010,7
Tinn,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2011,8
Tinn,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2012,8
Tinn,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2013,10
Tinn,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2014,8
Tinn,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2015,5
Tinn,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2016,8
Tinn,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2017,7
Tinn,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2018,7
Tinn,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2019,9
Tinn,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2020,6
Tinn,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2021,5
Tinn,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2022,4
Tinn,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2023,7
Tinn,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2024,6
Tinn,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2025,7
Tinn,Helse- og sosialtjenester,5-9 ansatte,Bedrifter,2026,4
Tinn,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2009,9
Tinn,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2010,11
Tinn,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2011,10
Tinn,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2012,9
Tinn,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2013,10
Tinn,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2014,13
Tinn,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2015,11
Tinn,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2016,10
Tinn,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2017,8
Tinn,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2018,10
Tinn,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2019,9
Tinn,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2020,5
Tinn,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2021,8
Tinn,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2022,6
Tinn,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2023,8
Tinn,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2024,6
Tinn,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2025,6
Tinn,Helse- og sosialtjenester,10-19 ansatte,Bedrifter,2026,4
Tinn,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2009,5
Tinn,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2010,4
Tinn,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2011,5
Tinn,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2012,5
Tinn,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2013,5
Tinn,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2014,5
Tinn,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2015,5
Tinn,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2016,6
Tinn,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2017,9
Tinn,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2018,7
Tinn,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2019,6
Tinn,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2020,9
Tinn,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2021,6
Tinn,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2022,8
Tinn,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2023,6
Tinn,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2024,9
Tinn,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2025,9
Tinn,Helse- og sosialtjenester,20-49 ansatte,Bedrifter,2026,10
Tinn,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2009,3
Tinn,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2010,3
Tinn,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2011,3
Tinn,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2012,2
Tinn,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2013,3
Tinn,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2014,2
Tinn,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2015,3
Tinn,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2016,3
Tinn,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2017,2
Tinn,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2018,2
Tinn,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2019,3
Tinn,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2020,2
Tinn,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2021,3
Tinn,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2022,3
Tinn,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2023,4
Tinn,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2024,4
Tinn,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2025,4
Tinn,Helse- og sosialtjenester,50-99 ansatte,Bedrifter,2026,4
Tinn,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2009,1
Tinn,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2010,1
Tinn,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2011,1
Tinn,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2012,2
Tinn,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2013,1
Tinn,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2014,1
Tinn,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2015,1
Tinn,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2016,1
Tinn,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2017,1
Tinn,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2018,1
Tinn,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2019,1
Tinn,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2020,2
Tinn,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2021,1
Tinn,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2022,0
Tinn,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2023,0
Tinn,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2024,0
Tinn,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2025,0
Tinn,Helse- og sosialtjenester,100 - 249 ansatte,Bedrifter,2026,0
Tinn,Helse- og sosialtjenester,250 ansatte og over,Bedrifter,2009,0
Tinn,Helse- og sosialtjenester,250 ansatte og over,Bedrifter,2010,0
Tinn,Helse- og sosialtjenester,250 ansatte og over,Bedrifter,2011,0
Tinn,Helse- og sosialtjenester,250 ansatte og over,Bedrifter,2012,0
Tinn,Helse- og sosialtjenester,250 ansatte og over,Bedrifter,2013,0
Tinn,Helse- og sosialtjenester,250 ansatte og over,Bedrifter,2014,0
Tinn,Helse- og sosialtjenester,250 ansatte og over,Bedrifter,2015,0
