objectid,Bedriftsnavn,Organisasjonsnummer,Bedriftsstatus,Organisasjonsform,Antall ansatte,Intervallkode antall ansatte,Orgnr til overliggende enhet,Orgnr overliggende enhet,Navn på overliggende enhet,Fylkesnavn,fylkesnavn,kommune_id,Kommunenummer,kommunenavn,Kommunenavn,Omsetning i hele tusen,Driftsresultat i hele tusen,Dato for etablering,Privat eller offentlig,Sektorkode fra SSB,Nacetittel1,Bransjegruppe 1,NACE-kategori (Første siffer),NACE-kategori (To første siffer),NACE-kategori (Tre første siffer),NACE-kategori (Fire første siffer),NACE-kode (numerisk),load_date,Lon,Lat
36,Bamble Kommune Stab Samfunn,979525036,1,BEDR,,0-1,,974640775,,Telemark,Telemark,4012,4012,Bamble,BAMBLE,0,0,878342400000,,,Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",8,84,841,8413,84130,1738771994000,15.746078161870937,59.00143941301021
