Kommune,Skoleår,År,Skoleår_slutt,Kjønn,Spm.id,Klassetrinn,Måltall,Andel,SortKommune
Porsgrunn,2016/17-2018/19,2018-01-01,2018/19,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.866,13
Porsgrunn,2017/18-2019/20,2019-01-01,2019/20,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.861,13
Porsgrunn,2018/19-2020/21,2020-01-01,2020/21,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.862,13
Porsgrunn,2019/20-2021/22,2021-01-01,2021/22,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.848,13
Porsgrunn,2020/21-2022/23,2022-01-01,2022/23,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8390000000000001,13
Porsgrunn,2021/22-2023/24,2023-01-01,2023/24,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.807,13
Porsgrunn,2022/23-2024/25,2024-01-01,2024/25,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8,13
Porsgrunn,2023/24-2025/26,2025-01-01,2025/26,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.807,13
Skien,2014/15-2016/17,2016-01-01,2016/17,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.857,16
Skien,2015/16-2017/18,2017-01-01,2017/18,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.856,16
Skien,2016/17-2018/19,2018-01-01,2018/19,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8340000000000001,16
Skien,2017/18-2019/20,2019-01-01,2019/20,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.83,16
Skien,2018/19-2020/21,2020-01-01,2020/21,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.847,16
Skien,2019/20-2021/22,2021-01-01,2021/22,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.84,16
Skien,2020/21-2022/23,2022-01-01,2022/23,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8370000000000001,16
Skien,2021/22-2023/24,2023-01-01,2023/24,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.809,16
Skien,2022/23-2024/25,2024-01-01,2024/25,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.82,16
Skien,2023/24-2025/26,2025-01-01,2025/26,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8220000000000001,16
Notodden,2014/15-2016/17,2016-01-01,2016/17,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8540000000000001,12
Notodden,2015/16-2017/18,2017-01-01,2017/18,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.882,12
Notodden,2016/17-2018/19,2018-01-01,2018/19,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.868,12
Notodden,2017/18-2019/20,2019-01-01,2019/20,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.825,12
Notodden,2018/19-2020/21,2020-01-01,2020/21,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.815,12
Notodden,2019/20-2021/22,2021-01-01,2021/22,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8390000000000001,12
Notodden,2020/21-2022/23,2022-01-01,2022/23,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.845,12
Notodden,2021/22-2023/24,2023-01-01,2023/24,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.7929999999999999,12
Notodden,2022/23-2024/25,2024-01-01,2024/25,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.794,12
Notodden,2023/24-2025/26,2025-01-01,2025/26,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8079999999999999,12
Siljan,2014/15-2016/17,2016-01-01,2016/17,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8420000000000001,15
Siljan,2015/16-2017/18,2017-01-01,2017/18,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.825,15
Siljan,2016/17-2018/19,2018-01-01,2018/19,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.794,15
Siljan,2017/18-2019/20,2019-01-01,2019/20,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.836,15
Siljan,2018/19-2020/21,2020-01-01,2020/21,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.871,15
Siljan,2019/20-2021/22,2021-01-01,2021/22,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",,15
Siljan,2020/21-2022/23,2022-01-01,2022/23,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",,15
Siljan,2021/22-2023/24,2023-01-01,2023/24,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.899,15
Siljan,2022/23-2024/25,2024-01-01,2024/25,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8859999999999999,15
Siljan,2023/24-2025/26,2025-01-01,2025/26,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8690000000000001,15
Bamble,2014/15-2016/17,2016-01-01,2016/17,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.871,3
Bamble,2015/16-2017/18,2017-01-01,2017/18,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.878,3
Bamble,2016/17-2018/19,2018-01-01,2018/19,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.862,3
Bamble,2017/18-2019/20,2019-01-01,2019/20,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.873,3
Bamble,2018/19-2020/21,2020-01-01,2020/21,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.879,3
Bamble,2019/20-2021/22,2021-01-01,2021/22,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.838,3
Bamble,2020/21-2022/23,2022-01-01,2022/23,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.816,3
Bamble,2021/22-2023/24,2023-01-01,2023/24,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.7959999999999999,3
Bamble,2022/23-2024/25,2024-01-01,2024/25,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8059999999999999,3
Bamble,2023/24-2025/26,2025-01-01,2025/26,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.807,3
Kragerø,2014/15-2016/17,2016-01-01,2016/17,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8,7
Kragerø,2015/16-2017/18,2017-01-01,2017/18,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.7829999999999999,7
Kragerø,2016/17-2018/19,2018-01-01,2018/19,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.818,7
Kragerø,2017/18-2019/20,2019-01-01,2019/20,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.818,7
Kragerø,2018/19-2020/21,2020-01-01,2020/21,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.838,7
Kragerø,2019/20-2021/22,2021-01-01,2021/22,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.841,7
Kragerø,2020/21-2022/23,2022-01-01,2022/23,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.865,7
Kragerø,2021/22-2023/24,2023-01-01,2023/24,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.852,7
Kragerø,2022/23-2024/25,2024-01-01,2024/25,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.865,7
Kragerø,2023/24-2025/26,2025-01-01,2025/26,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8370000000000001,7
Drangedal,2014/15-2016/17,2016-01-01,2016/17,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.812,4
Drangedal,2015/16-2017/18,2017-01-01,2017/18,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8240000000000001,4
Drangedal,2016/17-2018/19,2018-01-01,2018/19,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8079999999999999,4
Drangedal,2017/18-2019/20,2019-01-01,2019/20,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.784,4
Drangedal,2018/19-2020/21,2020-01-01,2020/21,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.833,4
Drangedal,2019/20-2021/22,2021-01-01,2021/22,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.872,4
Drangedal,2020/21-2022/23,2022-01-01,2022/23,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8540000000000001,4
Drangedal,2021/22-2023/24,2023-01-01,2023/24,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8690000000000001,4
Drangedal,2022/23-2024/25,2024-01-01,2024/25,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.868,4
Drangedal,2023/24-2025/26,2025-01-01,2025/26,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8959999999999999,4
Nome,2014/15-2016/17,2016-01-01,2016/17,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.882,11
Nome,2015/16-2017/18,2017-01-01,2017/18,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.818,11
Nome,2016/17-2018/19,2018-01-01,2018/19,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.774,11
Nome,2017/18-2019/20,2019-01-01,2019/20,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.7440000000000001,11
Nome,2018/19-2020/21,2020-01-01,2020/21,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8029999999999999,11
Nome,2019/20-2021/22,2021-01-01,2021/22,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8340000000000001,11
Nome,2020/21-2022/23,2022-01-01,2022/23,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.866,11
Nome,2021/22-2023/24,2023-01-01,2023/24,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.893,11
Nome,2022/23-2024/25,2024-01-01,2024/25,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.84,11
Nome,2023/24-2025/26,2025-01-01,2025/26,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.828,11
Midt-Telemark,2014/15-2016/17,2016-01-01,2016/17,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.85,9
Midt-Telemark,2015/16-2017/18,2017-01-01,2017/18,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.863,9
Midt-Telemark,2016/17-2018/19,2018-01-01,2018/19,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.858,9
Midt-Telemark,2017/18-2019/20,2019-01-01,2019/20,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.875,9
Midt-Telemark,2018/19-2020/21,2020-01-01,2020/21,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.865,9
Midt-Telemark,2019/20-2021/22,2021-01-01,2021/22,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.89,9
Midt-Telemark,2020/21-2022/23,2022-01-01,2022/23,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8440000000000001,9
Midt-Telemark,2021/22-2023/24,2023-01-01,2023/24,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.821,9
Midt-Telemark,2022/23-2024/25,2024-01-01,2024/25,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.7659999999999999,9
Midt-Telemark,2023/24-2025/26,2025-01-01,2025/26,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.804,9
Seljord,2014/15-2016/17,2016-01-01,2016/17,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.857,14
Seljord,2015/16-2017/18,2017-01-01,2017/18,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.805,14
Seljord,2016/17-2018/19,2018-01-01,2018/19,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.78,14
Seljord,2017/18-2019/20,2019-01-01,2019/20,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8340000000000001,14
Seljord,2018/19-2020/21,2020-01-01,2020/21,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.852,14
Seljord,2019/20-2021/22,2021-01-01,2021/22,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.875,14
Seljord,2020/21-2022/23,2022-01-01,2022/23,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8190000000000001,14
Seljord,2021/22-2023/24,2023-01-01,2023/24,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.81,14
Seljord,2022/23-2024/25,2024-01-01,2024/25,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8,14
Seljord,2023/24-2025/26,2025-01-01,2025/26,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8059999999999999,14
Hjartdal,2014/15-2016/17,2016-01-01,2016/17,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.882,6
Hjartdal,2015/16-2017/18,2017-01-01,2017/18,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8540000000000001,6
Hjartdal,2016/17-2018/19,2018-01-01,2018/19,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.7340000000000001,6
Hjartdal,2017/18-2019/20,2019-01-01,2019/20,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.691,6
Hjartdal,2018/19-2020/21,2020-01-01,2020/21,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.69,6
Hjartdal,2019/20-2021/22,2021-01-01,2021/22,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.83,6
Hjartdal,2020/21-2022/23,2022-01-01,2022/23,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.843,6
Hjartdal,2021/22-2023/24,2023-01-01,2023/24,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.787,6
Hjartdal,2022/23-2024/25,2024-01-01,2024/25,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.7559999999999999,6
Hjartdal,2023/24-2025/26,2025-01-01,2025/26,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8029999999999999,6
Tinn,2014/15-2016/17,2016-01-01,2016/17,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.905,17
Tinn,2015/16-2017/18,2017-01-01,2017/18,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.883,17
Tinn,2016/17-2018/19,2018-01-01,2018/19,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.914,17
Tinn,2017/18-2019/20,2019-01-01,2019/20,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8809999999999999,17
Tinn,2018/19-2020/21,2020-01-01,2020/21,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8759999999999999,17
Tinn,2019/20-2021/22,2021-01-01,2021/22,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.848,17
Tinn,2020/21-2022/23,2022-01-01,2022/23,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.879,17
Tinn,2021/22-2023/24,2023-01-01,2023/24,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.88,17
Tinn,2022/23-2024/25,2024-01-01,2024/25,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8759999999999999,17
Tinn,2023/24-2025/26,2025-01-01,2025/26,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.878,17
Kviteseid,2014/15-2016/17,2016-01-01,2016/17,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.846,8
Kviteseid,2015/16-2017/18,2017-01-01,2017/18,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8440000000000001,8
Kviteseid,2016/17-2018/19,2018-01-01,2018/19,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.782,8
Kviteseid,2017/18-2019/20,2019-01-01,2019/20,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8170000000000001,8
Kviteseid,2018/19-2020/21,2020-01-01,2020/21,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.741,8
Kviteseid,2019/20-2021/22,2021-01-01,2021/22,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.861,8
Kviteseid,2020/21-2022/23,2022-01-01,2022/23,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.795,8
Kviteseid,2021/22-2023/24,2023-01-01,2023/24,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",,8
Kviteseid,2022/23-2024/25,2024-01-01,2024/25,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.774,8
Kviteseid,2023/24-2025/26,2025-01-01,2025/26,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.748,8
Nissedal,2014/15-2016/17,2016-01-01,2016/17,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.774,10
Nissedal,2015/16-2017/18,2017-01-01,2017/18,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",,10
Nissedal,2016/17-2018/19,2018-01-01,2018/19,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.755,10
Nissedal,2017/18-2019/20,2019-01-01,2019/20,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.672,10
Nissedal,2018/19-2020/21,2020-01-01,2020/21,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.769,10
Nissedal,2019/20-2021/22,2021-01-01,2021/22,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8059999999999999,10
Nissedal,2020/21-2022/23,2022-01-01,2022/23,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8390000000000001,10
Nissedal,2021/22-2023/24,2023-01-01,2023/24,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.815,10
Nissedal,2022/23-2024/25,2024-01-01,2024/25,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.805,10
Nissedal,2023/24-2025/26,2025-01-01,2025/26,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.88,10
Fyresdal,2014/15-2016/17,2016-01-01,2016/17,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.807,5
Fyresdal,2015/16-2017/18,2017-01-01,2017/18,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",,5
Fyresdal,2016/17-2018/19,2018-01-01,2018/19,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8029999999999999,5
Fyresdal,2017/18-2019/20,2019-01-01,2019/20,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.84,5
Fyresdal,2018/19-2020/21,2020-01-01,2020/21,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.812,5
Fyresdal,2019/20-2021/22,2021-01-01,2021/22,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",,5
Fyresdal,2020/21-2022/23,2022-01-01,2022/23,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",,5
Fyresdal,2021/22-2023/24,2023-01-01,2023/24,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",,5
Fyresdal,2022/23-2024/25,2024-01-01,2024/25,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.746,5
Fyresdal,2023/24-2025/26,2025-01-01,2025/26,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.7140000000000001,5
Tokke,2014/15-2016/17,2016-01-01,2016/17,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.868,18
Tokke,2015/16-2017/18,2017-01-01,2017/18,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.893,18
Tokke,2016/17-2018/19,2018-01-01,2018/19,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8809999999999999,18
Tokke,2017/18-2019/20,2019-01-01,2019/20,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.841,18
Tokke,2018/19-2020/21,2020-01-01,2020/21,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8220000000000001,18
Tokke,2019/20-2021/22,2021-01-01,2021/22,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8220000000000001,18
Tokke,2020/21-2022/23,2022-01-01,2022/23,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.784,18
Tokke,2021/22-2023/24,2023-01-01,2023/24,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.746,18
Tokke,2022/23-2024/25,2024-01-01,2024/25,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.701,18
Tokke,2023/24-2025/26,2025-01-01,2025/26,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.7290000000000001,18
Vinje,2014/15-2016/17,2016-01-01,2016/17,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.772,19
Vinje,2015/16-2017/18,2017-01-01,2017/18,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.746,19
Vinje,2016/17-2018/19,2018-01-01,2018/19,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.785,19
Vinje,2017/18-2019/20,2019-01-01,2019/20,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.7929999999999999,19
Vinje,2018/19-2020/21,2020-01-01,2020/21,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8170000000000001,19
Vinje,2019/20-2021/22,2021-01-01,2021/22,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8059999999999999,19
Vinje,2020/21-2022/23,2022-01-01,2022/23,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.8029999999999999,19
Vinje,2021/22-2023/24,2023-01-01,2023/24,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.7490000000000001,19
Vinje,2022/23-2024/25,2024-01-01,2024/25,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.748,19
Vinje,2023/24-2025/26,2025-01-01,2025/26,Kjønn samlet,spm.id,10. trinn,"andel (prosent, standardisert)",0.721,19
