Geografi,År,Kjønn,Alder,Dødsårsak,Måltall,Antall,SortKjonn,SortAlder
Fyresdal,2010-2019,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",970.2,1,1
Fyresdal,2010-2019,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Fyresdal,2010-2019,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",321.4,1,1
Fyresdal,2010-2019,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Fyresdal,2010-2019,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",236.1,1,1
Fyresdal,2010-2019,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Fyresdal,2010-2019,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",,1,1
Fyresdal,2011-2020,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",956.4,1,1
Fyresdal,2011-2020,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Fyresdal,2011-2020,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",324.9,1,1
Fyresdal,2011-2020,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Fyresdal,2011-2020,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",221.0,1,1
Fyresdal,2011-2020,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Fyresdal,2011-2020,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",,1,1
Fyresdal,2012-2021,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",1023.8,1,1
Fyresdal,2012-2021,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Fyresdal,2012-2021,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",315.0,1,1
Fyresdal,2012-2021,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",57.7,1,1
Fyresdal,2012-2021,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",277.0,1,1
Fyresdal,2012-2021,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",141.6,1,1
Fyresdal,2012-2021,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",,1,1
Fyresdal,2013-2022,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",1022.0,1,1
Fyresdal,2013-2022,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Fyresdal,2013-2022,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",311.6,1,1
Fyresdal,2013-2022,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Fyresdal,2013-2022,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",262.0,1,1
Fyresdal,2013-2022,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",146.6,1,1
Fyresdal,2013-2022,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",,1,1
Fyresdal,2014-2023,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",990.7,1,1
Fyresdal,2014-2023,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Fyresdal,2014-2023,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",287.8,1,1
Fyresdal,2014-2023,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Fyresdal,2014-2023,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",252.8,1,1
Fyresdal,2014-2023,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Fyresdal,2014-2023,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",,1,1
Fyresdal,2015-2024,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",945.8,1,1
Fyresdal,2015-2024,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Fyresdal,2015-2024,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",255.2,1,1
Fyresdal,2015-2024,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Fyresdal,2015-2024,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",255.0,1,1
Fyresdal,2015-2024,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",,1,1
Fyresdal,2015-2024,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",48.7,1,1
Tokke,2001-2010,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",983.0,1,1
Tokke,2001-2010,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Tokke,2001-2010,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",351.1,1,1
Tokke,2001-2010,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",45.4,1,1
Tokke,2001-2010,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",249.9,1,1
Tokke,2001-2010,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",87.0,1,1
Tokke,2001-2010,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",57.1,1,1
Tokke,2002-2011,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",954.6,1,1
Tokke,2002-2011,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Tokke,2002-2011,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",306.6,1,1
Tokke,2002-2011,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",39.5,1,1
Tokke,2002-2011,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",260.3,1,1
Tokke,2002-2011,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",84.3,1,1
Tokke,2002-2011,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",70.0,1,1
Tokke,2003-2012,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",943.5,1,1
Tokke,2003-2012,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Tokke,2003-2012,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",300.9,1,1
Tokke,2003-2012,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",33.6,1,1
Tokke,2003-2012,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",241.0,1,1
Tokke,2003-2012,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",78.2,1,1
Tokke,2003-2012,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",72.9,1,1
Tokke,2004-2013,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",1001.8,1,1
Tokke,2004-2013,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Tokke,2004-2013,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",323.4,1,1
Tokke,2004-2013,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",46.2,1,1
Tokke,2004-2013,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",248.7,1,1
Tokke,2004-2013,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",85.3,1,1
Tokke,2004-2013,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",76.2,1,1
Tokke,2005-2014,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",1011.1,1,1
Tokke,2005-2014,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Tokke,2005-2014,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",312.1,1,1
Tokke,2005-2014,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",46.8,1,1
Tokke,2005-2014,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",273.9,1,1
Tokke,2005-2014,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",89.5,1,1
Tokke,2005-2014,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",66.8,1,1
Tokke,2006-2015,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",982.4,1,1
Tokke,2006-2015,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Tokke,2006-2015,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",328.6,1,1
Tokke,2006-2015,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",41.2,1,1
Tokke,2006-2015,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",252.5,1,1
Tokke,2006-2015,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",80.4,1,1
Tokke,2006-2015,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",57.4,1,1
Tokke,2007-2016,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",988.2,1,1
Tokke,2007-2016,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Tokke,2007-2016,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",330.2,1,1
Tokke,2007-2016,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",38.5,1,1
Tokke,2007-2016,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",257.6,1,1
Tokke,2007-2016,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",87.8,1,1
Tokke,2007-2016,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",64.9,1,1
Tokke,2008-2017,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",949.4,1,1
Tokke,2008-2017,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Tokke,2008-2017,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",306.3,1,1
Tokke,2008-2017,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",38.9,1,1
Tokke,2008-2017,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",248.5,1,1
Tokke,2008-2017,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",81.5,1,1
Tokke,2008-2017,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",75.7,1,1
Tokke,2009-2018,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",937.5,1,1
Tokke,2009-2018,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Tokke,2009-2018,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",303.0,1,1
Tokke,2009-2018,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Tokke,2009-2018,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",239.0,1,1
Tokke,2009-2018,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",95.4,1,1
Tokke,2009-2018,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",76.2,1,1
Tokke,2010-2019,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",954.6,1,1
Tokke,2010-2019,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Tokke,2010-2019,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",303.1,1,1
Tokke,2010-2019,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Tokke,2010-2019,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",239.4,1,1
Tokke,2010-2019,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",105.8,1,1
Tokke,2010-2019,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",69.9,1,1
Tokke,2011-2020,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",981.3,1,1
Tokke,2011-2020,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Tokke,2011-2020,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",298.2,1,1
Tokke,2011-2020,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Tokke,2011-2020,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",240.0,1,1
Tokke,2011-2020,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",106.0,1,1
Tokke,2011-2020,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",70.7,1,1
Tokke,2012-2021,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",941.4,1,1
Tokke,2012-2021,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Tokke,2012-2021,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",262.4,1,1
Tokke,2012-2021,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Tokke,2012-2021,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",236.9,1,1
Tokke,2012-2021,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",106.1,1,1
Tokke,2012-2021,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",71.6,1,1
Tokke,2013-2022,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",932.3,1,1
Tokke,2013-2022,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Tokke,2013-2022,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",243.3,1,1
Tokke,2013-2022,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Tokke,2013-2022,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",243.5,1,1
Tokke,2013-2022,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",116.1,1,1
Tokke,2013-2022,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",68.6,1,1
Tokke,2014-2023,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",894.5,1,1
Tokke,2014-2023,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Tokke,2014-2023,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",215.7,1,1
Tokke,2014-2023,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",,1,1
Tokke,2014-2023,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",239.0,1,1
Tokke,2014-2023,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",108.6,1,1
Tokke,2014-2023,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",65.2,1,1
Tokke,2015-2024,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",894.6,1,1
Tokke,2015-2024,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",,1,1
Tokke,2015-2024,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",227.8,1,1
Tokke,2015-2024,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",62.7,1,1
Tokke,2015-2024,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",223.6,1,1
Tokke,2015-2024,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",131.2,1,1
Tokke,2015-2024,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",76.1,1,1
Vinje,2001-2010,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",1068.0,1,1
Vinje,2001-2010,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",26.9,1,1
Vinje,2001-2010,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",344.5,1,1
Vinje,2001-2010,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",54.7,1,1
Vinje,2001-2010,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",239.5,1,1
Vinje,2001-2010,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",97.7,1,1
Vinje,2001-2010,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",73.1,1,1
Vinje,2002-2011,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",1040.8,1,1
Vinje,2002-2011,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",29.5,1,1
Vinje,2002-2011,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",321.1,1,1
Vinje,2002-2011,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",55.1,1,1
Vinje,2002-2011,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",239.9,1,1
Vinje,2002-2011,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",98.0,1,1
Vinje,2002-2011,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",63.3,1,1
Vinje,2003-2012,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",1008.5,1,1
Vinje,2003-2012,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",24.7,1,1
Vinje,2003-2012,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",303.8,1,1
Vinje,2003-2012,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",45.2,1,1
Vinje,2003-2012,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",239.6,1,1
Vinje,2003-2012,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",92.8,1,1
Vinje,2003-2012,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",53.4,1,1
Vinje,2004-2013,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",966.1,1,1
Vinje,2004-2013,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",22.3,1,1
Vinje,2004-2013,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",280.9,1,1
Vinje,2004-2013,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",47.8,1,1
Vinje,2004-2013,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",238.7,1,1
Vinje,2004-2013,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",97.6,1,1
Vinje,2004-2013,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",53.5,1,1
Vinje,2005-2014,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",953.4,1,1
Vinje,2005-2014,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",24.7,1,1
Vinje,2005-2014,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",262.0,1,1
Vinje,2005-2014,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",45.1,1,1
Vinje,2005-2014,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",234.7,1,1
Vinje,2005-2014,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",86.8,1,1
Vinje,2005-2014,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",58.6,1,1
Vinje,2006-2015,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",906.6,1,1
Vinje,2006-2015,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",17.2,1,1
Vinje,2006-2015,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",256.1,1,1
Vinje,2006-2015,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",47.3,1,1
Vinje,2006-2015,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",245.1,1,1
Vinje,2006-2015,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",88.5,1,1
Vinje,2006-2015,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",55.9,1,1
Vinje,2007-2016,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",919.0,1,1
Vinje,2007-2016,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",17.1,1,1
Vinje,2007-2016,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",249.5,1,1
Vinje,2007-2016,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",44.4,1,1
Vinje,2007-2016,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",257.3,1,1
Vinje,2007-2016,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",92.4,1,1
Vinje,2007-2016,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",53.0,1,1
Vinje,2008-2017,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",878.1,1,1
Vinje,2008-2017,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",16.9,1,1
Vinje,2008-2017,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",226.6,1,1
Vinje,2008-2017,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",48.8,1,1
Vinje,2008-2017,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",241.7,1,1
Vinje,2008-2017,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",91.2,1,1
Vinje,2008-2017,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",50.3,1,1
Vinje,2009-2018,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",859.8,1,1
Vinje,2009-2018,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",12.0,1,1
Vinje,2009-2018,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",222.3,1,1
Vinje,2009-2018,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",50.5,1,1
Vinje,2009-2018,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",233.5,1,1
Vinje,2009-2018,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",89.8,1,1
Vinje,2009-2018,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",47.5,1,1
Vinje,2010-2019,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",863.6,1,1
Vinje,2010-2019,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",11.8,1,1
Vinje,2010-2019,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",208.7,1,1
Vinje,2010-2019,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",57.0,1,1
Vinje,2010-2019,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",235.1,1,1
Vinje,2010-2019,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",100.4,1,1
Vinje,2010-2019,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",49.7,1,1
Vinje,2011-2020,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",833.4,1,1
Vinje,2011-2020,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",14.1,1,1
Vinje,2011-2020,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",206.8,1,1
Vinje,2011-2020,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",56.2,1,1
Vinje,2011-2020,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",222.2,1,1
Vinje,2011-2020,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",94.0,1,1
Vinje,2011-2020,Kjønn samlet,Alle aldre,Voldsomme dødsfall,"per 100 000, standardisert",44.5,1,1
Vinje,2012-2021,Kjønn samlet,Alle aldre,Alle dødsårsaker,"per 100 000, standardisert",822.1,1,1
Vinje,2012-2021,Kjønn samlet,Alle aldre,Diabetes,"per 100 000, standardisert",16.2,1,1
Vinje,2012-2021,Kjønn samlet,Alle aldre,Hjerte-og karsykdommer,"per 100 000, standardisert",190.4,1,1
Vinje,2012-2021,Kjønn samlet,Alle aldre,KOLS,"per 100 000, standardisert",55.2,1,1
Vinje,2012-2021,Kjønn samlet,Alle aldre,Kreft,"per 100 000, standardisert",227.9,1,1
Vinje,2012-2021,Kjønn samlet,Alle aldre,KOLS og lungekreft,"per 100 000, standardisert",99.2,1,1
