ogc_fid;SSBID250M;est_tot;emp_tot
1;19252506617250;2;0
2;19252506618500;2;0
3;19255006617000;4;0
4;19255006617250;1;0
5;19255006617500;3;16
6;19257506617000;3;0
7;19257506617250;2;11
8;19262506617250;1;0
9;19387506630750;1;0
10;19390006630500;3;11
11;19390006630750;2;0
12;19392506630250;3;0
13;19392506630500;3;0
14;19392506630750;2;0
15;19392506631000;2;0
16;19395006630750;2;0
17;19400006603750;1;0
18;19402506602500;4;0
19;19402506602750;5;2
20;19402506603750;4;0
21;19402506604750;1;0
22;19402506782500;1;0
23;19405006600750;1;0
24;19405006601000;2;4
25;19405006601500;2;0
26;19405006601750;1;0
27;19405006602000;1;1
28;19405006602250;1;0
29;19405006602750;3;0
30;19405006603750;1;0
31;19405006604750;4;0
32;19405006606500;2;0
33;19405006782250;1;0
34;19407506598250;1;0
35;19407506600500;2;0
36;19407506600750;1;0
37;19407506601500;2;0
38;19407506602000;1;0
39;19407506603250;2;13
40;19407506604250;4;17
41;19407506605000;1;0
42;19407506605250;3;0
43;19407506606000;2;1
44;19407506606500;3;0
45;19407506606750;6;7
46;19407506607000;4;0
47;19407506782500;1;0
48;19410006600000;4;3
49;19410006600500;5;0
50;19410006602750;1;0
51;19410006603250;1;0
52;19410006605500;4;18
53;19410006605750;1;0
54;19410006606250;3;2
55;19410006606500;1;0
56;19410006606750;3;0
57;19410006610250;1;0
58;19412506600500;1;0
59;19412506603000;1;0
60;19412506603750;3;0
61;19412506604750;2;0
62;19412506605000;2;0
63;19412506605250;1;0
64;19412506605500;1;0
65;19412506605750;1;0
66;19412506606000;2;0
67;19412506606250;4;2
68;19412506606500;1;0
69;19412506609250;4;23
70;19412506609500;13;48
71;19412506609750;7;16
72;19412506610000;18;135
73;19412506610250;3;28
74;19412506610500;2;1
75;19412506782250;7;294
76;19412506782500;1;0
77;19412506783000;1;0
78;19415006597750;1;0
79;19415006598000;1;0
80;19415006598250;1;1
81;19415006600250;2;1
82;19415006603500;1;0
83;19415006605000;2;10
84;19415006605500;1;0
85;19415006605750;2;24
86;19415006606000;2;0
87;19415006606250;2;0
88;19415006606500;1;2
89;19415006606750;3;0
90;19415006607000;5;0
91;19415006607250;2;0
92;19415006607500;1;0
93;19415006608000;1;0
94;19415006609250;7;0
95;19415006609500;7;2
96;19415006609750;6;3
97;19415006610000;1;0
98;19415006610250;12;10
99;19415006610500;1;0
100;19415006623250;1;0
101;19415006623500;1;0
102;19415006782000;8;76
103;19415006782250;1;1
104;19417506597750;1;0
105;19417506598000;2;0
106;19417506600000;1;0
107;19417506600250;1;0
108;19417506605750;2;3
109;19417506606250;1;0
110;19417506606500;1;0
111;19417506606750;1;0
112;19417506607250;3;1
113;19417506607500;1;4
114;19417506607750;2;0
115;19417506608000;1;0
116;19417506609250;1;28
117;19417506609500;3;1
118;19417506609750;2;0
119;19417506610000;8;61
120;19417506610250;12;59
121;19417506610500;2;0
122;19417506610750;2;0
123;19417506781250;1;0
124;19417506782000;1;13
125;19420006598000;4;0
126;19420006598500;2;0
127;19420006599750;1;0
128;19420006606000;4;6
129;19420006606250;4;0
130;19420006606750;1;0
131;19420006607250;3;0
132;19420006608250;5;0
133;19420006608500;2;9
134;19420006609250;3;0
135;19420006609500;13;69
136;19420006609750;14;111
137;19420006610000;48;159
138;19420006610250;27;129
139;19420006610500;24;127
140;19420006610750;4;5
141;19420006611250;15;43
142;19420006623500;1;0
143;19420006779250;3;0
144;19420006781250;1;0
145;19420006782250;1;0
146;19422506598000;7;3
147;19422506598250;4;0
148;19422506607750;3;2
149;19422506608000;7;32
150;19422506608250;4;41
151;19422506608750;4;2
152;19422506609000;9;1
153;19422506609250;2;0
154;19422506609500;3;0
155;19422506609750;8;434
156;19422506610000;4;1
157;19422506610250;2;2
158;19422506610500;2;4
159;19422506610750;3;0
160;19422506611000;4;0
161;19422506611250;2;3
162;19422506611500;4;2
163;19422506611750;1;0
164;19422506612000;5;8
165;19422506612250;7;2
166;19422506781250;1;3
167;19422506781750;6;0
168;19425006599250;1;0
169;19425006607500;1;0
170;19425006608250;1;0
171;19425006608500;7;3
172;19425006608750;5;0
173;19425006609000;1;0
174;19425006609250;6;11
175;19425006609500;2;0
176;19425006609750;9;112
177;19425006610000;5;0
178;19425006610250;2;40
179;19425006610750;2;0
180;19425006611000;8;19
181;19425006611250;5;30
182;19425006611500;4;9
183;19425006611750;3;3
184;19425006612000;1;1
185;19425006781750;1;0
186;19425006782000;1;0
187;19427506597500;1;0
188;19427506597750;1;0
189;19427506598000;2;36
190;19427506598250;9;46
191;19427506607250;1;0
192;19427506607750;1;0
193;19427506608000;1;0
194;19427506608250;2;0
195;19427506608500;2;1
196;19427506608750;3;0
197;19427506609000;3;0
198;19427506609250;3;1
199;19427506609500;6;6
200;19427506609750;3;2
201;19427506610250;3;0
202;19427506610500;7;8
203;19427506610750;4;0
204;19427506611000;2;0
205;19427506611250;3;3
206;19427506611500;4;37
207;19427506611750;3;0
208;19427506761500;2;0
209;19427506811000;1;0
210;19430006597000;1;0
211;19430006597500;4;1
212;19430006598000;2;7
213;19430006598250;7;24
214;19430006609500;8;26
215;19430006609750;7;0
216;19430006610000;5;1
217;19430006610500;3;7
218;19430006610750;1;0
219;19430006611000;1;0
220;19430006611250;3;1
221;19430006611750;1;0
222;19430006614000;4;1
223;19430006614250;4;0
224;19430006614500;1;0
225;19430006761750;1;0
226;19430006807500;1;0
227;19430006811750;1;0
228;19432506596750;1;0
229;19432506597000;2;0
230;19432506597250;1;0
231;19432506597500;3;25
232;19432506597750;1;0
233;19432506598250;2;1
234;19432506609500;1;0
235;19432506609750;2;0
236;19432506610500;5;4
237;19432506610750;1;1
238;19432506611250;7;1
239;19432506611500;1;0
240;19432506611750;3;5
241;19432506612000;3;1
242;19432506614250;8;1
243;19432506614500;1;0
244;19432506757750;1;0
245;19432506760250;1;0
246;19432506764500;1;0
247;19432506765500;1;0
248;19432506766000;2;0
249;19432506768000;1;1
250;19432506768500;2;12
251;19432506808000;1;0
252;19432506811500;1;0
253;19435006596750;3;2
254;19435006597000;4;0
255;19435006597250;3;0
256;19435006597500;5;0
257;19435006597750;3;0
258;19435006611500;3;0
259;19435006613250;3;0
260;19435006613500;2;10
261;19435006613750;1;11
262;19435006614000;1;0
263;19435006761750;1;0
264;19435006764000;1;0
265;19435006764250;1;0
266;19435006764500;1;0
267;19435006765750;1;0
268;19435006767500;1;0
269;19435006768250;3;4
270;19435006768500;3;0
271;19437506597000;6;13
272;19437506597250;17;39
273;19437506597500;12;16
274;19437506597750;4;287
275;19437506609250;1;0
276;19437506613000;3;0
277;19437506613250;2;0
278;19437506613500;3;3
279;19437506613750;5;6
280;19437506614000;3;1
281;19437506617000;1;1
282;19437506617250;1;1
283;19437506618000;1;0
284;19437506757500;2;2
285;19437506763750;1;0
286;19437506766000;3;0
287;19440006597000;4;52
288;19440006597250;52;104
289;19440006597500;26;353
290;19440006597750;1;0
291;19440006598000;4;0
292;19440006612750;1;1
293;19440006613000;2;0
294;19440006613250;1;0
295;19440006613500;8;0
296;19440006613750;9;47
297;19440006614000;5;0
298;19440006614250;6;1
299;19440006616750;5;5
300;19440006617250;2;31
301;19440006617750;1;0
302;19440006760500;1;0
303;19440006763750;1;5
304;19440006768000;1;0
305;19442506597250;5;1
306;19442506597500;6;76
307;19442506597750;3;11
308;19442506611250;1;0
309;19442506613250;3;17
310;19442506613500;3;0
311;19442506613750;7;3
312;19442506614000;3;2
313;19442506614250;1;0
314;19442506616500;1;1
315;19442506616750;2;0
316;19442506757500;3;2
317;19442506759750;2;1
318;19442506760250;1;0
319;19442506762750;1;1
320;19442506764000;1;1
321;19445006596750;20;837
322;19445006597000;6;5
323;19445006597250;7;0
324;19445006597500;2;1
325;19445006597750;2;0
326;19445006598000;1;0
327;19445006611500;1;0
328;19445006612750;1;0
329;19445006613000;3;0
330;19445006613250;13;76
331;19445006613500;11;21
332;19445006613750;10;0
333;19445006614000;10;1
334;19445006614750;3;14
