Region;Navn;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 0-4 år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: 5+ år;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle;Botid i Norge: Alle
K3815;Drangedal;46;43;61;82;88;85;79;64;78;74.1;75.3;78.1;73.9;67.5;67.5;52.9;46;40;61;74;75;72;68;55;78;69.0;75.3;70.5;63;57.1;58.1;45.5;0;0;0;8;13;13;11;9;0;0.0;0.0;7.6;10.9;10.3;9.4;7.4;;3;0;0;0;0;0;0;;5.2;0.0;0.0;0;0;0.0;0.0;13;15;20;23;31;41;38;57;22;25.9;24.7;21.9;26.1;32.5;32.5;47.1;10;12;20;23;28;38;34;51;16.9;20.7;24.7;21.9;23.5;30.2;29.1;42.1;0;3;0;0;3;3;4;6;0;5.2;0.0;0.0;2.5;2.4;3.4;5.0;;0;0;0;0;0;0;0;;0.0;0.0;0.0;0;0;0.0;0.0;59;58;81;105;119;126;117;121;100;100;100.0;100.0;100;100;100.0;100.0;;52;81;97;103;110;102;106;;89.7;100.0;92.4;86.6;87.3;87.2;87.6;;3;0;8;16;16;15;15;;5.2;0.0;7.6;13.4;12.7;12.8;12.4;;3;0;0;0;0;0;0;;5.2;0.0;0.0;0;0;0.0;0.0
K3816;Nome;102;117;118;149;167;142;148;116;38.5;42.1;42.3;47.3;48;44.5;44.4;37.2;54;55;86;130;102;102;92;60;20.4;19.8;30.8;41.3;29.3;32;27.6;19.2;18;25;29;19;39;40;50;39;6.8;9.0;10.4;6.0;11.2;12.5;15.0;12.5;;37;3;0;26;0;6;17;;13.3;1.1;0.0;7.5;0;1.8;5.4;163;161;161;166;181;177;185;196;61.5;57.9;57.7;52.7;52;55.5;55.6;62.8;123;119;135;139;144;148;154;162;46.4;42.8;48.4;44.1;41.4;46.4;46.2;51.9;23;27;26;27;37;29;31;34;8.7;9.7;9.3;8.6;10.6;9.1;9.3;10.9;;15;0;0;0;0;0;0;;5.4;0.0;0.0;0;0;0.0;0.0;265;278;279;315;348;319;333;312;100;100;100.0;100.0;100;100;100.0;100.0;;174;221;269;246;250;246;222;;62.6;79.2;85.4;70.7;78.4;73.9;71.2;;52;55;46;76;69;81;73;;18.7;19.7;14.6;21.8;21.6;24.3;23.4;;52;3;0;26;0;6;17;;18.7;1.1;0.0;7.5;0;1.8;5.4
K3818;Tinn;120;115;166;167;177;139;116;79;59.1;55.8;64.3;66.0;64.1;55.6;49.4;36.7;80;82;121;156;130;108;94;61;39.4;39.8;46.9;61.7;47.1;43.2;40.0;28.4;20;10;45;11;32;31;22;15;9.9;4.9;17.4;4.3;11.6;12.4;9.4;7.0;;23;0;0;15;0;0;3;;11.2;0.0;0.0;5.4;0;0.0;1.4;83;91;92;86;99;111;119;136;40.9;44.2;35.7;34.0;35.9;44.4;50.6;63.3;47;54;80;74;83;94;100;115;23.2;26.2;31.0;29.2;30.1;37.6;42.6;53.5;11;12;12;12;16;17;19;21;5.4;5.8;4.7;4.7;5.8;6.8;8.1;9.8;;25;0;0;0;0;0;0;;12.1;0.0;0.0;0;0;0.0;0.0;203;206;258;253;276;250;235;215;100;100;100.0;100.0;100;100;100.0;100.0;;136;201;230;213;202;194;176;;66;77.9;90.9;77.2;80.8;82.6;81.9;;22;57;23;48;48;41;36;;10.7;22.1;9.1;17.4;19.2;17.4;16.7;;48;0;0;15;0;0;3;;23.3;0.0;0.0;5.4;0;0.0;1.4
K3819;Hjartdal;;16;32;38;46;51;45;29;;100.0;100.0;92.7;93.9;87.9;81.8;53.7;;16;32;38;37;47;41;25;;100.0;100.0;92.7;75.5;81;74.5;46.3;;0;0;0;3;4;4;4;;0.0;0.0;0.0;6.1;6.9;7.3;7.4;;0;0;0;6;0;0;0;;0.0;0.0;0.0;12.2;0;0.0;0.0;;0;0;3;3;7;10;25;;0.0;0.0;7.3;6.1;12.1;18.2;46.3;;0;0;3;3;7;7;22;;0.0;0.0;7.3;6.1;12.1;12.7;40.7;;0;0;0;0;0;3;3;;0.0;0.0;0.0;0;0;5.5;5.6;;0;0;0;0;0;0;0;;0.0;0.0;0.0;0;0;0.0;0.0;;16;32;41;49;58;55;54;;100;100.0;100.0;100;100;100.0;100.0;;16;32;41;40;54;48;47;;100;100.0;100.0;81.6;93.1;87.3;87.0;;0;0;0;3;4;7;7;;0;0.0;0.0;6.1;6.9;12.7;13.0;;0;0;0;6;0;0;0;;0;0.0;0.0;12.2;0;0.0;0.0
K3820;Seljord;31;39;42;52;73;73;62;59;57.4;55.7;56.8;62.7;69.5;68.9;65.3;57.3;27;36;42;48;52;65;56;55;50;51.4;56.8;57.8;49.5;61.3;58.9;53.4;0;0;0;4;9;8;6;4;0;0.0;0.0;4.8;8.6;7.5;6.3;3.9;;3;0;0;12;0;0;0;;4.3;0.0;0.0;11.4;0;0.0;0.0;23;31;32;31;32;33;33;44;42.6;44.3;43.2;37.3;30.5;31.1;34.7;42.7;20;25;28;27;25;26;28;39;37;35.7;37.8;32.5;23.8;24.5;29.5;37.9;0;3;4;4;7;7;5;5;0;4.3;5.4;4.8;6.7;6.6;5.3;4.9;;3;0;0;0;0;0;0;;4.3;0.0;0.0;0;0;0.0;0.0;54;70;74;83;105;106;95;103;100;100;100.0;100.0;100;100;100.0;100.0;;61;70;75;77;91;84;94;;87.1;94.6;90.4;73.3;85.8;88.4;91.3;;3;4;8;16;15;11;9;;4.3;5.4;9.6;15.2;14.2;11.6;8.7;;6;0;0;12;0;0;0;;8.6;0.0;0.0;11.4;0;0.0;0.0
K3821;Kviteseid;3;0;0;11;18;18;18;16;15.8;0.0;0.0;39.3;51.4;56.3;56.3;50.0;0;0;0;8;8;8;8;7;0;0.0;0.0;28.6;22.9;25;25.0;21.9;0;0;0;3;10;10;10;9;0;0.0;0.0;10.7;28.6;31.3;31.3;28.1;;0;0;0;0;0;0;0;;0.0;0.0;0.0;0;0;0.0;0.0;16;19;18;17;17;14;14;16;84.2;100.0;100.0;60.7;48.6;43.8;43.8;50.0;10;10;12;11;11;11;11;12;52.6;52.6;66.7;39.3;31.4;34.4;34.4;37.5;6;6;6;6;6;3;3;4;31.6;31.6;33.3;21.4;17.1;9.4;9.4;12.5;;3;0;0;0;0;0;0;;15.8;0.0;0.0;0;0;0.0;0.0;19;19;18;28;35;32;32;32;100;100;100.0;100.0;100;100;100.0;100.0;;10;12;19;19;19;19;19;;52.6;66.7;67.9;54.3;59.4;59.4;59.4;;6;6;9;16;13;13;13;;31.6;33.3;32.1;45.7;40.6;40.6;40.6;;3;0;0;0;0;0;0;;15.8;0.0;0.0;0;0;0.0;0.0
K3823;Fyresdal;;15;31;46;56;47;34;12;;100.0;88.6;92.0;93.3;90.4;73.9;35.3;;15;31;46;56;47;34;12;;100.0;88.6;92.0;93.3;90.4;73.9;35.3;;0;0;0;0;0;0;0;;0.0;0.0;0.0;0;0;0.0;0.0;;0;0;0;0;0;0;0;;0.0;0.0;0.0;0;0;0.0;0.0;;0;4;4;4;5;12;22;;0.0;11.4;8.0;6.7;9.6;26.1;64.7;;0;4;4;4;5;12;19;;0.0;11.4;8.0;6.7;9.6;26.1;55.9;;0;0;0;0;0;0;3;;0.0;0.0;0.0;0;0;0.0;8.8;;0;0;0;0;0;0;0;;0.0;0.0;0.0;0;0;0.0;0.0;;15;35;50;60;52;46;34;;100;100.0;100.0;100;100;100.0;100.0;;15;35;50;60;52;46;31;;100;100.0;100.0;100;100;100.0;91.2;;0;0;0;0;0;0;3;;0;0.0;0.0;0;0;0.0;8.8;;0;0;0;0;0;0;0;;0;0.0;0.0;0;0;0.0;0.0
K3824;Tokke;0;0;15;34;47;47;45;27;0;0.0;41.7;65.4;73.4;72.3;72.6;48.2;0;0;15;21;21;35;33;20;0;0.0;41.7;40.4;32.8;53.8;53.2;35.7;0;0;0;13;13;12;12;7;0;0.0;0.0;25.0;20.3;18.5;19.4;12.5;;0;0;0;13;0;0;0;;0.0;0.0;0.0;20.3;0;0.0;0.0;28;21;21;18;17;18;17;29;100;100.0;58.3;34.6;26.6;27.7;27.4;51.8;20;17;17;13;14;14;14;26;71.4;81.0;47.2;25.0;21.9;21.5;22.6;46.4;5;4;4;5;3;4;3;3;17.9;19.0;11.1;9.6;4.7;6.2;4.8;5.4;;0;0;0;0;0;0;0;;0.0;0.0;0.0;0;0;0.0;0.0;28;21;36;52;64;65;62;56;100;100;100.0;100.0;100;100;100.0;100.0;;17;32;34;35;49;47;46;;81;88.9;65.4;54.7;75.4;75.8;82.1;;4;4;18;16;16;15;10;;19;11.1;34.6;25;24.6;24.2;17.9;;0;0;0;13;0;0;0;;0;0.0;0.0;20.3;0;0.0;0.0
K3825;Vinje;20;28;41;54;54;59;54;56;30.3;37.8;45.1;50.5;49.5;49.6;45.8;43.4;17;25;38;42;23;38;33;39;25.8;33.8;41.8;39.3;21.1;31.9;28.0;30.2;0;0;3;12;20;21;21;12;0;0.0;3.3;11.2;18.3;17.6;17.8;9.3;;3;0;0;11;0;0;5;;4.1;0.0;0.0;10.1;0;0.0;3.9;46;46;50;53;55;60;64;73;69.7;62.2;54.9;49.5;50.5;50.4;54.2;56.6;39;38;42;43;44;45;49;58;59.1;51.4;46.2;40.2;40.4;37.8;41.5;45.0;4;5;8;10;11;15;15;15;6.1;6.8;8.8;9.3;10.1;12.6;12.7;11.6;;3;0;0;0;0;0;0;;4.1;0.0;0.0;0;0;0.0;0.0;66;74;91;107;109;119;118;129;100;100;100.0;100.0;100;100;100.0;100.0;;63;80;85;67;83;82;97;;85.2;87.9;79.4;61.5;69.7;69.5;75.2;;5;11;22;31;36;36;27;;6.8;12.1;20.6;28.4;30.3;30.5;20.9;;6;0;0;11;0;0;5;;8.2;0.0;0.0;10.1;0;0.0;3.9
K3804;Sandefjord (f.o.m. 2017);;;;529;603;590;580;548;;;;21.0;22.4;21.4;20.3;18.2;;;;435;384;400;361;268;;;;17.2;14.3;14.5;12.7;8.9;;;;94;177;190;208;247;;;;3.7;6.6;6.9;7.3;8.2;;;;0;42;0;11;33;;;;0.0;1.6;0;0.4;1.1;;;;1993;2083;2173;2273;2461;;;;79.0;77.6;78.6;79.7;81.8;;;;1075;1097;1142;1167;1256;;;;42.6;40.8;41.3;40.9;41.7;;;;918;986;1031;1106;1205;;;;36.4;36.7;37.3;38.8;40.0;;;;0;0;0;0;0;;;;0.0;0;0;0.0;0.0;;;;2522;2686;2763;2853;3009;;;;100.0;100;100;100.0;100.0;;;;1510;1481;1542;1528;1524;;;;59.9;55.1;55.8;53.6;50.6;;;;1012;1163;1221;1314;1452;;;;40.1;43.3;44.2;46.1;48.3;;;;0;42;0;11;33;;;;0.0;1.6;0;0.4;1.1
K3822;Nissedal;;;;33;43;47;47;35;;;;91.7;93.5;94;94.0;74.5;;;;33;34;43;43;35;;;;91.7;73.9;86;86.0;74.5;;;;0;0;4;4;0;;;;0.0;0;8;8.0;0.0;;;;0;9;0;0;0;;;;0.0;19.6;0;0.0;0.0;;;;3;3;3;3;12;;;;8.3;6.5;6;6.0;25.5;;;;3;3;3;3;9;;;;8.3;6.5;6;6.0;19.1;;;;0;0;0;0;3;;;;0.0;0;0;0.0;6.4;;;;0;0;0;0;0;;;;0.0;0;0;0.0;0.0;;;;36;46;50;50;47;;;;100.0;100;100;100.0;100.0;;;;36;37;46;46;44;;;;100.0;80.4;92;92.0;93.6;;;;0;0;4;4;3;;;;0.0;0;8;8.0;6.4;;;;0;9;0;0;0;;;;0.0;19.6;0;0.0;0.0
K3805;Larvik (f.o.m. 2018);;;;;478;505;448;346;;;;;26.1;26.8;24.0;18.2;;;;;355;400;341;245;;;;;19.4;21.3;18.2;12.9;;;;;76;105;98;87;;;;;4.1;5.6;5.2;4.6;;;;;47;0;9;14;;;;;2.6;0;0.5;0.7;;;;;1356;1376;1422;1556;;;;;73.9;73.2;76.0;81.8;;;;;953;960;987;1082;;;;;52;51;52.8;56.9;;;;;403;416;435;474;;;;;22;22.1;23.3;24.9;;;;;0;0;0;0;;;;;0;0;0.0;0.0;;;;;1834;1881;1870;1902;;;;;100;100;100.0;100.0;;;;;1308;1360;1328;1327;;;;;71.3;72.3;71.0;69.8;;;;;479;521;533;561;;;;;26.1;27.7;28.5;29.5;;;;;47;0;9;14;;;;;2.6;0;0.5;0.7
K3811;Færder;;;;;306;314;283;256;;;;;32.3;32.4;27.7;24.0;;;;;209;232;200;166;;;;;22;23.9;19.6;15.5;;;;;76;82;80;81;;;;;8;8.5;7.8;7.6;;;;;21;0;3;9;;;;;2.2;0;0.3;0.8;;;;;642;655;738;812;;;;;67.7;67.6;72.3;76.0;;;;;410;415;455;494;;;;;43.2;42.8;44.6;46.3;;;;;232;240;283;318;;;;;24.5;24.8;27.7;29.8;;;;;0;0;0;0;;;;;0;0;0.0;0.0;;;;;948;969;1021;1068;;;;;100;100;100.0;100.0;;;;;619;647;655;660;;;;;65.3;66.8;64.2;61.8;;;;;308;322;363;399;;;;;32.5;33.2;35.6;37.4;;;;;21;0;3;9;;;;;2.2;0;0.3;0.8
K3802;Holmestrand (f.o.m. 2020);;;;;;;197;169;;;;;;;32.5;27.1;;;;;;;134;105;;;;;;;22.1;16.8;;;;;;;59;60;;;;;;;9.7;9.6;;;;;;;4;4;;;;;;;0.7;0.6;;;;;;;410;455;;;;;;;67.5;72.9;;;;;;;223;248;;;;;;;36.7;39.7;;;;;;;187;207;;;;;;;30.8;33.2;;;;;;;0;0;;;;;;;0.0;0.0;;;;;;;607;624;;;;;;;100.0;100.0;;;;;;;357;353;;;;;;;58.8;56.6;;;;;;;246;267;;;;;;;40.5;42.8;;;;;;;4;4;;;;;;;0.7;0.6
K3803;Tønsberg (f.o.m. 2020);;;;;;;551;493;;;;;;;26.5;22.9;;;;;;;361;278;;;;;;;17.4;12.9;;;;;;;183;195;;;;;;;8.8;9.1;;;;;;;7;20;;;;;;;0.3;0.9;;;;;;;1528;1658;;;;;;;73.5;77.1;;;;;;;729;807;;;;;;;35.1;37.5;;;;;;;799;851;;;;;;;38.4;39.6;;;;;;;0;0;;;;;;;0.0;0.0;;;;;;;2079;2151;;;;;;;100.0;100.0;;;;;;;1090;1085;;;;;;;52.4;50.4;;;;;;;982;1046;;;;;;;47.2;48.6;;;;;;;7;20;;;;;;;0.3;0.9
K3817;Midt-Telemark;;;;;;;207;174;;;;;;;39.3;32.0;;;;;;;150;118;;;;;;;28.5;21.7;;;;;;;54;53;;;;;;;10.2;9.7;;;;;;;3;3;;;;;;;0.6;0.6;;;;;;;320;370;;;;;;;60.7;68.0;;;;;;;221;251;;;;;;;41.9;46.1;;;;;;;99;119;;;;;;;18.8;21.9;;;;;;;0;0;;;;;;;0.0;0.0;;;;;;;527;544;;;;;;;100.0;100.0;;;;;;;371;369;;;;;;;70.4;67.8;;;;;;;153;172;;;;;;;29.0;31.6;;;;;;;3;3;;;;;;;0.6;0.6
