Kommune;Andel;Label
Horten;14;Horten
Holmestrand;13;Holmestrand
Tønsberg;13;Tønsberg
Sandefjord;16;Sandefjord
Larvik;12;Larvik
Porsgrunn;12;Porsgrunn
Skien;14;Skien
Notodden;11;Notodden
Færder;12;Færder
Siljan;7;Siljan
Bamble;9;Bamble
Kragerø;11;Kragerø
Drangedal;10;Drangedal
Nome;12;Nome
Midt-Telemark;14;Midt-Telemark
Tinn;12;Tinn
Hjartdal;8;Hjartdal
Seljord;10;Seljord
Kviteseid;9;Kviteseid
Nissedal;11;Nissedal
Fyresdal;9;Fyresdal
Tokke;9;Tokke
Vinje;10;Vinje
